process,pid,rss,full_rss,uss,event,children,time
mp_sub_balancing_mgra_4,2624,162_033_664,162_033_664,133_255_168,pipeline.run_model sub_balancing.geography=mgra start,0,2023/12/28 16:53:42.938592
