mgra,Male,Female,Age_LT5,Age_5to9,Age_10to14,Age_15to17,Age_18to24,Age_25to34,Age_35to44,Age_45to54,Age_55to64,Age_65to74,Age_75to84,Age_85Plus,Asian,Black,Hispanic,Other_v2,TwoorMore,White,HHSize_1,HHSize_2,HHSize_3,HHSize_4Plus,Total_HH,HHWork_0,HHWork_1,HHWork_2,HHWork_3Plus,HHChild_0,HHChild_1Plus,HHInc_0to14999,HHInc_15000to29999,HHInc_30000to59999,HHInc_60000to99999,HHInc_100000to149999,HHInc_150000to199999,HHInc_200000Plus,gq_college_pop,gq_mil_pop,gq_other_pop,Total_HH_GQ
78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,92,108,12,11,16,7,18,19,25,20,31,17,18,6,20,9,64,2,3,102,23,32,14,13,82,20,28,27,7,57,25,5,6,6,19,19,12,15,0,0,0,82
81,169,159,3,4,1,1,14,115,69,46,34,14,12,15,28,16,82,3,50,149,154,80,14,4,252,62,90,73,27,236,16,35,26,35,46,40,14,56,0,0,0,252
82,164,167,31,19,14,6,30,68,40,38,41,29,6,9,24,2,79,5,26,195,25,42,21,33,121,28,41,42,10,71,50,4,10,22,19,32,16,18,0,0,2,123
83,32,32,0,2,0,0,6,23,10,6,9,3,5,0,4,5,19,1,2,33,21,16,3,0,40,6,16,11,7,38,2,0,4,10,12,5,5,4,0,0,0,40
84,212,194,29,32,42,23,20,46,73,36,49,34,14,8,42,51,166,3,18,126,18,35,26,51,130,31,44,41,14,79,51,1,5,20,28,32,33,11,0,0,0,130
85,38,50,2,4,0,0,11,10,1,11,13,18,10,8,10,0,7,0,0,71,29,17,5,2,53,12,20,15,6,52,1,5,2,8,6,12,4,16,0,0,0,53
86,102,101,6,1,1,1,23,60,23,20,12,23,21,12,6,4,34,0,8,151,67,45,9,4,125,35,44,38,8,124,1,3,6,34,23,14,14,31,0,0,3,128
87,113,138,19,18,14,7,18,65,23,32,23,8,14,10,15,0,181,0,11,44,16,33,14,26,89,17,31,33,8,60,29,10,7,12,21,17,12,10,0,0,0,89
88,3,1,0,0,0,0,0,0,1,3,0,0,0,0,0,0,1,0,0,3,0,0,0,2,2,0,0,2,0,0,2,0,0,0,1,0,0,1,0,0,0,2
89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,30,56,4,0,0,2,51,9,2,4,5,4,3,2,6,1,18,0,4,57,11,12,6,6,35,9,14,10,2,28,7,0,2,3,4,3,8,15,0,0,0,35
91,9,12,0,0,3,0,2,1,2,4,3,4,2,0,3,0,4,1,0,13,2,2,2,2,8,1,5,2,0,7,1,0,0,0,0,2,1,5,0,0,0,8
92,8,9,0,0,2,0,0,3,0,2,5,4,0,1,0,0,1,0,0,16,3,2,1,2,8,1,5,2,0,7,1,0,0,1,2,3,0,2,0,0,0,8
93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,174,121,0,3,6,0,29,98,71,26,40,10,0,12,11,4,33,0,0,247,107,72,12,1,192,47,74,51,20,183,9,14,13,40,26,38,16,45,0,0,0,192
95,25,24,2,1,3,2,0,3,19,7,2,2,7,1,1,0,13,0,0,35,8,8,3,3,22,4,7,8,3,16,6,2,1,5,4,6,0,4,0,0,0,22
96,23,26,2,2,0,2,2,12,8,6,5,4,5,1,1,0,6,3,0,39,17,10,2,2,31,8,14,8,1,31,0,1,1,4,7,11,3,4,0,0,0,31
97,154,141,10,7,4,9,8,100,69,26,22,19,8,13,23,12,71,0,31,158,81,66,14,6,167,39,63,48,17,150,17,5,8,31,55,37,18,13,0,0,0,167
98,61,68,8,3,4,0,39,27,11,12,11,10,2,2,14,4,29,1,4,77,28,26,8,4,66,16,28,16,6,60,6,11,4,10,17,15,5,4,0,0,0,66
99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,137,94,19,15,9,6,28,81,18,6,44,3,2,0,2,6,127,0,32,64,20,35,14,22,91,26,35,24,6,75,16,5,5,30,14,15,8,14,0,0,0,91
101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,13,11,6,1,0,0,0,7,7,0,2,1,0,0,4,1,3,0,0,16,4,3,2,1,10,2,4,3,1,5,5,0,0,1,2,3,1,3,0,0,0,10
104,225,244,30,17,32,32,36,62,33,55,94,25,50,3,52,0,386,0,4,27,0,19,14,73,106,25,39,34,8,48,58,4,6,26,17,25,16,12,0,0,0,106
105,66,74,7,15,16,8,10,16,25,12,5,14,6,6,2,0,64,0,12,62,6,9,6,17,38,10,14,9,5,21,17,0,2,8,6,9,6,7,0,0,0,38
106,73,85,12,17,8,10,6,32,17,7,21,12,7,9,1,6,53,0,10,88,10,18,8,18,54,16,22,13,3,38,16,3,2,11,15,5,6,12,0,0,0,54
107,159,244,43,33,26,25,24,36,58,56,47,19,35,1,42,1,264,11,51,34,12,36,23,51,122,33,46,34,9,71,51,11,15,33,23,20,18,2,0,0,0,122
108,219,164,27,26,32,17,43,54,43,49,32,36,17,7,46,38,195,9,10,85,13,29,17,54,113,28,40,36,9,71,42,11,8,19,31,23,13,8,0,0,0,113
109,95,134,9,21,13,11,11,32,25,19,46,22,11,9,41,10,142,1,10,25,6,18,12,31,67,27,24,15,1,54,13,6,12,16,16,10,2,5,0,0,0,67
110,46,41,9,11,8,6,4,4,7,10,9,5,9,5,0,0,11,3,11,62,10,12,6,7,35,11,15,9,0,30,5,0,2,5,4,7,4,13,0,0,0,35
111,148,144,13,13,22,14,25,36,47,43,48,20,4,7,59,26,182,3,1,21,27,39,20,27,113,34,45,27,7,91,22,11,21,41,24,12,2,2,0,0,0,113
112,225,241,28,42,39,22,36,90,48,67,36,24,29,5,96,23,309,3,8,27,22,48,37,52,159,35,48,60,16,94,65,18,24,53,46,9,5,4,0,0,0,159
113,52,52,1,6,13,3,20,18,8,15,5,9,5,1,1,0,19,0,13,71,11,13,7,6,37,10,14,8,5,24,13,0,1,6,8,7,3,12,0,0,0,37
114,221,206,18,29,30,21,31,25,68,96,79,23,1,6,182,3,43,1,32,166,30,52,27,47,156,49,65,30,12,114,42,3,1,10,14,14,31,83,0,0,0,156
115,66,77,18,15,12,3,6,21,20,14,18,6,7,3,4,8,100,0,3,28,8,21,8,13,50,21,20,9,0,42,8,5,4,11,12,11,4,3,0,0,0,50
116,29,14,0,2,0,1,0,24,5,4,1,2,3,1,6,1,9,0,1,26,7,7,3,2,19,5,8,6,0,15,4,0,0,4,5,3,3,4,0,0,0,19
117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,26,44,2,3,6,5,5,6,12,13,4,5,6,3,3,5,52,0,1,9,3,7,5,7,22,5,8,8,1,14,8,2,2,5,7,5,1,0,0,0,0,22
119,72,81,4,6,6,3,14,36,12,16,20,30,6,0,24,19,61,4,0,45,30,27,8,8,73,20,29,18,6,63,10,6,8,16,20,12,0,11,0,0,0,73
120,70,78,11,15,15,6,10,12,22,20,11,14,9,3,16,4,103,1,6,18,3,8,7,20,38,7,16,9,6,19,19,1,2,3,13,5,11,3,0,0,0,38
121,276,352,49,32,40,17,54,115,64,87,76,48,31,15,48,84,274,13,4,205,48,78,43,62,231,58,88,63,22,163,68,25,28,64,60,28,14,12,0,0,0,231
122,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
123,3,5,0,0,2,0,1,1,0,2,1,1,0,0,0,1,7,0,0,0,0,0,0,2,2,0,1,1,0,1,1,0,0,0,2,0,0,0,0,0,0,2
124,30,39,0,4,2,0,11,23,12,5,12,0,0,0,0,0,16,0,0,53,17,15,3,2,37,10,14,8,5,34,3,2,2,3,8,12,6,4,0,0,0,37
125,45,44,2,3,11,0,3,26,22,8,11,2,0,1,7,0,14,0,0,68,24,19,5,0,48,11,20,11,6,40,8,3,1,12,9,9,5,9,0,0,0,48
126,30,54,3,0,6,0,7,27,6,11,12,10,1,1,12,5,37,0,0,30,7,10,7,7,31,8,12,7,4,21,10,3,2,5,8,3,6,4,0,0,0,31
127,97,110,19,11,16,7,18,36,36,16,24,7,14,3,34,5,118,0,9,41,6,16,12,27,61,15,25,16,5,38,23,3,2,12,13,16,7,8,0,0,0,61
128,3,1,0,2,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1
129,16,23,0,2,0,2,22,5,1,1,4,2,0,0,2,1,9,0,0,27,6,7,2,3,18,5,7,5,1,14,4,0,2,3,1,2,4,6,0,0,0,18
130,11,15,0,0,0,0,3,0,0,7,5,6,3,2,0,2,1,0,0,23,5,6,1,1,13,0,7,5,1,9,4,0,0,1,3,0,1,8,0,0,0,13
131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,10,20,1,0,0,0,3,8,4,3,1,5,3,2,3,0,6,0,1,20,9,7,2,0,18,2,7,6,3,17,1,0,2,4,4,3,2,3,0,0,0,18
133,111,90,3,6,3,0,10,48,57,16,9,32,11,6,16,9,48,1,13,114,113,36,4,0,153,34,47,56,16,151,2,21,6,17,34,25,24,26,0,0,0,153
134,59,62,2,2,6,5,19,17,4,37,12,10,4,3,13,1,96,1,3,7,4,11,8,13,36,6,13,12,5,17,19,4,11,9,7,2,2,1,0,0,0,36
135,175,198,0,3,0,3,17,67,42,18,57,103,52,11,57,6,33,20,6,251,119,72,18,9,218,51,83,60,24,216,2,12,15,17,17,38,32,87,0,0,0,218
136,7,12,3,3,0,0,0,4,5,1,2,0,1,0,0,0,1,0,0,18,2,2,2,2,8,1,3,4,0,4,4,0,0,1,1,2,1,3,0,0,0,8
137,18,24,4,4,6,3,2,7,6,4,4,0,1,1,0,6,22,0,1,13,7,8,3,1,19,2,8,6,3,14,5,2,1,7,5,3,1,0,0,0,0,19
138,221,226,36,35,14,11,49,80,46,50,47,50,16,13,53,1,92,5,35,261,33,48,39,43,163,36,52,58,17,94,69,6,12,31,25,39,24,26,0,0,0,163
139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,40,63,2,4,11,4,10,6,15,9,20,16,4,2,3,2,18,0,13,67,10,15,7,8,40,6,14,13,7,26,14,1,4,4,6,8,3,14,0,0,0,40
141,39,43,1,0,1,3,0,9,21,16,10,14,6,1,0,2,18,0,4,58,11,14,6,7,38,6,13,13,6,30,8,0,1,6,4,7,6,14,0,0,0,38
142,27,24,0,1,4,2,2,2,10,3,3,15,9,0,4,0,9,0,0,38,6,9,4,3,22,2,8,9,3,17,5,0,0,0,4,5,5,8,0,0,0,22
143,21,19,0,3,2,3,6,4,4,4,5,7,1,1,0,0,2,2,0,36,9,8,2,2,21,2,8,8,3,16,5,0,2,4,4,5,1,5,0,0,0,21
144,77,65,9,9,19,12,10,28,12,15,20,8,0,0,1,10,124,0,0,7,3,9,8,20,40,6,15,12,7,15,25,3,5,13,12,7,0,0,0,0,0,40
145,108,151,3,11,2,2,20,40,64,26,27,44,14,6,22,1,49,0,1,186,70,58,12,8,148,32,51,50,15,133,15,6,9,21,31,31,16,34,0,0,1,149
146,50,74,5,5,16,6,12,18,8,21,11,14,3,5,9,2,108,0,0,5,5,9,9,14,37,6,12,13,6,18,19,4,4,12,11,5,0,1,0,0,7,44
147,68,45,4,5,2,0,4,19,39,12,15,6,4,3,3,5,27,0,9,69,33,24,6,3,66,12,22,25,7,59,7,4,6,11,13,12,9,11,0,0,85,151
148,126,131,8,11,21,11,22,37,35,33,40,24,11,4,19,8,204,1,3,22,12,30,18,27,87,17,27,35,8,48,39,5,15,17,20,15,7,8,0,0,0,87
149,47,51,4,11,6,4,12,12,7,18,17,6,1,0,2,0,32,1,0,63,5,9,7,12,33,5,12,11,5,18,15,0,2,4,7,9,4,7,0,0,0,33
150,72,77,3,14,20,4,10,22,27,12,19,13,5,0,6,9,86,1,9,38,3,11,9,19,42,6,16,13,7,30,12,0,2,8,6,7,5,14,0,0,0,42
151,138,163,12,18,17,7,20,41,43,25,46,45,20,7,173,29,58,4,17,20,7,15,14,44,80,16,23,33,8,45,35,3,4,9,21,14,14,15,0,0,0,80
152,69,66,4,2,0,0,6,45,29,16,17,16,0,0,9,1,25,2,6,92,30,28,9,4,71,14,20,29,8,63,8,2,5,16,20,12,8,8,0,0,0,71
153,74,72,2,2,4,2,14,36,21,25,6,12,20,2,0,14,34,6,4,88,47,31,9,2,89,17,25,39,8,84,5,6,2,17,24,20,15,5,0,0,0,89
154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
