PUMA,mgra,HHID
7307,21135,28832
7307,21135,28832
7307,21135,28832
7307,21135,28832
7307,21135,28832
7307,21135,28832
7307,21135,28832
7307,21135,29138
7307,21135,29515
7307,21135,29862
7307,21135,29862
7307,21135,29862
7307,21135,29862
7307,21135,29862
7307,21135,29862
7307,21135,29862
7307,21135,29862
7307,21135,29862
7307,21135,29862
7307,21135,29862
7307,21135,29862
7307,21135,29862
7307,21135,29862
7307,21135,29862
7307,21135,29862
7307,21135,29862
7307,21135,29862
7307,21135,29862
7307,21135,29862
7307,21135,29862
7307,21135,29862
7307,21135,30176
7307,21135,30226
7307,21135,30990
7307,21135,30990
7307,21135,30990
7307,21135,30990
7307,21135,30990
7307,21135,30990
7307,21135,30990
7307,21135,30990
7307,21135,30990
7307,21135,30990
7307,21135,30990
7307,21135,30990
7307,21135,30990
7307,21135,30990
7307,21135,30990
7307,21135,31667
7307,21135,31667
7307,21135,33524
7307,21135,33956
7307,21135,33956
7307,21135,33956
7307,21135,33956
7307,21135,33956
7307,21135,33956
7307,21135,33956
7307,21135,34199
7307,21135,34199
7307,21135,34199
7307,21135,34815
7307,21135,35506
7307,21135,35506
7307,21135,35506
7307,21135,35506
7307,21135,35506
7307,21135,35506
7307,21135,35506
7307,21135,35506
7307,21135,35506
7307,21135,35506
7307,21135,35506
7307,21135,36571
7307,21135,36571
7307,21135,36571
7307,21135,36571
7307,21135,36571
7307,21135,36571
7307,21135,36571
7307,21135,36571
7307,21135,37401
7307,21135,38644
7307,21135,38644
7307,21135,38644
7307,21135,38644
7307,21135,38644
7307,21135,38644
7307,21135,39626
7307,21135,39626
7307,21135,39626
7307,21135,39626
7307,21135,39626
7307,21135,39626
7307,21135,39626
7307,21135,39626
7307,21135,39626
7307,21135,39626
7307,21135,39626
7307,21135,39626
7307,21135,39626
7307,21135,39626
7307,21135,39626
7307,21135,39626
7307,21135,40397
7307,21135,40397
7307,21135,40397
7307,21135,40397
7307,21135,40642
7307,21135,44445
7307,21135,44445
7307,21135,44445
7307,21135,44445
7307,21135,44445
7307,21135,44445
7307,21135,44445
7307,21135,44445
7307,21135,44445
7307,21135,44445
7307,21135,44445
7307,21135,44445
7307,21135,44445
7307,21135,44445
7307,21135,44445
7307,21135,44445
7307,21135,44445
7307,21135,44445
7307,21135,44445
7307,21135,44445
7307,21135,44445
7307,21135,44445
7307,21135,44445
7307,21135,44445
7307,21135,44445
7307,21135,44467
7307,21135,44467
7307,21135,44467
7307,21135,44945
7307,21135,44945
7307,21135,45398
7307,21135,46375
7307,21135,47680
7307,21135,48390
7307,21135,48390
7307,21135,48390
7307,21135,48390
7307,21135,48390
7307,21135,48560
7307,21135,48560
7307,21135,48753
7307,21135,49917
7307,21135,50049
7307,21135,50049
7307,21135,50049
7307,21135,50049
7307,21135,50049
7307,21135,50049
7307,21135,50049
7307,21135,50049
7307,21135,50049
7307,21135,50049
7307,21135,50049
7307,21135,50049
7307,21135,50049
7307,21135,50049
7307,21135,50049
7307,21135,50049
7307,21135,50049
7307,21135,50049
7307,21135,50049
7307,21135,50049
7307,21135,50173
7307,21135,50173
7307,21135,50672
7307,21136,1062
7307,21136,3600
7307,21136,3716
7307,21136,5271
7307,21136,8782
7307,21136,16124
7307,21136,16300
7307,21136,19848
7307,21136,19848
7307,21136,21429
7307,21136,22448
7307,21136,22448
7307,21136,22448
7307,21136,22448
7307,21136,22448
7307,21136,22448
7307,21136,22921
7307,21136,22933
7307,21136,25278
7307,21136,25516
7307,21136,25516
7307,21136,25516
7307,21136,25528
7307,21136,26041
7307,21136,28668
7307,21136,28832
7307,21136,28975
7307,21136,28975
7307,21136,28975
7307,21136,28975
7307,21136,29862
7307,21136,29862
7307,21136,29862
7307,21136,30990
7307,21136,30990
7307,21136,30990
7307,21136,30990
7307,21136,31667
7307,21136,31667
7307,21136,32023
7307,21136,33106
7307,21136,35506
7307,21136,35506
7307,21136,35506
7307,21136,36571
7307,21136,36571
7307,21136,36571
7307,21136,36571
7307,21136,37681
7307,21136,38820
7307,21136,40129
7307,21136,40397
7307,21136,40397
7307,21136,40642
7307,21136,44445
7307,21136,44445
7307,21136,44445
7307,21136,44445
7307,21136,44445
7307,21136,44445
7307,21136,44467
7307,21136,48560
7307,21136,49917
7307,21136,49917
7307,21136,49917
7307,21136,49917
7307,21136,50049
7307,21136,50304
7307,21136,50304
7307,21137,1062
7307,21137,3600
7307,21137,5271
7307,21137,8782
7307,21137,8782
7307,21137,10248
7307,21137,12226
7307,21137,13412
7307,21137,16300
7307,21137,16300
7307,21137,19084
7307,21137,19848
7307,21137,19848
7307,21137,19848
7307,21137,19848
7307,21137,19848
7307,21137,19848
7307,21137,19848
7307,21137,22448
7307,21137,22448
7307,21137,22448
7307,21137,22448
7307,21137,22448
7307,21137,22448
7307,21137,24838
7307,21137,24838
7307,21137,24838
7307,21137,25687
7307,21137,26041
7307,21137,28117
7307,21137,28832
7307,21137,28832
7307,21137,29862
7307,21137,29862
7307,21137,30226
7307,21137,30555
7307,21137,30555
7307,21137,30555
7307,21137,30990
7307,21137,32556
7307,21137,35927
7307,21137,39626
7307,21137,39626
7307,21137,39626
7307,21137,39626
7307,21137,40129
7307,21137,40129
7307,21137,44445
7307,21137,44445
7307,21137,44445
7307,21137,44445
7307,21137,44445
7307,21137,44445
7307,21137,44445
7307,21137,44445
7307,21137,45639
7307,21137,47680
7307,21137,49917
7307,21137,50049
7307,21137,50049
7307,21137,50049
7307,21137,50304
7307,21137,50304
7307,21161,636
7307,21161,636
7307,21161,5271
7307,21161,5271
7307,21161,7090
7307,21161,8782
7307,21161,8782
7307,21161,8782
7307,21161,8782
7307,21161,8782
7307,21161,8782
7307,21161,11414
7307,21161,15422
7307,21161,16124
7307,21161,16124
7307,21161,16124
7307,21161,19084
7307,21161,19084
7307,21161,19084
7307,21161,19084
7307,21161,19848
7307,21161,19848
7307,21161,19848
7307,21161,19848
7307,21161,19848
7307,21161,19848
7307,21161,19848
7307,21161,19848
7307,21161,21790
7307,21161,21790
7307,21161,23393
7307,21161,23393
7307,21161,23393
7307,21161,23393
7307,21161,24838
7307,21161,24838
7307,21161,24838
7307,21161,24838
7307,21161,24838
7307,21161,24838
7307,21161,24838
7307,21161,24838
7307,21161,24838
7307,21161,24838
7307,21161,24838
7307,21161,24838
7307,21161,25172
7307,21161,25172
7307,21161,25172
7307,21161,25172
7307,21161,25172
7307,21161,25687
7307,21161,27865
7307,21161,28160
7307,21161,28832
7307,21161,28832
7307,21161,28832
7307,21161,28832
7307,21161,28832
7307,21161,28832
7307,21161,28832
7307,21161,28832
7307,21161,29276
7307,21161,29276
7307,21161,29276
7307,21161,29276
7307,21161,29276
7307,21161,29276
7307,21161,29862
7307,21161,29862
7307,21161,29862
7307,21161,29862
7307,21161,29862
7307,21161,29862
7307,21161,29862
7307,21161,30176
7307,21161,30176
7307,21161,32023
7307,21161,32023
7307,21161,32023
7307,21161,32023
7307,21161,36571
7307,21161,38114
7307,21161,38299
7307,21161,39230
7307,21161,41319
7307,21161,44122
7307,21161,44122
7307,21161,44122
7307,21161,45230
7307,21161,48390
7307,21161,48390
7307,21161,48390
7307,21161,48560
7307,21161,48560
7307,21162,16863
7307,21162,22933
7307,21162,25278
7307,21162,25516
7307,21162,27039
7307,21162,30408
7307,21162,30888
7307,21162,33860
7307,21163,15882
7307,21163,25516
7307,21163,27865
7307,21163,32448
7307,21163,32575
7307,21163,32575
7307,21163,32608
7307,21163,33763
7307,21163,35506
7307,21163,35506
7307,21163,35506
7307,21163,44445
7307,21163,45230
7307,21164,8782
7307,21164,17292
7307,21164,19084
7307,21164,19848
7307,21164,24838
7307,21164,25172
7307,21164,25278
7307,21164,28975
7307,21164,31989
7307,21164,38644
7307,21164,39626
7307,21164,40600
7307,21164,50672
7307,21165,1863
7307,21165,5271
7307,21165,5271
7307,21165,5271
7307,21165,8782
7307,21165,8782
7307,21165,8782
7307,21165,8782
7307,21165,16468
7307,21165,16468
7307,21165,16468
7307,21165,17362
7307,21165,19084
7307,21165,19084
7307,21165,19084
7307,21165,24838
7307,21165,24838
7307,21165,24838
7307,21165,25278
7307,21165,25278
7307,21165,25278
7307,21165,28975
7307,21165,28975
7307,21165,28975
7307,21165,28975
7307,21165,28975
7307,21165,30990
7307,21165,32448
7307,21165,32485
7307,21165,32485
7307,21165,36571
7307,21165,38299
7307,21165,38644
7307,21165,42182
7307,21165,48560
7307,21165,50173
7307,21165,50288
7307,21165,50288
7307,21165,50288
7307,21167,3716
7307,21167,3839
7307,21167,8995
7307,21167,16468
7307,21167,19084
7307,21167,22959
7307,21167,24473
7307,21167,24719
7307,21167,25516
7307,21167,28640
7307,21167,28975
7307,21167,35506
7307,21167,40194
7307,21167,47865
7307,21167,50304
7307,21168,25278
7307,21168,29862
7307,21168,31271
7307,21168,32448
7307,21168,34714
7307,21168,39821
7307,21168,45074
7307,21169,13782
7307,21169,19161
7307,21169,24473
7307,21169,38299
7307,21169,38644
7307,21169,50497
7307,21170,19084
7307,21170,38299
7307,21170,40435
7307,21170,40538
7307,21170,44786
7307,21171,636
7307,21171,17362
7307,21171,19084
7307,21171,19848
7307,21171,19848
7307,21171,24993
7307,21171,24993
7307,21171,25172
7307,21171,25172
7307,21171,29862
7307,21171,32448
7307,21171,32448
7307,21171,32448
7307,21171,33904
7307,21171,34714
7307,21171,34714
7307,21171,36571
7307,21171,38299
7307,21171,44122
7307,21171,45230
7307,21171,49684
7307,21171,50288
7307,21172,28975
7307,21172,40538
7307,21173,9390
7307,21173,29862
7307,21173,35618
7307,21173,39150
7307,21173,40642
7307,21173,44467
7307,21173,51723
7307,21174,33860
7307,21174,35506
7307,21174,35506
7307,21174,35618
7307,21175,21429
7307,21177,13879
7307,21177,14635
7307,21177,17576
7307,21177,32575
7307,21177,35226
7307,21177,35506
7307,21177,40194
7307,21177,44445
7307,21177,49917
7307,21178,1062
7307,21178,12226
7307,21178,23457
7307,21178,40129
7307,21178,44445
7307,21178,49917
7307,21179,2872
7307,21179,13782
7307,21179,24719
7307,21179,24993
7307,21179,29862
7307,21179,32608
7307,21179,35506
7307,21179,50304
7307,21180,25229
7307,21180,35618
7307,21180,40435
7307,21180,41588
7307,21181,48560
7307,21183,5359
7307,21183,11623
7307,21183,28975
7307,21183,38299
7307,21183,45154
7307,21183,45507
7307,21184,1397
7307,21184,4648
7307,21184,14317
7307,21184,42101
7307,21184,45230
7307,21184,49917
7307,21185,9390
7307,21185,16300
7307,21185,22968
7307,21185,25278
7307,21185,25528
7307,21185,25660
7307,21185,29862
7307,21185,30219
7307,21185,30491
7307,21185,30888
7307,21185,31271
7307,21185,48380
7307,21186,23449
7307,21187,436
7307,21187,3716
7307,21187,10845
7307,21187,27039
7307,21187,31934
7307,21188,7524
7307,21188,7524
7307,21188,7524
7307,21188,11180
7307,21188,32448
7307,21188,50497
7307,21189,3716
7307,21189,8772
7307,21189,25229
7307,21189,27039
7307,21189,39821
7307,21191,5271
7307,21194,7524
7307,21194,19882
7307,21194,22921
7307,21194,22921
7307,21194,24473
7307,21194,29766
7307,21194,29862
7307,21194,30888
7307,21194,32448
7307,21194,34714
7307,21194,34714
7307,21194,36520
7307,21194,38299
7307,21194,39230
7307,21196,10707
7307,21196,10707
7307,21196,17865
7307,21196,19084
7307,21196,19084
7307,21196,20378
7307,21196,24993
7307,21196,24993
7307,21196,24993
7307,21196,31271
7307,21196,32448
7307,21196,32485
7307,21196,35796
7307,21196,45154
7307,21196,45483
7307,21196,48560
7307,21196,48560
7307,21196,49684
7307,21197,3716
7307,21197,11180
7307,21197,16300
7307,21197,19084
7307,21197,29862
7307,21199,19084
7307,21199,23457
7307,21199,29862
7307,21199,33860
7307,21200,21522
7307,21200,29862
7307,21200,40604
7307,21201,16300
7307,21201,26041
7307,21201,38644
7307,21201,45154
7307,21201,45154
7307,21203,9642
7307,21203,29862
7307,21203,29862
7307,21203,34714
7307,21203,34714
7307,21203,43981
7307,21205,29862
7307,21205,29862
7307,21205,44302
7307,21205,44302
7307,21205,47018
7307,21208,3839
7307,21208,10894
7307,21208,14635
7307,21208,26267
7307,21208,26463
7307,21208,32575
7307,21208,32575
7307,21208,32819
7307,21208,34714
7307,21208,35506
7307,21208,35506
7307,21208,35927
7307,21208,47865
7307,21208,47865
7307,21208,49917
7307,21209,40194
7307,21211,5271
7307,21211,23667
7307,21211,48560
7307,21212,23449
7307,21213,1217
7307,21213,17362
7307,21213,19848
7307,21213,21987
7307,21213,23379
7307,21213,24838
7307,21213,24838
7307,21213,24993
7307,21213,28589
7307,21213,30990
7307,21213,32575
7307,21213,33860
7307,21213,34714
7307,21213,34714
7307,21213,40488
7307,21213,47858
7307,21213,50497
7307,21214,3716
7307,21214,8915
7307,21214,17190
7307,21214,24473
7307,21214,24993
7307,21214,29862
7307,21214,38299
7307,21214,50049
7307,21214,50497
7307,21214,51723
7307,21215,1410
7307,21215,24838
7307,21215,24838
7307,21215,24838
7307,21215,24993
7307,21215,24993
7307,21215,24993
7307,21215,28589
7307,21215,30990
7307,21215,32575
7307,21215,34714
7307,21215,34714
7307,21215,34714
7307,21215,38299
7307,21215,40048
7307,21215,44259
7307,21215,45074
7307,21216,9155
7307,21216,9390
7307,21216,22140
7307,21216,22933
7307,21216,24993
7307,21216,34714
7307,21216,38299
7307,21216,43981
7307,21217,2167
7307,21217,3600
7307,21217,3601
7307,21217,3839
7307,21217,3839
7307,21217,3839
7307,21217,5271
7307,21217,5271
7307,21217,7090
7307,21217,8782
7307,21217,9390
7307,21217,9390
7307,21217,9390
7307,21217,9390
7307,21217,9390
7307,21217,9390
7307,21217,9390
7307,21217,9390
7307,21217,11528
7307,21217,12130
7307,21217,12864
7307,21217,13879
7307,21217,16468
7307,21217,16468
7307,21217,16468
7307,21217,17723
7307,21217,19810
7307,21217,19810
7307,21217,19810
7307,21217,19810
7307,21217,19810
7307,21217,21790
7307,21217,22448
7307,21217,22959
7307,21217,23393
7307,21217,23393
7307,21217,23393
7307,21217,24103
7307,21217,24103
7307,21217,24103
7307,21217,24373
7307,21217,24373
7307,21217,24473
7307,21217,24473
7307,21217,24719
7307,21217,24838
7307,21217,25516
7307,21217,25516
7307,21217,25516
7307,21217,25516
7307,21217,26041
7307,21217,26041
7307,21217,26041
7307,21217,26041
7307,21217,26267
7307,21217,28117
7307,21217,28117
7307,21217,28117
7307,21217,28117
7307,21217,28832
7307,21217,29276
7307,21217,29276
7307,21217,29276
7307,21217,29276
7307,21217,29862
7307,21217,30126
7307,21217,32039
7307,21217,32448
7307,21217,32448
7307,21217,33524
7307,21217,34714
7307,21217,35506
7307,21217,35506
7307,21217,35506
7307,21217,35770
7307,21217,35770
7307,21217,35770
7307,21217,35770
7307,21217,35770
7307,21217,35770
7307,21217,35770
7307,21217,35770
7307,21217,35770
7307,21217,35770
7307,21217,38100
7307,21217,38100
7307,21217,38299
7307,21217,38299
7307,21217,38299
7307,21217,38299
7307,21217,38299
7307,21217,38299
7307,21217,39821
7307,21217,39821
7307,21217,39821
7307,21217,40194
7307,21217,40194
7307,21217,40194
7307,21217,40194
7307,21217,40996
7307,21217,42101
7307,21217,42101
7307,21217,44122
7307,21217,45398
7307,21217,46046
7307,21217,46046
7307,21217,46046
7307,21217,46410
7307,21217,46410
7307,21217,46410
7307,21217,48390
7307,21217,48753
7307,21217,49917
7307,21217,49917
7307,21217,49917
7307,21217,49917
7307,21217,49917
7307,21217,50049
7307,21217,50049
7307,21217,50288
7307,21217,50288
7307,21217,50288
7307,21217,50288
7307,21217,50288
7307,21217,50288
7307,21217,50288
7307,21217,50288
7307,21217,50288
7307,21217,50288
7307,21217,50288
7307,21217,50288
7307,21217,50349
7307,21217,51723
7307,21217,51723
7307,21218,33860
7307,21218,38299
7307,21218,38644
7307,21218,41077
7307,21218,45154
7307,21221,38299
7307,21222,2167
7307,21222,3839
7307,21222,5271
7307,21222,5271
7307,21222,7836
7307,21222,8782
7307,21222,8782
7307,21222,8782
7307,21222,8782
7307,21222,8782
7307,21222,9390
7307,21222,9818
7307,21222,13879
7307,21222,16468
7307,21222,16468
7307,21222,16468
7307,21222,16468
7307,21222,19810
7307,21222,19810
7307,21222,23393
7307,21222,23393
7307,21222,24103
7307,21222,24103
7307,21222,24473
7307,21222,27627
7307,21222,27865
7307,21222,28747
7307,21222,28832
7307,21222,30555
7307,21222,31107
7307,21222,32448
7307,21222,32448
7307,21222,32448
7307,21222,32448
7307,21222,32448
7307,21222,32448
7307,21222,32485
7307,21222,35506
7307,21222,35506
7307,21222,35506
7307,21222,35770
7307,21222,35770
7307,21222,35770
7307,21222,38100
7307,21222,38299
7307,21222,38299
7307,21222,38299
7307,21222,38299
7307,21222,38820
7307,21222,39964
7307,21222,40194
7307,21222,40194
7307,21222,40397
7307,21222,44445
7307,21222,46046
7307,21222,46046
7307,21222,46046
7307,21222,46375
7307,21222,48390
7307,21222,48390
7307,21222,49917
7307,21222,49917
7307,21222,49917
7307,21222,49917
7307,21222,50049
7307,21222,50049
7307,21222,50049
7307,21222,50049
7307,21222,50049
7307,21222,50049
7307,21222,50288
7307,21222,50288
7307,21222,51723
7307,21222,51848
7307,21223,636
7307,21223,882
7307,21223,2167
7307,21223,22921
7307,21223,24838
7307,21223,25278
7307,21223,26463
7307,21223,32575
7307,21223,34714
7307,21223,34714
7307,21223,35770
7307,21223,38299
7307,21223,40194
7307,21223,40435
7307,21223,44122
7307,21223,45483
7307,21223,47865
7307,21224,38644
7307,21224,39251
7307,21224,43981
7307,21224,52063
7307,21225,46410
7307,21225,48390
7307,21226,4447
7307,21226,5271
7307,21226,5271
7307,21226,9952
7307,21226,11672
7307,21226,13879
7307,21226,14317
7307,21226,14317
7307,21226,14317
7307,21226,14317
7307,21226,14317
7307,21226,14528
7307,21226,14528
7307,21226,16300
7307,21226,17947
7307,21226,17947
7307,21226,17947
7307,21226,19084
7307,21226,19084
7307,21226,20133
7307,21226,22448
7307,21226,22448
7307,21226,25278
7307,21226,25278
7307,21226,25278
7307,21226,25278
7307,21226,25278
7307,21226,25278
7307,21226,25278
7307,21226,25278
7307,21226,25278
7307,21226,25278
7307,21226,25528
7307,21226,25572
7307,21226,27767
7307,21226,28117
7307,21226,28117
7307,21226,28117
7307,21226,29513
7307,21226,29569
7307,21226,29862
7307,21226,29862
7307,21226,31989
7307,21226,31989
7307,21226,35000
7307,21226,35000
7307,21226,37909
7307,21226,37909
7307,21226,37909
7307,21226,39626
7307,21226,39626
7307,21226,41987
7307,21226,41987
7307,21226,41987
7307,21226,41987
7307,21226,41987
7307,21226,44122
7307,21226,44122
7307,21226,49917
7307,21226,49917
7307,21226,49917
7307,21226,49917
7307,21226,50304
7307,21226,50304
7307,21226,50304
7307,21226,50304
7307,21226,50304
7307,21226,52063
7307,21226,52063
7307,21226,52063
7307,21226,52063
7307,21226,52063
7307,21226,52063
7307,21226,52063
7307,21227,10822
7307,21227,16300
7307,21227,16827
7307,21227,17292
7307,21227,17576
7307,21227,17947
7307,21227,22933
7307,21227,22933
7307,21227,25278
7307,21227,25278
7307,21227,25516
7307,21227,28117
7307,21227,31989
7307,21227,35391
7307,21227,37681
7307,21227,38644
7307,21227,38644
7307,21227,38644
7307,21227,44790
7307,21227,49355
7307,21227,49684
7307,21227,49684
7307,21227,49684
7307,21227,49917
7307,21228,5271
7307,21229,10827
7307,21229,16300
7307,21229,30126
7307,21230,464
7307,21230,7524
7307,21230,16300
7307,21230,49684
7307,21231,16300
7307,21231,49684
7307,21232,10827
7307,21232,32575
7307,21232,37909
7307,21232,40129
7307,21232,52063
7307,21233,3600
7307,21233,8399
7307,21233,9818
7307,21233,9818
7307,21233,12668
7307,21233,12668
7307,21233,14317
7307,21233,17857
7307,21233,18645
7307,21233,21429
7307,21233,21429
7307,21233,25172
7307,21233,25278
7307,21233,25516
7307,21233,25516
7307,21233,25528
7307,21233,25528
7307,21233,25528
7307,21233,25687
7307,21233,28117
7307,21233,28117
7307,21233,28975
7307,21233,28975
7307,21233,28975
7307,21233,35000
7307,21233,35391
7307,21233,35391
7307,21233,35391
7307,21233,35927
7307,21233,37402
7307,21233,37909
7307,21233,37909
7307,21233,37909
7307,21233,43423
7307,21233,47584
7307,21233,49917
7307,21233,49917
7307,21233,50049
7307,21233,52063
7307,21234,4355
7307,21234,50049
7307,21235,3716
7307,21235,5111
7307,21235,17947
7307,21235,17947
7307,21235,18338
7307,21235,31443
7307,21235,32608
7307,21236,1649
7307,21236,4447
7307,21236,5657
7307,21236,8589
7307,21236,15109
7307,21236,16124
7307,21236,16300
7307,21236,16300
7307,21236,17292
7307,21236,17292
7307,21236,17292
7307,21236,17576
7307,21236,17576
7307,21236,17576
7307,21236,19848
7307,21236,24719
7307,21236,25172
7307,21236,25278
7307,21236,32033
7307,21236,32575
7307,21236,35000
7307,21236,35000
7307,21236,39626
7307,21236,39626
7307,21236,39626
7307,21236,42182
7307,21236,47680
7307,21236,49917
7307,21236,49917
7307,21236,49917
7307,21236,50672
7307,21237,2377
7307,21237,8589
7307,21237,10248
7307,21237,30408
7307,21237,30957
7307,21237,46527
7307,21237,48969
7307,21238,16300
7307,21238,16300
7307,21238,25278
7307,21238,35618
7307,21239,8782
7307,21239,12668
7307,21239,17576
7307,21239,17947
7307,21239,23128
7307,21239,25516
7307,21239,28117
7307,21239,28975
7307,21239,32575
7307,21239,32575
7307,21239,32608
7307,21239,32608
7307,21239,42101
7307,21239,49684
7307,21239,49917
7307,21239,49917
7307,21239,50672
7307,21240,8589
7307,21240,17576
7307,21240,23449
7307,21240,30957
7307,21240,32575
7307,21240,41077
7307,21240,46527
7307,21241,3716
7307,21241,5385
7307,21241,10248
7307,21241,15653
7307,21241,17420
7307,21241,17947
7307,21241,31443
7307,21241,37931
7307,21242,6362
7307,21242,7332
7307,21242,9818
7307,21242,12130
7307,21242,12668
7307,21242,13412
7307,21242,17425
7307,21242,19084
7307,21242,19084
7307,21242,19084
7307,21242,25172
7307,21242,25249
7307,21242,25278
7307,21242,25278
7307,21242,25278
7307,21242,25516
7307,21242,25516
7307,21242,25516
7307,21242,25516
7307,21242,25687
7307,21242,25687
7307,21242,25687
7307,21242,28117
7307,21242,28117
7307,21242,28117
7307,21242,28975
7307,21242,30491
7307,21242,30990
7307,21242,30990
7307,21242,31989
7307,21242,31989
7307,21242,34199
7307,21242,35000
7307,21242,35000
7307,21242,35000
7307,21242,37402
7307,21242,42101
7307,21242,43981
7307,21242,43981
7307,21242,45688
7307,21242,49917
7307,21242,50049
7307,21242,50049
7307,21243,34659
7307,21243,36865
7307,21243,52063
7307,21243,52063
7307,21244,17947
7307,21244,28975
7307,21244,52063
7307,21245,5271
7307,21245,46410
7307,21246,747
7307,21246,7706
7307,21246,8493
7307,21246,12668
7307,21246,17292
7307,21246,17576
7307,21246,17947
7307,21246,17947
7307,21246,25172
7307,21246,25516
7307,21246,25516
7307,21246,27039
7307,21246,32575
7307,21246,32575
7307,21246,32608
7307,21246,32608
7307,21246,35000
7307,21246,35000
7307,21246,37862
7307,21246,40194
7307,21246,49917
7307,21246,50672
7307,21247,3716
7307,21247,3716
7307,21247,3839
7307,21247,14635
7307,21247,16468
7307,21247,25516
7307,21247,30888
7307,21247,32448
7307,21247,32575
7307,21247,35391
7307,21247,35618
7307,21247,40538
7307,21247,40642
7307,21247,40642
7307,21247,46410
7307,21247,48560
7307,21247,49917
7307,21248,5271
7307,21248,35000
7307,21249,5385
7307,21249,14635
7307,21249,17947
7307,21249,24719
7307,21249,32575
7307,21249,33659
7307,21249,35000
7307,21249,36571
7307,21249,47865
7307,21250,12226
7307,21250,35391
7307,21250,38644
7307,21250,38644
7307,21251,44122
7307,21252,21429
7307,21252,29222
7307,21252,29862
7307,21252,30888
7307,21252,32371
7307,21252,39759
7307,21252,50334
7307,21253,8589
7307,21253,8589
7307,21253,16300
7307,21253,25278
7307,21253,49684
7307,21254,3864
7307,21254,32575
7307,21254,38644
7307,21254,52063
7307,21255,11623
7307,21255,22448
7307,21255,25516
7307,21255,28975
7307,21255,28975
7307,21255,28975
7307,21255,30957
7307,21255,30990
7307,21255,31271
7307,21255,35931
7307,21255,38644
7307,21255,50016
7307,21256,21429
7307,21256,32023
7307,21257,19619
7307,21257,19619
7307,21257,19619
7307,21257,19619
7307,21257,25516
7307,21257,27039
7307,21257,30219
7307,21259,5271
7307,21259,8589
7307,21259,23449
7307,21259,25278
7307,21259,45230
7307,21260,578
7307,21260,17425
7307,21260,20133
7307,21260,23449
7307,21260,25278
7307,21260,25278
7307,21260,25528
7307,21260,30957
7307,21260,31443
7307,21260,35927
7307,21260,47429
7307,21260,50049
7307,21260,50049
7307,21261,35000
7307,21262,8399
7307,21262,8772
7307,21262,8772
7307,21262,16300
7307,21262,23449
7307,21262,23449
7307,21262,23449
7307,21262,25528
7307,21262,28223
7307,21262,32023
7307,21262,39626
7307,21262,40538
7307,21262,45688
7307,21262,51883
7307,21263,11623
7307,21263,17576
7307,21263,22448
7307,21263,23449
7307,21263,25172
7307,21263,27039
7307,21263,30219
7307,21263,38950
7307,21263,41396
7307,21264,4447
7307,21264,8772
7307,21264,9818
7307,21264,11623
7307,21264,16300
7307,21264,19882
7307,21264,25572
7307,21264,29862
7307,21264,35391
7307,21264,35618
7307,21264,37402
7307,21264,46410
7307,21264,46410
7307,21266,436
7307,21266,2377
7307,21266,30990
7307,21266,52063
7307,21266,52063
7307,21267,40194
7307,21268,1217
7307,21268,1649
7307,21268,7524
7307,21268,7706
7307,21268,11528
7307,21268,17362
7307,21268,26041
7307,21268,28160
7307,21268,28975
7307,21268,28975
7307,21268,30990
7307,21268,32575
7307,21268,38299
7307,21268,38644
7307,21268,39964
7307,21268,40397
7307,21268,50288
7307,21269,2167
7307,21269,3839
7307,21269,3839
7307,21269,8915
7307,21269,19848
7307,21269,19848
7307,21269,20084
7307,21269,20133
7307,21269,23393
7307,21269,23449
7307,21269,24103
7307,21269,24103
7307,21269,24103
7307,21269,24341
7307,21269,24993
7307,21269,26041
7307,21269,26041
7307,21269,27141
7307,21269,29276
7307,21269,29569
7307,21269,31989
7307,21269,32575
7307,21269,34714
7307,21269,34714
7307,21269,34714
7307,21269,34714
7307,21269,35506
7307,21269,38299
7307,21269,38299
7307,21269,38299
7307,21269,39964
7307,21269,40194
7307,21269,40194
7307,21269,40194
7307,21269,45230
7307,21269,48390
7307,21269,48390
7307,21269,50288
7307,21270,17362
7307,21270,19848
7307,21270,22968
7307,21270,22968
7307,21270,23393
7307,21270,23449
7307,21270,25516
7307,21270,30888
7307,21270,35506
7307,21270,37909
7307,21270,38299
7307,21270,38299
7307,21270,38644
7307,21270,39230
7307,21270,48390
7307,21271,29862
7307,21271,39150
7307,21271,41077
7307,21271,44786
7307,21271,49917
7307,21272,1217
7307,21272,1217
7307,21272,8915
7307,21272,17362
7307,21272,23449
7307,21272,24103
7307,21272,28117
7307,21272,32847
7307,21272,34714
7307,21272,34714
7307,21272,38299
7307,21272,40129
7307,21272,42101
7307,21272,48390
7307,21272,49917
7307,21272,50288
7307,21273,3839
7307,21273,4322
7307,21273,17362
7307,21273,17362
7307,21273,35770
7307,21273,45154
7307,21273,45154
7307,21274,2020
7307,21274,14169
7307,21274,17362
7307,21274,22921
7307,21274,22921
7307,21274,22921
7307,21274,23449
7307,21274,24473
7307,21274,26041
7307,21274,31146
7307,21274,32575
7307,21274,35506
7307,21274,35770
7307,21274,40818
7307,21274,44630
7307,21274,48560
7307,21275,636
7307,21275,1217
7307,21275,1217
7307,21275,30888
7307,21275,33347
7307,21275,35000
7307,21275,40129
7307,21275,40129
7307,21275,47680
7307,21275,47680
7307,21275,47680
7307,21276,2691
7307,21276,2691
7307,21276,7524
7307,21276,8915
7307,21276,9390
7307,21276,17723
7307,21276,22448
7307,21276,23393
