region,job_1,job_2,job_3,job_4,job_5,job_6,job_7,job_8,job_9,job_10,job_11,job_12,job_13,job_14,lfp_black,lfp_hispanic,lfp_other,lfp_white
1,105708,62819,10882,315494,147589,138929,192759,97944,132480,194903,48810,15235,132477,73725,55684,541120,382280,627850
