HHID,PUMA,NP,HHADJINC,ADJINC,WGTP,HHT,child_present,WIF,HUPAC,VEH,numWorkers,BLD
321,7322,4,55357.799999999996,1117630,10,1.0,1,2.0,3.0,2.0,2.0,3.0
322,7302,3,151857.0,1117630,58,1.0,1,2.0,2.0,4.0,2.0,2.0
323,7313,3,56865.6,1117630,13,1.0,0,2.0,4.0,3.0,2.0,3.0
324,7317,3,76790.09999999999,1117630,12,3.0,1,1.0,1.0,2.0,1.0,5.0
325,7316,1,11093.1,1117630,13,6.0,0,,4.0,1.0,1.0,4.0
326,7305,1,23694.0,1117630,19,4.0,0,,4.0,2.0,1.0,2.0
327,7318,1,31879.199999999997,1117630,12,4.0,0,,4.0,1.0,1.0,2.0
328,7316,2,65804.7,1117630,12,1.0,0,0.0,4.0,2.0,0.0,2.0
329,7319,2,22617.0,1117630,12,1.0,0,1.0,4.0,1.0,0.0,2.0
330,7315,4,48680.4,1117630,21,1.0,1,2.0,2.0,2.0,1.0,2.0
331,7313,1,28002.0,1117630,20,6.0,0,,4.0,0.0,1.0,9.0
332,7320,2,94776.0,1117630,18,1.0,0,1.0,4.0,2.0,1.0,6.0
333,7306,3,211092.0,1117630,7,1.0,1,2.0,1.0,2.0,2.0,2.0
334,7321,5,47388.0,1117630,12,3.0,1,1.0,2.0,6.0,3.0,2.0
335,7310,1,154011.0,1117630,12,4.0,0,,4.0,1.0,1.0,2.0
336,7314,1,197414.1,1117630,20,6.0,0,,4.0,0.0,0.0,8.0
337,7316,2,226170.0,1117630,39,7.0,0,,4.0,2.0,2.0,9.0
338,7304,2,242325.0,1117630,16,1.0,0,1.0,4.0,3.0,1.0,2.0
339,7302,2,53850.0,1117630,3,3.0,1,1.0,2.0,2.0,1.0,1.0
340,7313,3,29186.699999999997,1117630,15,1.0,1,2.0,2.0,2.0,2.0,2.0
341,7318,8,88529.4,1117630,13,3.0,1,3.0,3.0,3.0,2.0,2.0
342,7310,2,233709.0,1117630,21,1.0,0,1.0,4.0,3.0,1.0,2.0
343,7319,4,80559.59999999999,1117630,23,1.0,1,2.0,2.0,2.0,2.0,2.0
344,7313,4,350025.0,1117630,13,1.0,0,3.0,4.0,3.0,3.0,2.0
345,7317,4,77651.7,1117630,19,1.0,0,3.0,4.0,4.0,4.0,2.0
346,7322,3,102315.0,1117630,39,1.0,1,2.0,1.0,2.0,2.0,2.0
347,7313,3,127086.0,1117630,46,1.0,0,3.0,4.0,3.0,3.0,2.0
348,7307,3,282066.3,1117630,14,1.0,0,2.0,4.0,3.0,2.0,2.0
349,7306,4,214323.0,1117630,7,1.0,0,2.0,4.0,4.0,4.0,2.0
350,7315,4,113085.0,1117630,32,1.0,1,2.0,1.0,3.0,2.0,4.0
351,7310,2,549808.5,1117630,13,1.0,0,1.0,4.0,2.0,1.0,2.0
352,7308,4,301560.0,1117630,11,1.0,1,1.0,2.0,2.0,1.0,2.0
353,7317,4,28002.0,1117630,14,1.0,1,2.0,1.0,2.0,2.0,2.0
354,7304,2,127506.03,1117630,14,1.0,0,1.0,4.0,3.0,1.0,2.0
355,7319,2,70651.2,1117630,9,1.0,0,0.0,4.0,2.0,0.0,2.0
356,7301,1,26494.2,1117630,26,6.0,0,,4.0,1.0,0.0,7.0
357,7305,1,150780.0,1117630,62,4.0,0,,4.0,2.0,1.0,2.0
358,7303,2,42864.6,1117630,11,3.0,0,1.0,4.0,1.0,1.0,1.0
359,7301,1,-2154.0,1117630,22,6.0,0,,4.0,1.0,0.0,5.0
360,7310,1,45987.9,1117630,20,6.0,0,,4.0,1.0,0.0,2.0
361,7303,2,106515.3,1117630,19,1.0,0,0.0,4.0,2.0,0.0,2.0
362,7310,2,82498.2,1117630,14,3.0,1,1.0,2.0,1.0,1.0,5.0
363,7306,2,45234.0,1117630,10,1.0,0,0.0,4.0,1.0,0.0,9.0
364,7304,2,189552.0,1117630,85,1.0,0,2.0,4.0,2.0,2.0,2.0
365,7306,2,156165.0,1117630,26,1.0,0,2.0,4.0,2.0,1.0,2.0
366,7309,2,65373.899999999994,1117630,19,1.0,0,0.0,4.0,3.0,0.0,2.0
367,7303,1,52773.0,1117630,11,4.0,0,,4.0,2.0,0.0,2.0
368,7317,1,103607.4,1117630,12,4.0,0,,4.0,1.0,1.0,3.0
369,7303,1,53850.0,1117630,25,4.0,0,,4.0,1.0,1.0,3.0
370,7305,4,186321.0,1117630,20,1.0,1,2.0,1.0,4.0,2.0,2.0
371,7316,6,32310.0,1117630,36,1.0,1,1.0,3.0,2.0,1.0,2.0
372,7309,1,13677.9,1117630,19,6.0,0,,4.0,1.0,1.0,10.0
373,7309,2,106084.5,1117630,20,1.0,0,1.0,4.0,1.0,1.0,2.0
374,7310,3,177274.19999999998,1117630,13,1.0,1,2.0,2.0,3.0,2.0,2.0
375,7303,3,116316.0,1117630,13,1.0,0,3.0,4.0,4.0,3.0,2.0
376,7308,2,199352.69999999998,1117630,13,1.0,0,2.0,4.0,3.0,2.0,2.0
377,7311,3,168335.1,1117630,15,1.0,0,1.0,4.0,3.0,1.0,2.0
378,7313,4,75390.0,1117630,18,1.0,1,2.0,2.0,2.0,2.0,7.0
379,7316,2,81852.0,1117630,12,3.0,1,1.0,2.0,1.0,1.0,2.0
380,7308,2,43941.6,1117630,12,1.0,0,0.0,4.0,2.0,0.0,2.0
381,7301,2,71082.0,1117630,15,1.0,0,2.0,4.0,2.0,2.0,9.0
382,7322,4,70198.86,1117630,35,3.0,1,2.0,1.0,2.0,2.0,1.0
383,7308,1,57081.0,1117630,12,4.0,0,,4.0,1.0,1.0,5.0
384,7308,2,131394.0,1117630,47,3.0,0,1.0,4.0,4.0,1.0,2.0
385,7308,3,110931.0,1117630,20,1.0,0,3.0,4.0,5.0,3.0,1.0
386,7313,2,67420.2,1117630,7,3.0,0,1.0,4.0,1.0,1.0,2.0
387,7305,4,72266.7,1117630,36,1.0,1,2.0,2.0,2.0,2.0,2.0
388,7312,1,85621.5,1117630,13,4.0,0,,4.0,1.0,1.0,7.0
389,7310,2,57081.0,1117630,7,7.0,0,,4.0,3.0,2.0,2.0
390,7317,1,42003.0,1117630,21,6.0,0,,4.0,1.0,1.0,9.0
391,7318,8,97360.8,1117630,30,1.0,1,3.0,2.0,4.0,2.0,4.0
392,7310,2,115562.09999999999,1117630,10,1.0,0,0.0,4.0,2.0,0.0,2.0
393,7313,2,94345.2,1117630,21,1.0,0,2.0,4.0,2.0,2.0,2.0
394,7305,2,119547.0,1117630,32,1.0,0,1.0,4.0,2.0,1.0,2.0
395,7302,4,176628.0,1117630,29,2.0,0,3.0,4.0,4.0,4.0,2.0
396,7317,1,32310.0,1117630,52,4.0,0,,4.0,2.0,1.0,8.0
397,7310,2,612813.0,1117630,12,1.0,0,1.0,4.0,3.0,1.0,2.0
398,7301,5,94991.4,1117630,22,1.0,1,2.0,2.0,3.0,2.0,2.0
399,7312,3,150780.0,1117630,11,1.0,1,1.0,2.0,1.0,1.0,6.0
400,7313,4,188475.0,1117630,8,1.0,1,2.0,3.0,3.0,2.0,2.0
401,7304,3,86160.0,1117630,16,1.0,1,2.0,1.0,2.0,2.0,5.0
402,7315,4,96930.0,1117630,13,1.0,1,1.0,1.0,2.0,1.0,2.0
403,7315,2,172320.0,1117630,22,5.0,0,,4.0,2.0,2.0,3.0
404,7317,2,115239.0,1117630,13,1.0,0,2.0,4.0,2.0,2.0,2.0
405,7319,2,269250.0,1117630,21,1.0,0,2.0,4.0,2.0,2.0,2.0
406,7311,2,210015.0,1117630,26,1.0,0,2.0,4.0,2.0,2.0,2.0
407,7308,1,105632.15999999999,1117630,19,4.0,0,,4.0,0.0,1.0,8.0
408,7308,1,26386.5,1117630,10,6.0,0,,4.0,1.0,0.0,2.0
409,7311,2,93699.0,1117630,24,7.0,0,,4.0,2.0,2.0,5.0
410,7302,1,52773.0,1117630,39,4.0,0,,4.0,2.0,0.0,2.0
411,7321,3,75605.4,1117630,13,1.0,0,3.0,4.0,3.0,3.0,2.0
412,7310,2,53850.0,1117630,15,5.0,0,,4.0,3.0,2.0,6.0
413,7303,2,98545.5,1117630,7,1.0,0,2.0,4.0,3.0,2.0,2.0
414,7306,1,70985.06999999999,1117630,10,6.0,0,,4.0,0.0,0.0,9.0
415,7321,8,85083.0,1117630,7,1.0,1,2.0,2.0,4.0,2.0,2.0
416,7302,3,530961.0,1117630,16,1.0,1,1.0,1.0,2.0,1.0,2.0
417,7303,1,17124.3,1117630,11,4.0,0,,4.0,0.0,0.0,9.0
418,7303,4,128109.15,1117630,12,3.0,1,2.0,2.0,3.0,2.0,2.0
419,7313,2,20247.6,1117630,10,3.0,0,0.0,4.0,1.0,0.0,2.0
420,7307,1,7969.799999999999,1117630,17,6.0,0,,4.0,1.0,0.0,1.0
421,7313,5,30156.0,1117630,19,1.0,1,1.0,2.0,2.0,1.0,2.0
422,7309,7,188475.0,1117630,68,1.0,1,2.0,3.0,3.0,2.0,2.0
423,7321,1,7431.299999999999,1117630,8,6.0,0,,4.0,1.0,0.0,9.0
424,7304,1,530961.0,1117630,70,4.0,0,,4.0,2.0,1.0,2.0
425,7319,2,110198.64,1117630,9,1.0,0,0.0,4.0,4.0,0.0,2.0
426,7318,3,260203.19999999998,1117630,9,1.0,0,3.0,4.0,3.0,2.0,3.0
427,7306,5,198168.0,1117630,12,1.0,1,3.0,2.0,5.0,3.0,3.0
428,7313,4,82929.0,1117630,22,2.0,1,1.0,2.0,2.0,1.0,2.0
429,7316,1,86160.0,1117630,14,4.0,0,,4.0,1.0,1.0,6.0
430,7320,2,80775.0,1117630,18,7.0,0,,4.0,2.0,2.0,3.0
431,7315,2,176628.0,1117630,25,5.0,0,,4.0,2.0,2.0,8.0
432,7302,2,158534.4,1117630,12,1.0,0,2.0,4.0,2.0,2.0,2.0
433,7313,5,409260.0,1117630,14,1.0,1,2.0,2.0,4.0,3.0,2.0
434,7305,2,362410.5,1117630,19,1.0,0,1.0,4.0,2.0,1.0,2.0
435,7310,1,15078.0,1117630,40,6.0,0,,4.0,1.0,0.0,9.0
436,7307,2,119547.0,1117630,14,1.0,0,2.0,4.0,3.0,2.0,2.0
437,7307,2,59558.1,1117630,15,1.0,0,0.0,4.0,2.0,0.0,2.0
438,7309,3,434246.39999999997,1117630,24,2.0,0,1.0,4.0,3.0,1.0,2.0
439,7306,5,134625.0,1117630,11,1.0,1,2.0,3.0,2.0,2.0,2.0
440,7318,4,41141.4,1117630,24,3.0,1,2.0,2.0,1.0,1.0,6.0
441,7306,3,74743.8,1117630,15,2.0,0,3.0,4.0,4.0,3.0,2.0
442,7313,3,189228.9,1117630,14,2.0,0,3.0,4.0,3.0,3.0,3.0
443,7312,1,36618.0,1117630,12,4.0,0,,4.0,1.0,1.0,9.0
444,7315,2,75390.0,1117630,21,1.0,0,2.0,4.0,1.0,2.0,2.0
445,7313,1,10016.1,1117630,11,6.0,0,,4.0,1.0,0.0,3.0
446,7301,1,57942.6,1117630,21,6.0,0,,4.0,1.0,0.0,3.0
447,7315,3,586534.2,1117630,12,1.0,1,2.0,1.0,2.0,2.0,2.0
448,7321,3,7000.5,1117630,22,3.0,1,1.0,3.0,2.0,1.0,3.0
449,7321,3,98007.0,1117630,24,1.0,1,2.0,2.0,2.0,2.0,5.0
450,7304,2,58158.0,1117630,13,5.0,0,,4.0,1.0,0.0,3.0
451,7318,5,71297.4,1117630,11,1.0,0,3.0,4.0,4.0,3.0,2.0
452,7322,1,23801.7,1117630,23,6.0,0,,4.0,2.0,0.0,2.0
453,7310,3,86160.0,1117630,33,1.0,1,1.0,2.0,2.0,1.0,9.0
454,7316,2,100161.0,1117630,15,1.0,0,1.0,4.0,1.0,1.0,6.0
455,7313,2,128701.5,1117630,15,1.0,0,2.0,4.0,2.0,2.0,2.0
456,7321,3,15078.0,1117630,10,3.0,1,1.0,2.0,1.0,1.0,3.0
457,7306,2,37695.0,1117630,9,1.0,0,1.0,4.0,2.0,1.0,2.0
458,7309,1,64620.0,1117630,60,4.0,0,,4.0,3.0,1.0,2.0
459,7315,2,33602.4,1117630,23,5.0,0,,4.0,2.0,1.0,2.0
460,7305,3,40926.0,1117630,11,3.0,1,1.0,1.0,1.0,1.0,9.0
461,7315,1,31233.0,1117630,30,4.0,0,,4.0,1.0,0.0,2.0
462,7307,3,266557.5,1117630,13,1.0,0,3.0,4.0,4.0,3.0,2.0
463,7322,2,11631.6,1117630,10,3.0,0,0.0,4.0,1.0,0.0,5.0
464,7307,2,121916.4,1117630,20,1.0,0,2.0,4.0,3.0,2.0,2.0
465,7303,3,164565.6,1117630,13,3.0,0,1.0,4.0,2.0,2.0,3.0
466,7321,1,10339.199999999999,1117630,10,6.0,0,,4.0,1.0,0.0,8.0
467,7316,1,21540.0,1117630,19,6.0,0,,4.0,0.0,0.0,9.0
468,7314,4,360148.8,1117630,11,1.0,0,2.0,4.0,4.0,3.0,3.0
469,7313,2,132471.0,1117630,6,1.0,0,2.0,4.0,2.0,2.0,2.0
470,7303,7,103392.0,1117630,10,1.0,1,1.0,3.0,2.0,1.0,2.0
471,7301,2,114269.7,1117630,13,1.0,0,0.0,4.0,2.0,0.0,2.0
472,7303,2,32310.0,1117630,10,7.0,0,,4.0,2.0,1.0,3.0
473,7310,1,37695.0,1117630,7,4.0,0,,4.0,3.0,1.0,2.0
474,7307,2,150780.0,1117630,15,1.0,0,0.0,4.0,2.0,0.0,2.0
475,7322,3,99514.8,1117630,12,1.0,0,3.0,4.0,3.0,3.0,2.0
476,7302,1,18201.3,1117630,5,6.0,0,,4.0,1.0,0.0,2.0
477,7310,2,117393.0,1117630,11,1.0,0,2.0,4.0,3.0,0.0,2.0
478,7315,2,107193.81,1117630,12,1.0,0,2.0,4.0,2.0,2.0,2.0
479,7315,1,26601.899999999998,1117630,14,6.0,0,,4.0,1.0,0.0,2.0
480,7308,4,354333.0,1117630,14,1.0,1,2.0,2.0,4.0,2.0,2.0
481,7316,1,266772.89999999997,1117630,20,6.0,0,,4.0,1.0,1.0,9.0
482,7310,2,119547.0,1117630,12,1.0,0,1.0,4.0,2.0,1.0,2.0
483,7321,3,4523.4,1117630,11,3.0,1,0.0,2.0,1.0,0.0,3.0
484,7304,1,116316.0,1117630,47,6.0,0,,4.0,1.0,1.0,3.0
485,7321,2,17016.6,1117630,12,3.0,0,0.0,4.0,0.0,0.0,2.0
486,7303,2,48141.9,1117630,22,1.0,0,0.0,4.0,3.0,0.0,2.0
487,7302,2,113946.59999999999,1117630,2,2.0,1,0.0,2.0,2.0,0.0,1.0
488,7309,4,156165.0,1117630,13,3.0,1,1.0,1.0,2.0,2.0,6.0
489,7318,1,379534.8,1117630,13,4.0,0,,4.0,0.0,0.0,8.0
490,7319,4,135702.0,1117630,48,2.0,1,1.0,3.0,5.0,2.0,2.0
491,7321,5,19386.0,1117630,9,2.0,1,1.0,3.0,1.0,1.0,7.0
492,7316,2,41033.7,1117630,11,2.0,0,0.0,4.0,1.0,0.0,6.0
493,7317,4,145395.0,1117630,14,1.0,1,1.0,1.0,2.0,1.0,2.0
494,7309,3,140010.0,1117630,36,1.0,1,2.0,2.0,2.0,2.0,2.0
495,7310,2,376950.0,1117630,11,1.0,0,2.0,4.0,3.0,2.0,2.0
496,7302,2,70005.0,1117630,5,1.0,0,0.0,4.0,2.0,0.0,2.0
497,7307,4,57081.0,1117630,22,1.0,1,1.0,2.0,5.0,1.0,2.0
498,7306,3,96930.0,1117630,11,3.0,0,2.0,4.0,2.0,2.0,3.0
499,7307,1,19386.0,1117630,65,4.0,0,,4.0,1.0,0.0,5.0
500,7309,3,58911.899999999994,1117630,66,1.0,0,2.0,4.0,3.0,2.0,3.0
501,7310,1,80775.0,1117630,19,6.0,0,,4.0,2.0,1.0,3.0
502,7313,3,242325.0,1117630,8,1.0,0,3.0,4.0,4.0,3.0,2.0
503,7302,2,70435.8,1117630,19,1.0,0,0.0,4.0,3.0,0.0,2.0
504,7314,1,53850.0,1117630,16,4.0,0,,4.0,1.0,1.0,2.0
505,7311,4,384489.0,1117630,22,1.0,1,2.0,2.0,3.0,2.0,2.0
506,7314,4,33387.0,1117630,15,3.0,0,1.0,4.0,3.0,2.0,2.0
507,7322,5,93914.4,1117630,13,1.0,0,3.0,4.0,4.0,4.0,1.0
508,7315,2,132471.0,1117630,12,5.0,0,,4.0,2.0,2.0,2.0
509,7317,6,45234.0,1117630,14,1.0,1,2.0,3.0,4.0,2.0,2.0
510,7322,5,129886.2,1117630,13,1.0,1,2.0,2.0,3.0,2.0,2.0
511,7315,1,140010.0,1117630,23,6.0,0,,4.0,1.0,1.0,8.0
512,7310,2,243186.59999999998,1117630,17,1.0,0,0.0,4.0,3.0,0.0,2.0
513,7304,5,430800.0,1117630,30,1.0,1,2.0,3.0,3.0,2.0,2.0
514,7301,2,136455.9,1117630,26,1.0,0,2.0,4.0,3.0,2.0,2.0
515,7313,3,21216.899999999998,1117630,18,1.0,0,2.0,4.0,2.0,0.0,3.0
516,7313,4,40926.0,1117630,16,1.0,1,2.0,2.0,1.0,1.0,9.0
517,7310,6,156165.0,1117630,39,1.0,1,1.0,2.0,3.0,0.0,2.0
518,7312,4,87237.0,1117630,38,1.0,0,2.0,4.0,2.0,2.0,9.0
519,7302,1,258480.0,1117630,44,4.0,0,,4.0,3.0,1.0,2.0
520,7314,2,204630.0,1117630,25,1.0,0,2.0,4.0,2.0,2.0,2.0
521,7322,1,25848.0,1117630,26,4.0,0,,4.0,1.0,1.0,7.0
522,7322,1,44372.4,1117630,18,4.0,0,,4.0,1.0,0.0,2.0
523,7317,4,129670.79999999999,1117630,17,3.0,0,3.0,4.0,2.0,2.0,2.0
524,7310,3,64081.5,1117630,76,3.0,1,2.0,1.0,2.0,2.0,3.0
525,7313,3,21001.5,1117630,25,1.0,0,1.0,4.0,0.0,1.0,8.0
526,7319,4,140010.0,1117630,11,1.0,1,2.0,3.0,2.0,2.0,2.0
527,7311,2,118868.48999999999,1117630,17,1.0,0,1.0,4.0,2.0,0.0,2.0
528,7304,1,43510.799999999996,1117630,13,4.0,0,,4.0,0.0,1.0,2.0
529,7303,3,113085.0,1117630,12,1.0,0,3.0,4.0,2.0,3.0,2.0
530,7313,3,81744.3,1117630,13,3.0,0,1.0,4.0,1.0,0.0,1.0
531,7321,4,13354.8,1117630,17,3.0,1,2.0,2.0,1.0,2.0,1.0
532,7306,3,177920.4,1117630,8,2.0,0,3.0,4.0,3.0,2.0,2.0
533,7318,3,26386.5,1117630,31,3.0,1,2.0,2.0,1.0,2.0,2.0
534,7322,4,157866.66,1117630,14,1.0,1,3.0,2.0,0.0,3.0,2.0
535,7302,1,70005.0,1117630,71,4.0,0,,4.0,1.0,1.0,2.0
536,7315,3,100914.9,1117630,12,1.0,1,0.0,2.0,1.0,0.0,2.0
537,7309,5,30694.5,1117630,48,1.0,1,1.0,1.0,2.0,1.0,2.0
538,7316,1,140010.0,1117630,14,6.0,0,,4.0,1.0,1.0,9.0
539,7313,1,129240.0,1117630,26,4.0,0,,4.0,1.0,1.0,7.0
540,7322,2,105546.0,1117630,9,5.0,0,,4.0,1.0,1.0,2.0
541,7314,2,16801.2,1117630,14,1.0,0,0.0,4.0,2.0,0.0,2.0
542,7316,1,96930.0,1117630,11,6.0,0,,4.0,1.0,1.0,7.0
543,7315,3,159719.1,1117630,19,1.0,0,2.0,4.0,2.0,2.0,2.0
544,7320,1,398490.0,1117630,12,4.0,0,,4.0,1.0,0.0,3.0
545,7306,5,50619.0,1117630,31,1.0,1,3.0,2.0,4.0,3.0,3.0
546,7305,3,1830.8999999999999,1117630,53,1.0,1,1.0,1.0,2.0,1.0,8.0
547,7307,2,70005.0,1117630,12,1.0,0,0.0,4.0,2.0,0.0,2.0
548,7313,2,39418.2,1117630,20,2.0,0,1.0,4.0,4.0,1.0,2.0
549,7318,1,107161.5,1117630,18,6.0,0,,4.0,1.0,0.0,2.0
550,7301,2,67851.0,1117630,20,1.0,0,0.0,4.0,2.0,0.0,2.0
551,7308,2,113838.9,1117630,15,1.0,0,2.0,4.0,0.0,2.0,7.0
552,7301,2,28002.0,1117630,13,1.0,0,2.0,4.0,2.0,1.0,3.0
553,7316,2,113085.0,1117630,36,7.0,0,,4.0,1.0,2.0,2.0
554,7302,3,400428.6,1117630,2,3.0,1,0.0,2.0,3.0,0.0,2.0
555,7317,1,54927.0,1117630,12,6.0,0,,4.0,1.0,1.0,7.0
556,7319,2,43187.7,1117630,11,1.0,0,1.0,4.0,2.0,1.0,2.0
557,7302,2,43726.2,1117630,4,5.0,0,,4.0,6.0,0.0,2.0
558,7322,2,103499.7,1117630,8,1.0,0,0.0,4.0,5.0,0.0,2.0
559,7316,1,174904.8,1117630,53,4.0,0,,4.0,1.0,1.0,8.0
560,7307,1,13462.5,1117630,5,4.0,0,,4.0,2.0,0.0,2.0
561,7308,4,247710.0,1117630,21,1.0,1,2.0,3.0,2.0,2.0,2.0
562,7321,2,39849.0,1117630,14,1.0,0,1.0,4.0,0.0,1.0,9.0
563,7313,3,16155.0,1117630,14,3.0,1,1.0,2.0,1.0,1.0,9.0
564,7318,3,114689.73,1117630,7,1.0,0,3.0,4.0,4.0,2.0,2.0
565,7306,3,80775.0,1117630,11,1.0,0,2.0,4.0,3.0,2.0,2.0
566,7322,3,135271.19999999998,1117630,20,1.0,0,1.0,4.0,2.0,1.0,2.0
567,7311,1,25848.0,1117630,83,6.0,0,,4.0,1.0,0.0,2.0
568,7305,4,53850.0,1117630,11,1.0,1,2.0,3.0,2.0,2.0,5.0
569,7301,5,131070.9,1117630,32,1.0,1,3.0,2.0,2.0,3.0,2.0
570,7319,2,41895.299999999996,1117630,19,7.0,0,,4.0,3.0,1.0,2.0
571,7316,1,25632.6,1117630,12,6.0,0,,4.0,1.0,0.0,6.0
572,7306,2,105115.2,1117630,9,1.0,0,1.0,4.0,3.0,0.0,2.0
573,7309,3,228324.0,1117630,12,1.0,0,1.0,4.0,2.0,0.0,2.0
574,7303,2,102315.0,1117630,17,2.0,1,1.0,2.0,1.0,1.0,2.0
575,7319,2,43080.0,1117630,33,3.0,0,2.0,4.0,2.0,2.0,2.0
576,7311,2,163704.0,1117630,7,1.0,0,2.0,4.0,3.0,2.0,2.0
577,7319,1,22509.3,1117630,13,4.0,0,,4.0,3.0,0.0,2.0
578,7307,1,66569.37,1117630,7,6.0,0,,4.0,1.0,0.0,2.0
579,7304,2,100161.0,1117630,15,7.0,0,,4.0,2.0,2.0,5.0
580,7301,1,25094.1,1117630,28,4.0,0,,4.0,1.0,0.0,3.0
581,7306,3,113085.0,1117630,11,1.0,1,2.0,2.0,2.0,2.0,2.0
582,7301,2,93699.0,1117630,12,7.0,0,,4.0,2.0,2.0,3.0
583,7321,2,60527.399999999994,1117630,12,1.0,0,0.0,4.0,4.0,0.0,2.0
584,7314,3,306945.0,1117630,13,1.0,0,2.0,4.0,0.0,2.0,2.0
585,7321,2,32310.0,1117630,36,3.0,1,0.0,1.0,0.0,0.0,9.0
586,7308,3,150780.0,1117630,16,1.0,1,2.0,2.0,2.0,2.0,3.0
587,7316,2,78297.9,1117630,22,1.0,0,2.0,4.0,1.0,2.0,9.0
588,7302,2,3392.5499999999997,1117630,4,1.0,0,0.0,4.0,2.0,0.0,1.0
589,7315,2,202691.4,1117630,10,1.0,0,1.0,4.0,2.0,1.0,3.0
590,7319,5,258803.09999999998,1117630,8,1.0,1,2.0,2.0,3.0,3.0,2.0
591,7308,2,115239.0,1117630,12,1.0,0,0.0,4.0,2.0,0.0,2.0
592,7314,2,99730.2,1117630,18,1.0,0,1.0,4.0,3.0,1.0,2.0
593,7304,2,96606.9,1117630,14,1.0,0,0.0,4.0,2.0,0.0,3.0
594,7318,4,9046.8,1117630,31,3.0,1,0.0,3.0,1.0,0.0,8.0
595,7303,3,86170.76999999999,1117630,29,3.0,0,3.0,4.0,2.0,3.0,2.0
596,7316,1,52665.299999999996,1117630,24,6.0,0,,4.0,2.0,0.0,5.0
597,7305,3,9434.52,1117630,18,1.0,0,2.0,4.0,2.0,2.0,2.0
598,7305,4,32310.0,1117630,18,1.0,1,1.0,3.0,2.0,1.0,2.0
599,7319,2,64620.0,1117630,12,2.0,1,1.0,2.0,2.0,1.0,2.0
600,7314,2,617121.0,1117630,20,1.0,0,1.0,4.0,2.0,1.0,2.0
601,7308,3,180936.0,1117630,23,1.0,1,2.0,2.0,2.0,2.0,2.0
602,7307,2,44372.4,1117630,11,1.0,0,0.0,4.0,2.0,0.0,2.0
603,7309,1,107700.0,1117630,21,4.0,0,,4.0,1.0,1.0,6.0
604,7306,3,83898.3,1117630,11,3.0,0,1.0,4.0,2.0,1.0,2.0
605,7309,2,191275.19999999998,1117630,13,1.0,0,0.0,4.0,2.0,0.0,2.0
606,7315,7,78190.2,1117630,35,3.0,1,3.0,2.0,3.0,4.0,2.0
607,7305,4,175012.5,1117630,22,1.0,1,2.0,2.0,3.0,2.0,2.0
608,7319,4,130855.5,1117630,18,1.0,1,1.0,2.0,2.0,1.0,2.0
609,7305,4,170166.0,1117630,20,1.0,1,2.0,3.0,2.0,2.0,3.0
610,7310,1,25955.7,1117630,23,4.0,0,,4.0,0.0,0.0,9.0
611,7316,1,73236.0,1117630,57,6.0,0,,4.0,1.0,1.0,9.0
612,7320,2,68712.59999999999,1117630,13,3.0,0,1.0,4.0,2.0,1.0,2.0
613,7311,3,94991.4,1117630,11,1.0,0,3.0,4.0,2.0,2.0,2.0
614,7307,1,24340.2,1117630,19,6.0,0,,4.0,1.0,0.0,2.0
615,7317,4,52773.0,1117630,11,1.0,1,2.0,2.0,2.0,2.0,9.0
616,7322,3,75390.0,1117630,23,1.0,0,2.0,4.0,1.0,1.0,6.0
617,7303,3,96930.0,1117630,13,3.0,0,2.0,4.0,0.0,2.0,7.0
618,7310,3,162627.0,1117630,55,5.0,0,,4.0,3.0,3.0,2.0
619,7315,2,46203.299999999996,1117630,10,1.0,0,2.0,4.0,2.0,2.0,9.0
620,7301,2,173397.0,1117630,22,1.0,0,1.0,4.0,2.0,1.0,2.0
621,7312,2,53957.7,1117630,21,5.0,0,,4.0,2.0,0.0,2.0
622,7319,5,269250.0,1117630,22,1.0,1,1.0,2.0,2.0,1.0,2.0
623,7313,4,123316.5,1117630,21,1.0,1,1.0,2.0,1.0,1.0,7.0
624,7314,3,177920.4,1117630,18,1.0,1,2.0,1.0,2.0,2.0,2.0
625,7314,2,79051.8,1117630,11,1.0,0,0.0,4.0,2.0,0.0,2.0
626,7319,1,66774.0,1117630,12,4.0,0,,4.0,1.0,1.0,2.0
627,7309,2,95637.59999999999,1117630,24,1.0,0,0.0,4.0,1.0,0.0,8.0
628,7320,3,176628.0,1117630,47,1.0,0,3.0,4.0,3.0,3.0,2.0
629,7317,1,59235.0,1117630,41,4.0,0,,4.0,1.0,1.0,7.0
630,7314,1,2800.2,1117630,46,6.0,0,,4.0,0.0,0.0,6.0
631,7302,2,65050.799999999996,1117630,12,1.0,0,0.0,4.0,1.0,0.0,2.0
632,7320,2,224877.59999999998,1117630,8,3.0,0,1.0,4.0,1.0,1.0,2.0
633,7315,2,124608.9,1117630,12,1.0,0,1.0,4.0,2.0,1.0,2.0
634,7312,2,193860.0,1117630,16,1.0,0,0.0,4.0,2.0,0.0,2.0
635,7307,3,80775.0,1117630,36,2.0,1,1.0,3.0,6.0,1.0,2.0
636,7307,1,43618.5,1117630,21,4.0,0,,4.0,1.0,0.0,1.0
637,7317,2,71534.34,1117630,16,1.0,0,2.0,4.0,1.0,2.0,6.0
638,7310,2,626275.5,1117630,13,1.0,0,1.0,4.0,2.0,1.0,9.0
639,7322,4,145395.0,1117630,17,1.0,1,2.0,1.0,2.0,2.0,2.0
640,7314,4,220785.0,1117630,47,1.0,1,2.0,2.0,2.0,2.0,2.0
