SERIALNO,HHID,PUMA,NP,HHADJINC,WGTP,HHT,GQ_type,BLD,HUPAC
2019HU0137595,25854,7321,3,142164.0,60,7.0,0,2.0,4.0
2019HU0137615,25855,7303,3,184059.3,9,1.0,0,2.0,4.0
2019HU0137671,25856,7317,1,53850.0,14,6.0,0,2.0,4.0
2019HU0137797,25857,7307,2,273881.1,21,1.0,0,2.0,4.0
2019HU0138183,25858,7301,5,357994.8,16,1.0,0,2.0,4.0
2019HU0138230,25859,7313,2,219277.19999999998,11,1.0,0,2.0,4.0
2019HU0138806,25860,7319,2,204630.0,26,1.0,0,2.0,4.0
2019HU0138968,25861,7304,2,290790.0,19,1.0,0,2.0,4.0
2019HU0139396,25862,7301,4,141840.9,18,3.0,0,2.0,4.0
2019HU0139595,25863,7305,2,53526.9,18,3.0,0,6.0,4.0
2019HU0139763,25864,7321,1,34033.2,18,6.0,0,3.0,4.0
2019HU0139802,25865,7308,3,130747.79999999999,19,1.0,0,3.0,4.0
2019HU0139824,25866,7301,1,3338.7,9,6.0,0,3.0,4.0
2019HU0139826,25867,7301,2,137856.0,19,1.0,0,2.0,4.0
2019HU0140177,25868,7305,7,102853.5,15,1.0,0,2.0,3.0
2019HU0140192,25869,7306,3,214969.19999999998,8,5.0,0,2.0,4.0
2019HU0140304,25870,7318,2,73020.59999999999,12,1.0,0,2.0,4.0
2019HU0140421,25871,7319,4,310391.39999999997,56,5.0,0,2.0,4.0
2019HU0140509,25872,7302,4,8831.4,3,3.0,0,2.0,3.0
2019HU0140748,25873,7311,2,90468.0,7,1.0,0,2.0,4.0
2019HU0140847,25874,7308,5,140010.0,22,1.0,0,2.0,3.0
2019HU0141113,25875,7320,2,142594.8,14,1.0,0,2.0,4.0
2019HU0141361,25876,7321,5,140656.19999999998,7,1.0,0,3.0,4.0
2019HU0141435,25877,7312,1,53850.0,11,6.0,0,5.0,4.0
2019HU0141458,25878,7310,1,130317.0,9,4.0,0,2.0,4.0
2019HU0141537,25879,7315,2,14184.09,15,1.0,0,2.0,4.0
2019HU0141558,25880,7303,1,36682.619999999995,18,6.0,0,9.0,4.0
2019HU0141573,25881,7321,1,26925.0,5,6.0,0,9.0,4.0
2019HU0141725,25882,7302,3,274635.0,13,1.0,0,2.0,4.0
2019HU0141769,25883,7311,1,107700.0,12,6.0,0,2.0,4.0
2019HU0142043,25884,7304,2,126009.0,11,1.0,0,2.0,4.0
2019HU0142227,25885,7314,3,43080.0,32,2.0,0,6.0,3.0
2019HU0142324,25886,7322,4,113085.0,15,1.0,0,2.0,1.0
2019HU0142570,25887,7313,6,225631.5,10,1.0,0,2.0,2.0
2019HU0142818,25888,7313,3,204953.1,11,1.0,0,2.0,4.0
2019HU0142948,25889,7311,2,280020.0,19,1.0,0,2.0,4.0
2019HU0143073,25890,7317,2,27678.899999999998,23,1.0,0,9.0,4.0
2019HU0143111,25891,7314,3,51932.939999999995,8,1.0,0,3.0,1.0
2019HU0143226,25892,7305,4,28325.1,9,3.0,0,9.0,4.0
2019HU0143463,25893,7317,2,19386.0,40,1.0,0,2.0,4.0
2019HU0143598,25894,7310,2,109854.0,7,1.0,0,2.0,4.0
2019HU0143609,25895,7313,2,49542.0,27,3.0,0,9.0,2.0
2019HU0144390,25896,7303,1,26171.1,13,6.0,0,2.0,4.0
2019HU0144494,25897,7321,3,23694.0,31,1.0,0,1.0,1.0
2019HU0144522,25898,7310,3,238986.3,10,1.0,0,2.0,2.0
2019HU0144561,25899,7304,2,62358.299999999996,22,1.0,0,2.0,4.0
2019HU0144652,25900,7310,2,137856.0,20,1.0,0,4.0,4.0
2019HU0144930,25901,7316,2,71082.0,21,1.0,0,9.0,4.0
2019HU0144995,25902,7309,2,636399.2999999999,16,1.0,0,2.0,4.0
2019HU0145114,25903,7316,2,182013.0,13,7.0,0,6.0,4.0
2019HU0145321,25904,7319,7,203876.1,11,1.0,0,2.0,2.0
2019HU0145371,25905,7306,6,6892.799999999999,18,2.0,0,5.0,3.0
2019HU0145421,25906,7307,4,0.0,16,3.0,0,2.0,3.0
2019HU0145523,25907,7315,3,107700.0,34,2.0,0,3.0,2.0
2019HU0145740,25908,7321,2,56111.7,22,2.0,0,7.0,4.0
2019HU0145772,25909,7301,2,90468.0,17,1.0,0,2.0,4.0
2019HU0145825,25910,7313,3,67851.0,8,3.0,0,9.0,2.0
2019HU0145902,25911,7313,4,63435.299999999996,17,3.0,0,3.0,2.0
2019HU0145954,25912,7309,3,112331.09999999999,21,3.0,0,3.0,2.0
2019HU0146223,25913,7312,2,129240.0,15,2.0,0,6.0,4.0
2019HU0146377,25914,7301,2,35756.4,16,3.0,0,2.0,4.0
2019HU0146449,25915,7304,1,81636.59999999999,11,6.0,0,8.0,4.0
2019HU0146722,25916,7301,4,122454.9,22,5.0,0,2.0,4.0
2019HU0146896,25917,7308,2,58265.7,23,1.0,0,2.0,4.0
2019HU0147312,25918,7309,4,1231011.0,25,1.0,0,2.0,1.0
2019HU0147585,25919,7312,2,0.0,16,1.0,0,2.0,4.0
2019HU0147979,25920,7311,2,183090.0,18,1.0,0,2.0,4.0
2019HU0148105,25921,7318,4,94776.0,25,2.0,0,5.0,2.0
2019HU0148936,25922,7319,7,238663.19999999998,12,1.0,0,2.0,1.0
2019HU0148971,25923,7317,2,31771.5,11,7.0,0,2.0,4.0
2019HU0149223,25924,7316,1,30586.8,76,4.0,0,9.0,4.0
2019HU0149538,25925,7316,1,91545.0,33,4.0,0,7.0,4.0
2019HU0149605,25926,7318,4,107700.0,36,1.0,0,2.0,2.0
2019HU0149622,25927,7309,2,12493.199999999999,33,3.0,0,9.0,2.0
2019HU0149690,25928,7309,2,0.0,42,3.0,0,8.0,2.0
2019HU0150024,25929,7319,4,154872.6,74,2.0,0,8.0,4.0
2019HU0150028,25930,7309,4,371349.6,11,1.0,0,2.0,1.0
2019HU0150055,25931,7320,1,42649.2,21,6.0,0,1.0,4.0
2019HU0150186,25932,7320,6,131394.0,14,3.0,0,2.0,4.0
2019HU0150224,25933,7305,4,123855.0,13,1.0,0,3.0,2.0
2019HU0150381,25934,7314,3,151641.6,13,3.0,0,9.0,4.0
2019HU0150470,25935,7322,2,40947.54,17,3.0,0,2.0,4.0
2019HU0150582,25936,7308,1,40926.0,12,6.0,0,2.0,4.0
2019HU0150729,25937,7315,2,77544.0,26,2.0,0,8.0,2.0
2019HU0150871,25938,7320,4,666663.0,81,1.0,0,2.0,2.0
2019HU0150883,25939,7307,5,78082.5,11,1.0,0,2.0,3.0
2019HU0151076,25940,7316,6,125793.59999999999,31,7.0,0,1.0,4.0
2019HU0151086,25941,7306,3,107700.0,13,5.0,0,9.0,4.0
2019HU0151346,25942,7308,1,78200.97,21,6.0,0,6.0,4.0
2019HU0151410,25943,7308,2,60312.0,24,3.0,0,7.0,4.0
2019HU0151692,25944,7304,2,88098.59999999999,38,5.0,0,2.0,4.0
2019HU0151819,25945,7308,4,207968.69999999998,23,1.0,0,2.0,3.0
2019HU0151831,25946,7313,3,120624.0,6,1.0,0,2.0,2.0
2019HU0151974,25947,7304,2,49757.4,22,1.0,0,2.0,4.0
2019HU0152424,25948,7321,2,75066.9,12,3.0,0,2.0,4.0
2019HU0152580,25949,7310,1,77544.0,32,6.0,0,9.0,4.0
2019HU0152590,25950,7313,3,140010.0,21,1.0,0,6.0,1.0
2019HU0152670,25951,7308,5,62358.299999999996,15,1.0,0,2.0,1.0
2019HU0152706,25952,7308,2,118470.0,36,1.0,0,2.0,4.0
2019HU0152716,25953,7321,2,102315.0,7,5.0,0,2.0,4.0
2019HU0152814,25954,7303,3,127193.7,8,2.0,0,2.0,4.0
2019HU0152820,25955,7316,3,70005.0,14,1.0,0,5.0,1.0
2019HU0152956,25956,7303,3,687664.5,13,1.0,0,2.0,4.0
2019HU0153036,25957,7304,3,115669.79999999999,13,3.0,0,1.0,4.0
2019HU0153238,25958,7317,1,101238.0,12,4.0,0,2.0,4.0
2019HU0153307,25959,7312,2,41356.799999999996,32,1.0,0,2.0,4.0
2019HU0153403,25960,7307,2,172320.0,9,1.0,0,2.0,4.0
2019HU0153573,25961,7321,3,75174.59999999999,14,1.0,0,5.0,4.0
2019HU0153581,25962,7321,6,68820.3,11,1.0,0,8.0,2.0
2019HU0153591,25963,7312,3,74313.0,8,1.0,0,2.0,2.0
2019HU0153787,25964,7301,2,241248.0,16,1.0,0,2.0,4.0
2019HU0153835,25965,7315,5,75390.0,79,2.0,0,2.0,1.0
2019HU0153890,25966,7309,2,148626.0,32,7.0,0,2.0,4.0
2019HU0153987,25967,7301,1,51911.4,18,4.0,0,3.0,4.0
2019HU0154159,25968,7306,3,93699.0,14,1.0,0,2.0,4.0
2019HU0154613,25969,7313,1,38341.2,79,4.0,0,9.0,4.0
2019HU0154648,25970,7321,3,142164.0,12,1.0,0,9.0,4.0
2019HU0154786,25971,7314,2,170058.3,22,1.0,0,3.0,4.0
2019HU0154813,25972,7314,3,184167.0,13,1.0,0,2.0,1.0
2019HU0155014,25973,7301,3,121701.0,13,1.0,0,2.0,4.0
2019HU0155063,25974,7319,2,70005.0,38,5.0,0,2.0,4.0
2019HU0155131,25975,7321,3,45234.0,7,1.0,0,2.0,1.0
2019HU0155140,25976,7304,2,230693.4,22,1.0,0,2.0,4.0
2019HU0155179,25977,7321,2,26461.89,11,3.0,0,3.0,4.0
2019HU0155287,25978,7320,1,95745.3,13,6.0,0,2.0,4.0
2019HU0155299,25979,7306,1,95422.2,8,4.0,0,2.0,4.0
2019HU0155354,25980,7302,1,26925.0,4,4.0,0,1.0,4.0
2019HU0155386,25981,7317,5,29940.6,61,3.0,0,6.0,2.0
2019HU0155404,25982,7303,1,40926.0,23,6.0,0,8.0,4.0
2019HU0155433,25983,7310,2,776517.0,17,1.0,0,2.0,4.0
2019HU0155682,25984,7316,1,91545.0,24,6.0,0,5.0,4.0
2019HU0155732,25985,7318,2,22724.7,6,1.0,0,2.0,4.0
2019HU0156046,25986,7315,1,23263.2,19,6.0,0,3.0,4.0
2019HU0156129,25987,7321,4,96930.0,14,3.0,0,9.0,2.0
2019HU0156154,25988,7303,5,133009.5,17,1.0,0,6.0,1.0
2019HU0156266,25989,7314,2,107700.0,55,1.0,0,5.0,4.0
2019HU0156300,25990,7305,3,117823.79999999999,17,1.0,0,2.0,4.0
2019HU0156440,25991,7322,1,77544.0,13,4.0,0,9.0,4.0
2019HU0156457,25992,7302,2,78513.3,20,3.0,0,2.0,4.0
2019HU0156535,25993,7301,6,107700.0,12,1.0,0,2.0,3.0
2019HU0156586,25994,7316,1,241463.4,36,4.0,0,9.0,4.0
2019HU0156730,25995,7316,5,128701.5,18,2.0,0,2.0,2.0
2019HU0156773,25996,7317,2,17565.87,11,1.0,0,7.0,4.0
2019HU0157091,25997,7310,1,102315.0,5,6.0,0,2.0,4.0
2019HU0157132,25998,7312,5,19386.0,24,1.0,0,9.0,3.0
2019HU0157406,25999,7301,3,102315.0,15,2.0,0,2.0,2.0
2019HU0157416,26000,7307,2,26386.5,21,1.0,0,8.0,4.0
2019HU0157744,26001,7316,1,38987.4,34,4.0,0,9.0,4.0
2019HU0157818,26002,7322,1,23694.0,15,6.0,0,2.0,4.0
2019HU0158401,26003,7322,2,64620.0,12,1.0,0,2.0,4.0
2019HU0158593,26004,7316,1,24771.0,80,4.0,0,7.0,4.0
2019HU0158997,26005,7304,3,14001.0,12,3.0,0,7.0,2.0
2019HU0159054,26006,7316,4,35874.869999999995,18,3.0,0,2.0,2.0
2019HU0159145,26007,7301,3,81205.8,48,1.0,0,3.0,1.0
2019HU0159269,26008,7315,4,192459.9,24,1.0,0,2.0,2.0
2019HU0159347,26009,7313,2,48465.0,17,2.0,0,9.0,4.0
2019HU0159435,26010,7304,3,104899.8,22,3.0,0,2.0,4.0
2019HU0159470,26011,7308,2,59773.5,19,3.0,0,2.0,4.0
2019HU0159642,26012,7304,1,5385.0,14,4.0,0,3.0,4.0
2019HU0159668,26013,7314,2,154011.0,12,7.0,0,2.0,4.0
2019HU0159669,26014,7314,1,33387.0,16,6.0,0,3.0,4.0
2019HU0159936,26015,7305,2,60635.1,23,5.0,0,2.0,4.0
2019HU0159977,26016,7312,3,53850.0,7,3.0,0,2.0,1.0
2019HU0160152,26017,7313,2,94129.8,20,1.0,0,2.0,4.0
2019HU0160288,26018,7308,2,30694.5,13,1.0,0,2.0,4.0
2019HU0160735,26019,7316,5,37910.4,11,3.0,0,2.0,2.0
2019HU0160973,26020,7312,1,385673.7,13,4.0,0,2.0,4.0
2019HU0161250,26021,7315,2,31448.399999999998,34,7.0,0,9.0,4.0
2019HU0161563,26022,7309,2,48465.0,10,3.0,0,6.0,4.0
2019HU0161571,26023,7317,1,45234.0,22,6.0,0,8.0,4.0
2019HU0161637,26024,7305,3,382335.0,24,3.0,0,2.0,1.0
2019HU0161727,26025,7309,2,511790.39999999997,46,5.0,0,3.0,4.0
2019HU0161844,26026,7311,2,107592.3,17,1.0,0,2.0,4.0
2019HU0162042,26027,7307,2,53850.0,19,3.0,0,7.0,1.0
2019HU0162259,26028,7309,2,73429.86,32,1.0,0,2.0,4.0
2019HU0162290,26029,7309,3,183090.0,36,2.0,0,3.0,4.0
2019HU0162626,26030,7316,3,101991.9,74,1.0,0,5.0,1.0
2019HU0163246,26031,7321,1,16155.0,30,4.0,0,2.0,4.0
2019HU0163324,26032,7314,1,76036.2,40,6.0,0,2.0,4.0
2019HU0163426,26033,7312,2,134625.0,25,1.0,0,3.0,4.0
2019HU0163438,26034,7308,3,64835.399999999994,27,3.0,0,2.0,2.0
2019HU0163669,26035,7309,2,100053.3,21,1.0,0,2.0,4.0
2019HU0163755,26036,7301,2,52773.0,13,5.0,0,4.0,4.0
2019HU0163859,26037,7302,4,154657.19999999998,21,2.0,0,2.0,2.0
2019HU0163868,26038,7318,3,133332.6,12,1.0,0,2.0,4.0
2019HU0163885,26039,7307,4,1138389.0,9,1.0,0,2.0,2.0
2019HU0164067,26040,7317,3,643281.33,9,5.0,0,8.0,4.0
2019HU0164253,26041,7319,6,129240.0,16,1.0,0,2.0,3.0
2019HU0164320,26042,7315,4,142810.19999999998,19,1.0,0,2.0,2.0
2019HU0164330,26043,7305,4,570810.0,13,5.0,0,2.0,4.0
2019HU0164524,26044,7301,1,22617.0,17,6.0,0,1.0,4.0
2019HU0164541,26045,7307,2,606351.0,22,1.0,0,7.0,4.0
2019HU0165093,26046,7318,2,77544.0,11,3.0,0,3.0,2.0
2019HU0165487,26047,7316,3,60958.2,23,3.0,0,6.0,1.0
2019HU0165691,26048,7310,3,150780.0,23,3.0,0,5.0,4.0
2019HU0165717,26049,7320,5,118470.0,21,1.0,0,2.0,2.0
2019HU0165723,26050,7312,5,109530.9,7,1.0,0,2.0,1.0
2019HU0166227,26051,7306,3,244155.9,11,1.0,0,2.0,4.0
2019HU0166509,26052,7317,3,53979.24,29,2.0,0,8.0,3.0
2019HU0166521,26053,7303,4,61389.0,14,1.0,0,7.0,2.0
2019HU0166871,26054,7316,1,130101.59999999999,34,4.0,0,9.0,4.0
2019HU0166883,26055,7322,6,136132.8,34,1.0,0,2.0,2.0
2019HU0166901,26056,7311,2,190629.0,19,1.0,0,2.0,4.0
2019HU0166903,26057,7308,1,134840.4,14,4.0,0,3.0,4.0
2019HU0166910,26058,7318,1,39633.6,15,6.0,0,2.0,4.0
2019HU0167038,26059,7315,4,99353.25,61,1.0,0,2.0,4.0
2019HU0167247,26060,7316,2,199245.0,24,1.0,0,6.0,4.0
2019HU0167287,26061,7308,4,625586.22,16,1.0,0,9.0,2.0
2019HU0167707,26062,7312,4,375873.0,19,1.0,0,2.0,1.0
2019HU0167936,26063,7313,2,70005.0,19,1.0,0,9.0,4.0
2019HU0168405,26064,7310,1,140031.54,10,4.0,0,3.0,4.0
2019HU0168449,26065,7307,2,90144.9,20,1.0,0,3.0,4.0
2019HU0168539,26066,7301,1,16801.2,21,4.0,0,2.0,4.0
2019HU0168569,26067,7304,2,110607.9,17,1.0,0,2.0,4.0
2019HU0168601,26068,7316,2,273838.01999999996,11,1.0,0,2.0,4.0
2019HU0168739,26069,7319,3,44157.0,12,1.0,0,2.0,4.0
2019HU0168858,26070,7315,1,86160.0,89,6.0,0,9.0,4.0
2019HU0169484,26071,7302,2,24555.6,39,1.0,0,1.0,4.0
2019HU0169548,26072,7304,2,121701.0,11,5.0,0,5.0,4.0
2019HU0169569,26073,7316,3,134732.69999999998,27,1.0,0,2.0,1.0
2019HU0169596,26074,7307,2,39849.0,45,1.0,0,2.0,4.0
2019HU0169683,26075,7309,3,46526.4,11,1.0,0,2.0,4.0
2019HU0169815,26076,7321,5,56004.0,16,1.0,0,9.0,2.0
2019HU0169834,26077,7308,1,20678.399999999998,12,6.0,0,2.0,4.0
2019HU0169911,26078,7317,4,538500.0,11,1.0,0,7.0,1.0
2019HU0170115,26079,7317,2,65050.799999999996,13,5.0,0,3.0,4.0
2019HU0170347,26080,7314,1,40926.0,17,6.0,0,8.0,4.0
2019HU0170440,26081,7303,2,10328.43,24,1.0,0,9.0,4.0
2019HU0170523,26082,7312,4,269250.0,12,1.0,0,2.0,3.0
2019HU0170606,26083,7315,2,263897.31,23,1.0,0,2.0,4.0
2019HU0170872,26084,7302,2,5385.0,22,1.0,0,2.0,4.0
2019HU0171095,26085,7306,2,0.0,39,1.0,0,9.0,4.0
2019HU0171161,26086,7319,2,141840.9,9,1.0,0,2.0,4.0
2019HU0171263,26087,7310,3,129240.0,6,1.0,0,3.0,2.0
2019HU0171310,26088,7321,2,92945.09999999999,13,3.0,0,8.0,4.0
2019HU0171469,26089,7301,1,75390.0,17,4.0,0,6.0,4.0
2019HU0171592,26090,7301,5,139471.5,6,3.0,0,2.0,4.0
2019HU0171650,26091,7315,3,269250.0,20,1.0,0,2.0,1.0
2019HU0171970,26092,7312,5,153149.4,28,1.0,0,5.0,2.0
2019HU0172096,26093,7313,1,66774.0,15,4.0,0,2.0,4.0
2019HU0172097,26094,7318,3,24771.0,23,2.0,0,2.0,2.0
2019HU0172230,26095,7315,4,112654.2,9,2.0,0,2.0,2.0
2019HU0172306,26096,7318,3,142810.19999999998,12,1.0,0,2.0,4.0
2019HU0172344,26097,7318,1,80775.0,72,4.0,0,6.0,4.0
2019HU0172400,26098,7317,1,58158.0,16,4.0,0,5.0,4.0
2019HU0172664,26099,7308,2,115885.2,22,1.0,0,2.0,4.0
2019HU0172924,26100,7320,4,187182.6,13,1.0,0,2.0,2.0
2019HU0173651,26101,7313,2,140871.6,14,5.0,0,2.0,4.0
2019HU0173693,26102,7301,2,280450.8,13,1.0,0,6.0,4.0
2019HU0173929,26103,7310,2,95853.0,22,2.0,0,9.0,4.0
2019HU0174014,26104,7308,4,190715.16,14,1.0,0,2.0,1.0
2019HU0174076,26105,7316,4,156165.0,23,1.0,0,2.0,1.0
2019HU0174109,26106,7314,1,94776.0,23,6.0,0,9.0,4.0
2019HU0174126,26107,7305,4,91545.0,24,1.0,0,6.0,2.0
2019HU0174186,26108,7304,3,92514.3,52,2.0,0,6.0,4.0
2019HU0174232,26109,7311,2,222400.5,24,3.0,0,6.0,4.0
2019HU0174718,26110,7303,4,96930.0,12,1.0,0,2.0,1.0
2019HU0174896,26111,7320,4,130317.0,23,1.0,0,3.0,4.0
2019HU0175055,26112,7316,1,12062.4,23,6.0,0,9.0,4.0
2019HU0175106,26113,7314,2,75605.4,12,1.0,0,1.0,4.0
2019HU0175128,26114,7301,2,68712.59999999999,11,7.0,0,2.0,4.0
2019HU0175152,26115,7313,1,26925.0,18,4.0,0,2.0,4.0
2019HU0175273,26116,7311,4,22617.0,19,1.0,0,5.0,2.0
2019HU0175290,26117,7315,2,129563.09999999999,18,1.0,0,2.0,4.0
2019HU0175369,26118,7318,3,66666.3,47,1.0,0,2.0,4.0
2019HU0175418,26119,7307,2,289174.5,21,1.0,0,2.0,4.0
2019HU0175433,26120,7317,2,66235.5,15,1.0,0,5.0,4.0
2019HU0175627,26121,7316,2,32310.0,15,3.0,0,3.0,4.0
2019HU0175790,26122,7306,1,28002.0,13,6.0,0,2.0,4.0
2019HU0175838,26123,7310,3,290800.76999999996,14,2.0,0,2.0,2.0
2019HU0175865,26124,7308,2,97360.8,12,1.0,0,3.0,4.0
2019HU0175967,26125,7314,2,126224.4,11,1.0,0,2.0,4.0
2019HU0176125,26126,7318,1,17447.399999999998,10,4.0,0,4.0,4.0
2019HU0176267,26127,7317,1,0.0,11,6.0,0,7.0,4.0
2019HU0176335,26128,7312,1,72212.84999999999,42,4.0,0,8.0,4.0
2019HU0176344,26129,7322,6,46957.2,29,1.0,0,7.0,2.0
2019HU0176373,26130,7317,1,19386.0,38,6.0,0,6.0,4.0
2019HU0176618,26131,7311,3,109854.0,23,2.0,0,2.0,2.0
2019HU0176975,26132,7320,4,216261.6,40,1.0,0,2.0,4.0
2019HU0177273,26133,7321,3,21540.0,11,1.0,0,2.0,4.0
2019HU0177430,26134,7310,4,226170.0,46,1.0,0,3.0,3.0
2019HU0177456,26135,7308,2,93699.0,18,1.0,0,2.0,4.0
2019HU0177476,26136,7308,1,84006.0,12,4.0,0,8.0,4.0
2019HU0177561,26137,7314,2,38179.65,11,2.0,0,2.0,2.0
2019HU0177597,26138,7307,2,42649.2,35,1.0,0,2.0,4.0
2019HU0177618,26139,7316,2,127872.20999999999,18,1.0,0,2.0,4.0
2019HU0177750,26140,7322,1,48368.07,19,4.0,0,2.0,4.0
2019HU0178461,26141,7307,5,71512.8,12,1.0,0,2.0,3.0
2019HU0178630,26142,7303,2,74313.0,17,7.0,0,2.0,4.0
2019HU0178808,26143,7314,2,63435.299999999996,58,1.0,0,2.0,4.0
2019HU0179054,26144,7301,2,86590.8,20,1.0,0,2.0,4.0
2019HU0179162,26145,7313,2,186751.8,11,1.0,0,3.0,4.0
2019HU0179180,26146,7321,5,33925.5,14,1.0,0,1.0,2.0
2019HU0179248,26147,7309,2,108023.09999999999,39,1.0,0,9.0,4.0
2019HU0179301,26148,7316,2,253095.0,34,1.0,0,9.0,4.0
2019HU0179834,26149,7308,4,138394.5,17,1.0,0,2.0,2.0
2019HU0179914,26150,7308,2,280020.0,16,1.0,0,7.0,4.0
2019HU0179920,26151,7302,2,87560.09999999999,26,1.0,0,2.0,4.0
2019HU0179927,26152,7310,2,71189.7,16,1.0,0,6.0,4.0
2019HU0180076,26153,7310,2,21970.8,8,2.0,0,3.0,4.0
2019HU0180148,26154,7307,2,732790.7999999999,10,1.0,0,2.0,4.0
2019HU0180289,26155,7314,2,112008.0,10,3.0,0,2.0,4.0
2019HU0180326,26156,7301,1,3554.1,6,6.0,0,2.0,4.0
2019HU0180379,26157,7302,1,25848.0,13,6.0,0,8.0,4.0
2019HU0180401,26158,7302,1,15831.9,10,6.0,0,2.0,4.0
2019HU0180419,26159,7302,2,123855.0,30,1.0,0,2.0,4.0
2019HU0180430,26160,7308,4,315884.1,12,1.0,0,2.0,3.0
2019HU0180439,26161,7304,3,149487.6,17,1.0,0,3.0,2.0
2019HU0180472,26162,7311,6,204630.0,29,1.0,0,3.0,3.0
2019HU0180501,26163,7302,1,193860.0,12,6.0,0,2.0,4.0
2019HU0180801,26164,7315,2,142379.4,25,1.0,0,9.0,4.0
2019HU0180885,26165,7309,4,668817.0,23,1.0,0,2.0,2.0
2019HU0180996,26166,7316,1,15616.5,33,6.0,0,6.0,4.0
2019HU0181158,26167,7316,1,101238.0,18,6.0,0,9.0,4.0
2019HU0181388,26168,7306,3,68174.09999999999,10,1.0,0,2.0,2.0
2019HU0181425,26169,7314,2,26925.0,17,1.0,0,2.0,4.0
2019HU0181538,26170,7319,2,18309.0,11,1.0,0,2.0,4.0
2019HU0181820,26171,7320,3,52449.9,26,1.0,0,2.0,4.0
2019HU0181952,26172,7314,5,64620.0,9,1.0,0,2.0,2.0
2019HU0182039,26173,7321,1,25201.8,9,4.0,0,8.0,4.0
2019HU0182384,26174,7303,1,137317.5,16,6.0,0,2.0,4.0
2019HU0182524,26175,7317,2,47388.0,9,1.0,0,2.0,4.0
2019HU0182638,26176,7302,2,12493.199999999999,8,1.0,0,1.0,4.0
2019HU0182671,26177,7313,2,204630.0,14,1.0,0,2.0,4.0
2019HU0182749,26178,7322,3,73666.8,12,1.0,0,2.0,4.0
2019HU0182893,26179,7308,1,378027.0,14,6.0,0,3.0,4.0
2019HU0182949,26180,7308,4,156165.0,24,1.0,0,3.0,1.0
2019HU0183165,26181,7301,6,231124.19999999998,16,1.0,0,2.0,1.0
2019HU0183197,26182,7319,2,80236.5,13,7.0,0,3.0,4.0
2019HU0183252,26183,7309,1,18309.0,29,6.0,0,3.0,4.0
2019HU0183418,26184,7309,4,50619.0,15,1.0,0,6.0,1.0
2019HU0183507,26185,7314,4,165890.31,13,1.0,0,2.0,3.0
2019HU0183644,26186,7322,4,84867.59999999999,11,1.0,0,2.0,4.0
2019HU0183922,26187,7306,4,144856.5,13,1.0,0,2.0,4.0
2019HU0184073,26188,7322,3,27571.199999999997,38,3.0,0,5.0,4.0
2019HU0184139,26189,7308,2,0.0,13,2.0,0,5.0,4.0
2019HU0184445,26190,7318,2,50188.2,15,3.0,0,9.0,4.0
2019HU0184604,26191,7315,2,193860.0,27,1.0,0,2.0,4.0
2019HU0184739,26192,7318,2,167581.19999999998,7,1.0,0,2.0,4.0
2019HU0184834,26193,7305,6,253095.0,42,1.0,0,2.0,2.0
2019HU0184980,26194,7307,4,80828.84999999999,8,1.0,0,2.0,1.0
2019HU0185043,26195,7319,4,344640.0,19,1.0,0,5.0,3.0
2019HU0185284,26196,7303,1,62466.0,19,4.0,0,1.0,4.0
2019HU0185551,26197,7316,2,58804.2,57,1.0,0,3.0,4.0
2019HU0185580,26198,7310,2,163704.0,12,5.0,0,5.0,4.0
2019HU0185642,26199,7317,3,6462.0,14,3.0,0,6.0,1.0
2019HU0185653,26200,7321,4,100268.7,29,1.0,0,2.0,2.0
2019HU0185759,26201,7309,3,187398.0,19,1.0,0,2.0,2.0
2019HU0186087,26202,7316,2,118470.0,13,7.0,0,2.0,4.0
2019HU0186205,26203,7303,1,37695.0,11,6.0,0,2.0,4.0
2019HU0186502,26204,7317,1,37695.0,43,4.0,0,8.0,4.0
2019HU0186630,26205,7320,5,106623.0,24,1.0,0,3.0,2.0
2019HU0186756,26206,7320,2,118146.9,13,2.0,0,2.0,4.0
2019HU0186905,26207,7303,2,412491.0,42,1.0,0,2.0,4.0
2019HU0186918,26208,7309,5,318792.0,21,1.0,0,9.0,4.0
2019HU0186973,26209,7316,2,477111.0,28,1.0,0,9.0,4.0
2019HU0186985,26210,7309,2,77544.0,27,3.0,0,9.0,2.0
2019HU0186997,26211,7301,8,120624.0,16,2.0,0,3.0,2.0
2019HU0187062,26212,7309,2,56887.14,19,1.0,0,2.0,4.0
2019HU0187183,26213,7308,1,22617.0,30,6.0,0,2.0,4.0
2019HU0187314,26214,7317,2,40710.6,59,5.0,0,6.0,4.0
2019HU0187622,26215,7313,4,164673.3,13,1.0,0,2.0,4.0
2019HU0187954,26216,7306,2,24232.5,11,1.0,0,2.0,4.0
2019HU0187974,26217,7304,4,19612.17,13,1.0,0,2.0,2.0
2019HU0188016,26218,7311,1,212438.25,24,4.0,0,3.0,4.0
2019HU0188385,26219,7304,5,61389.0,59,1.0,0,2.0,2.0
2019HU0188485,26220,7321,5,115562.09999999999,25,1.0,0,1.0,2.0
2019HU0188901,26221,7318,5,18309.0,21,1.0,0,5.0,2.0
2019HU0188984,26222,7312,2,123855.0,13,5.0,0,2.0,4.0
2019HU0189073,26223,7314,3,50619.0,10,5.0,0,3.0,4.0
2019HU0189164,26224,7312,2,12924.0,24,1.0,0,9.0,4.0
2019HU0189369,26225,7313,3,193860.0,15,1.0,0,2.0,1.0
