HHID,SPORDER,PUMA,AGEP,SCHG,COW,SEX,ESR,MIL,WKHP,RAC1P,HISP,isWorker,pop_race,NAICS2,WKW,OCCP,SCHL,isinlaborforce,SOCP,SOC2
47103,4,7322,12,8,,1,,,,9,2,0,Hispanic,0,,,8.0,0,0,0
47104,1,7306,74,0,,2,6.0,4.0,,1,1,0,White,0,,,19.0,0,0,0
47105,1,7302,70,0,,2,6.0,4.0,,1,1,0,White,0,,,18.0,0,0,0
47105,2,7302,65,0,1.0,2,1.0,4.0,40.0,1,1,1,White,42,1.0,4850.0,18.0,1,414010,41
47105,3,7302,21,0,1.0,1,1.0,4.0,40.0,1,1,1,White,23,1.0,6230.0,18.0,1,472031,47
47105,4,7302,21,0,,2,6.0,4.0,,1,1,0,White,0,,,16.0,0,0,0
47106,1,7307,43,0,1.0,1,1.0,4.0,40.0,1,1,1,White,23,1.0,6200.0,16.0,1,471011,47
47106,2,7307,38,0,1.0,2,1.0,4.0,30.0,1,1,1,White,3M,1.0,8740.0,14.0,1,519061,51
47106,3,7307,3,0,,2,,,,1,2,0,Hispanic,0,,,1.0,0,0,0
47106,4,7307,2,0,,2,,,,1,2,0,Hispanic,0,,,,0,0,0
47107,1,7313,59,0,2.0,1,1.0,4.0,40.0,1,1,1,White,81,1.0,2040.0,21.0,1,212011,21
47108,1,7321,94,0,,2,6.0,4.0,,9,2,0,Hispanic,0,,,19.0,0,0,0
47108,2,7321,67,0,1.0,1,6.0,4.0,,3,2,0,Hispanic,23,,6260.0,18.0,0,472061,47
47109,1,7302,41,0,,2,6.0,4.0,,9,2,0,Hispanic,0,,,9.0,0,0,0
47109,2,7302,45,0,7.0,1,1.0,2.0,40.0,9,2,1,Hispanic,48,1.0,9130.0,15.0,1,533030,53
47109,3,7302,10,6,,1,,,,1,2,0,Hispanic,0,,,7.0,0,0,0
47109,4,7302,7,4,,1,,,,1,2,0,Hispanic,0,,,5.0,0,0,0
47110,1,7313,29,0,5.0,2,4.0,1.0,40.0,1,2,1,Hispanic,MIL,1.0,650.0,18.0,0,131151,13
47111,1,7320,56,0,,1,6.0,4.0,,1,1,0,White,0,,,19.0,0,0,0
47112,1,7312,30,0,6.0,1,1.0,4.0,40.0,6,1,1,Asian,54,1.0,1541.0,21.0,1,173011,17
47112,2,7312,20,15,,2,6.0,4.0,,6,1,0,Asian,0,,,19.0,0,0,0
47113,1,7315,41,0,1.0,2,1.0,4.0,40.0,6,1,1,Asian,54,1.0,1021.0,22.0,1,151252,15
47113,2,7315,40,0,1.0,1,1.0,4.0,15.0,1,1,1,White,61,3.0,2205.0,24.0,1,251000,25
47114,1,7302,59,0,4.0,1,1.0,4.0,40.0,9,24,1,Hispanic,92,1.0,4220.0,13.0,1,37201X,37
47114,2,7302,61,0,,2,6.0,4.0,,3,1,0,Other,0,,,16.0,0,0,0
47115,1,7319,48,0,,2,6.0,4.0,,9,2,0,Hispanic,0,,,22.0,0,0,0
47115,2,7319,48,0,6.0,1,3.0,4.0,,1,1,0,White,32,,5740.0,16.0,1,436014,43
47115,3,7319,19,15,1.0,2,1.0,4.0,20.0,9,2,1,Hispanic,44,6.0,4020.0,16.0,1,352010,35
47115,4,7319,17,14,,2,6.0,4.0,,9,2,0,Hispanic,0,,,14.0,0,0,0
47115,5,7319,14,11,,2,,,,9,2,0,Hispanic,0,,,11.0,0,0,0
47116,1,7321,48,0,3.0,2,1.0,4.0,40.0,8,2,1,Hispanic,61,1.0,2330.0,23.0,1,252050,25
47116,2,7321,48,0,1.0,1,1.0,4.0,50.0,8,2,1,Hispanic,33,1.0,1410.0,21.0,1,172070,17
47116,3,7321,10,7,,1,,,,8,2,0,Hispanic,0,,,7.0,0,0,0
47117,1,7305,61,0,1.0,1,1.0,4.0,40.0,8,2,1,Hispanic,81,1.0,8810.0,15.0,1,519120,51
47117,2,7305,54,0,1.0,2,3.0,4.0,40.0,8,2,0,Hispanic,31,4.0,8465.0,15.0,1,51609X,51
47118,1,7304,74,0,1.0,2,6.0,4.0,,1,1,0,White,61,,2310.0,19.0,0,252020,25
47119,1,7314,42,0,1.0,2,1.0,4.0,40.0,6,1,1,Asian,54,1.0,5110.0,16.0,1,433021,43
47119,2,7314,39,0,1.0,1,1.0,2.0,40.0,2,1,1,Black,52,1.0,1050.0,20.0,1,151230,15
47119,3,7314,23,0,1.0,1,3.0,4.0,,6,1,0,Asian,45,,5240.0,16.0,1,434051,43
47119,4,7314,9,6,,1,,,,9,1,0,Two or More,0,,,6.0,0,0,0
47120,1,7310,49,0,1.0,2,1.0,4.0,50.0,1,1,1,White,54,1.0,440.0,21.0,1,1191XX,11
47120,2,7310,50,0,1.0,1,1.0,4.0,50.0,1,1,1,White,54,1.0,5240.0,21.0,1,434051,43
47120,3,7310,10,6,,2,,,,1,1,0,White,0,,,7.0,0,0,0
47121,1,7321,66,0,2.0,1,1.0,4.0,5.0,1,1,1,White,61,4.0,2205.0,21.0,1,251000,25
47121,2,7321,65,0,1.0,2,1.0,4.0,40.0,1,1,1,White,54,1.0,5000.0,16.0,1,431011,43
47122,1,7310,38,0,1.0,2,1.0,4.0,45.0,1,1,1,White,53,1.0,410.0,21.0,1,119141,11
47122,2,7310,45,0,1.0,1,1.0,4.0,41.0,1,1,1,White,44,1.0,4700.0,21.0,1,411011,41
47123,1,7309,77,0,2.0,2,1.0,4.0,7.0,1,1,1,White,61,5.0,2205.0,24.0,1,251000,25
47124,1,7321,78,0,,2,6.0,4.0,,1,1,0,White,0,,,22.0,0,0,0
47125,1,7301,65,0,1.0,2,1.0,4.0,35.0,1,1,1,White,61,1.0,2300.0,19.0,1,252010,25
47125,2,7301,67,0,,1,6.0,4.0,,1,1,0,White,0,,,18.0,0,0,0
47126,1,7319,63,0,5.0,1,6.0,2.0,,2,1,0,Black,53,,4920.0,19.0,0,419020,41
47127,1,7315,32,0,1.0,1,1.0,4.0,40.0,6,1,1,Asian,62,1.0,3421.0,21.0,1,292052,29
47127,2,7315,27,0,2.0,2,1.0,4.0,32.0,6,1,1,Asian,62,1.0,3421.0,19.0,1,292052,29
47128,1,7322,83,0,,2,6.0,4.0,,6,1,0,Asian,0,,,1.0,0,0,0
47128,2,7322,58,0,,2,6.0,4.0,,6,1,0,Asian,0,,,16.0,0,0,0
47129,1,7308,67,0,2.0,2,1.0,4.0,4.0,1,1,1,White,61,5.0,230.0,22.0,1,119030,11
47129,2,7308,67,0,7.0,1,6.0,4.0,40.0,1,1,0,White,48,4.0,101.0,21.0,0,113012,11
47130,1,7311,68,0,5.0,1,6.0,2.0,,8,2,0,Hispanic,49,,5540.0,16.0,0,435051,43
47130,2,7311,69,0,1.0,2,1.0,4.0,40.0,6,1,1,Asian,62,1.0,5110.0,16.0,1,433021,43
47130,3,7311,44,0,1.0,1,1.0,4.0,40.0,9,2,1,Hispanic,62,1.0,5740.0,20.0,1,436014,43
47131,1,7311,51,0,7.0,1,1.0,4.0,60.0,6,1,1,Asian,62,1.0,3090.0,23.0,1,291210,29
47132,1,7313,41,0,1.0,2,1.0,4.0,36.0,6,1,1,Asian,62,1.0,3255.0,21.0,1,291141,29
47133,1,7316,75,0,,1,6.0,4.0,,1,1,0,White,0,,,20.0,0,0,0
47134,1,7313,48,0,6.0,1,1.0,4.0,40.0,1,1,1,White,56,1.0,4200.0,20.0,1,371011,37
47134,2,7313,50,13,1.0,2,1.0,4.0,55.0,1,1,1,White,44,1.0,4700.0,13.0,1,411011,41
47135,1,7312,89,0,,2,6.0,4.0,,2,1,0,Black,0,,,18.0,0,0,0
47135,2,7312,63,0,1.0,2,3.0,4.0,,2,1,0,Black,56,,4220.0,16.0,1,37201X,37
47135,3,7312,55,0,2.0,1,6.0,4.0,,2,1,0,Black,52,,5240.0,19.0,0,434051,43
47136,1,7313,49,0,1.0,1,3.0,4.0,40.0,9,2,0,Hispanic,33,1.0,8040.0,17.0,1,514050,51
47136,2,7313,45,0,3.0,2,1.0,4.0,60.0,9,2,1,Hispanic,92,1.0,2100.0,23.0,1,2310XX,23
47137,1,7314,40,0,1.0,2,1.0,4.0,40.0,1,1,1,White,54,1.0,440.0,21.0,1,1191XX,11
47137,2,7314,35,0,3.0,1,1.0,2.0,40.0,1,1,1,White,52,1.0,540.0,23.0,1,131030,13
47138,1,7321,31,0,5.0,1,4.0,1.0,60.0,9,2,1,Hispanic,MIL,1.0,9830.0,21.0,0,559830,55
47138,2,7321,31,0,1.0,2,1.0,2.0,20.0,1,1,1,White,61,5.0,2310.0,20.0,1,252020,25
47138,3,7321,6,3,,1,,,,9,1,0,Two or More,0,,,4.0,0,0,0
47139,1,7315,47,0,7.0,1,2.0,4.0,40.0,1,2,1,Hispanic,23,1.0,6230.0,20.0,1,472031,47
47139,2,7315,44,0,3.0,2,1.0,4.0,40.0,1,1,1,White,61,1.0,2330.0,22.0,1,252050,25
47139,3,7315,6,3,,1,,,,1,2,0,Hispanic,0,,,3.0,0,0,0
47139,4,7315,2,0,,1,,,,1,2,0,Hispanic,0,,,,0,0,0
47140,1,7311,63,0,6.0,1,1.0,4.0,20.0,1,1,1,White,53,5.0,4920.0,22.0,1,419020,41
47140,2,7311,65,0,1.0,2,6.0,4.0,,1,1,0,White,53,,4920.0,20.0,0,419020,41
47140,3,7311,31,16,1.0,2,1.0,4.0,40.0,6,1,1,Asian,48,1.0,9050.0,21.0,1,532031,53
47141,1,7313,33,0,1.0,1,1.0,4.0,40.0,1,1,1,White,54,1.0,1007.0,21.0,1,151212,15
47141,2,7313,32,0,2.0,2,1.0,4.0,40.0,6,1,1,Asian,62,1.0,3640.0,18.0,1,319091,31
47142,1,7317,74,0,1.0,1,1.0,4.0,30.0,1,1,1,White,54,1.0,1305.0,21.0,1,171011,17
47142,2,7317,69,0,1.0,2,6.0,4.0,,1,1,0,White,54,,5740.0,16.0,0,436014,43
47143,1,7312,64,0,2.0,2,6.0,4.0,,6,1,0,Asian,33,,5600.0,16.0,0,435061,43
47143,2,7312,34,0,1.0,2,1.0,4.0,25.0,6,1,1,Asian,62,1.0,3422.0,21.0,1,292053,29
47143,3,7312,32,0,2.0,1,1.0,4.0,35.0,6,1,1,Asian,62,1.0,9350.0,19.0,1,536021,53
47143,4,7312,29,16,2.0,1,1.0,4.0,35.0,6,1,1,Asian,62,1.0,9350.0,20.0,1,536021,53
47144,1,7311,38,0,1.0,1,1.0,4.0,40.0,9,1,1,Two or More,44,1.0,4760.0,16.0,1,412031,41
47145,1,7301,26,15,,1,6.0,2.0,,9,2,0,Hispanic,0,,,19.0,0,0,0
47145,2,7301,21,15,1.0,2,1.0,4.0,40.0,1,1,1,White,44,1.0,4700.0,19.0,1,411011,41
47146,1,7315,94,0,,1,6.0,2.0,,1,1,0,White,0,,,20.0,0,0,0
47147,1,7315,56,0,1.0,1,6.0,4.0,,1,23,0,Hispanic,52,,910.0,21.0,0,132070,13
47148,1,7316,55,0,6.0,1,1.0,4.0,45.0,9,24,1,Hispanic,54,1.0,2640.0,21.0,1,27102X,27
47149,1,7318,41,0,1.0,2,1.0,4.0,40.0,9,16,1,Hispanic,721,5.0,4230.0,16.0,1,372012,37
47149,2,7318,18,0,1.0,2,1.0,4.0,25.0,9,16,1,Hispanic,71,5.0,4435.0,16.0,1,3930XX,39
47149,3,7318,15,13,,1,,,,9,16,0,Hispanic,0,,,14.0,0,0,0
47149,4,7318,9,6,,2,,,,9,16,0,Hispanic,0,,,6.0,0,0,0
47149,5,7318,59,0,1.0,1,1.0,4.0,48.0,9,2,1,Hispanic,32,1.0,7700.0,17.0,1,511011,51
47150,1,7310,60,0,6.0,2,6.0,4.0,6.0,9,1,0,Two or More,71,6.0,2850.0,22.0,0,273043,27
47151,1,7321,76,0,,2,6.0,4.0,,1,1,0,White,0,,,18.0,0,0,0
47151,2,7321,78,0,,1,6.0,2.0,,1,1,0,White,0,,,21.0,0,0,0
47152,1,7306,47,15,1.0,2,1.0,4.0,40.0,8,2,1,Hispanic,52,3.0,5240.0,16.0,1,434051,43
47152,2,7306,16,15,9.0,1,3.0,,,8,2,0,Hispanic,99,,9920.0,16.0,1,999920,99
47152,3,7306,15,12,,1,,,,8,2,0,Hispanic,0,,,12.0,0,0,0
47152,4,7306,74,0,7.0,1,6.0,4.0,,8,2,0,Hispanic,54,,1530.0,6.0,0,1721YY,17
47152,5,7306,62,0,1.0,1,1.0,4.0,40.0,8,2,1,Hispanic,62,1.0,3520.0,22.0,1,292081,29
47153,1,7304,37,0,6.0,1,6.0,2.0,,1,1,0,White,53,,4920.0,18.0,0,419020,41
47154,1,7309,33,0,1.0,1,1.0,4.0,40.0,6,1,1,Asian,32,1.0,735.0,22.0,1,131161,13
47154,2,7309,33,0,1.0,2,1.0,4.0,40.0,6,1,1,Asian,54,1.0,136.0,22.0,1,113121,11
47154,3,7309,4,2,,1,,,,6,1,0,Asian,0,,,2.0,0,0,0
47154,4,7309,1,0,,2,,,,6,1,0,Asian,0,,,,0,0,0
47155,1,7310,61,0,3.0,2,1.0,4.0,32.0,6,1,1,Asian,61,3.0,2545.0,21.0,1,259040,25
47155,2,7310,63,0,1.0,1,1.0,4.0,56.0,6,1,1,Asian,23,1.0,1360.0,21.0,1,172051,17
47156,1,7322,31,0,3.0,2,1.0,4.0,45.0,1,1,1,White,61,3.0,2300.0,22.0,1,252010,25
47156,2,7322,30,15,1.0,1,1.0,4.0,20.0,1,1,1,White,31,4.0,4040.0,20.0,1,353011,35
47157,1,7311,58,0,1.0,1,1.0,4.0,40.0,6,1,1,Asian,33,1.0,1320.0,21.0,1,172011,17
47158,1,7309,67,0,6.0,1,1.0,4.0,45.0,1,1,1,White,54,1.0,2600.0,21.0,1,271010,27
47158,2,7309,61,0,7.0,2,1.0,4.0,45.0,1,1,1,White,54,1.0,2640.0,21.0,1,27102X,27
47159,1,7309,65,0,1.0,1,1.0,4.0,40.0,1,1,1,White,44,1.0,4760.0,19.0,1,412031,41
47160,1,7314,30,0,7.0,2,1.0,2.0,80.0,9,2,1,Hispanic,42,1.0,4850.0,16.0,1,414010,41
47160,2,7314,38,0,5.0,1,4.0,1.0,40.0,1,1,1,White,MIL,1.0,9830.0,20.0,0,559830,55
47160,3,7314,12,9,,1,,,,1,2,0,Hispanic,0,,,10.0,0,0,0
47160,4,7314,4,2,,2,,,,1,2,0,Hispanic,0,,,1.0,0,0,0
47160,5,7314,56,0,1.0,2,1.0,4.0,40.0,1,1,1,White,52,1.0,540.0,16.0,1,131030,13
47160,6,7314,33,0,1.0,1,1.0,4.0,30.0,1,1,1,White,71,1.0,4400.0,19.0,1,393010,39
47160,7,7314,8,5,,1,,,,1,1,0,White,0,,,6.0,0,0,0
47161,1,7315,64,0,5.0,2,1.0,2.0,40.0,1,1,1,White,92,1.0,1760.0,24.0,1,192099,19
47161,2,7315,62,0,4.0,1,1.0,4.0,40.0,1,1,1,White,61,1.0,2205.0,24.0,1,251000,25
47162,1,7314,57,0,1.0,1,1.0,4.0,40.0,1,1,1,White,52,1.0,5000.0,21.0,1,431011,43
47162,2,7314,57,0,3.0,2,1.0,4.0,40.0,1,1,1,White,61,1.0,2310.0,22.0,1,252020,25
47163,1,7302,36,0,2.0,1,1.0,4.0,40.0,1,1,1,White,62,1.0,1105.0,19.0,1,151244,15
47163,2,7302,35,0,1.0,2,1.0,4.0,40.0,1,2,1,Hispanic,54,1.0,800.0,21.0,1,132011,13
47164,1,7314,38,0,3.0,2,1.0,4.0,75.0,1,1,1,White,92,1.0,440.0,22.0,1,1191XX,11
47164,2,7314,51,0,3.0,1,1.0,4.0,50.0,1,1,1,White,92,1.0,137.0,20.0,1,113131,11
47164,3,7314,12,9,,2,,,,1,1,0,White,0,,,9.0,0,0,0
47164,4,7314,10,7,,1,,,,1,1,0,White,0,,,7.0,0,0,0
47165,1,7302,59,0,1.0,2,1.0,4.0,40.0,6,1,1,Asian,44,1.0,800.0,21.0,1,132011,13
47166,1,7316,32,0,1.0,1,1.0,4.0,70.0,1,1,1,White,722,6.0,4040.0,16.0,1,353011,35
47167,1,7302,61,0,,2,6.0,4.0,,1,1,0,White,0,,,21.0,0,0,0
47167,2,7302,55,0,2.0,1,1.0,4.0,50.0,6,1,1,Asian,71,1.0,2722.0,21.0,1,272022,27
47167,3,7302,20,15,5.0,1,3.0,4.0,20.0,9,1,0,Two or More,92,6.0,5310.0,19.0,1,434111,43
47167,4,7302,17,14,,2,6.0,4.0,,9,1,0,Two or More,0,,,16.0,0,0,0
47168,1,7314,65,0,1.0,1,1.0,4.0,40.0,9,2,1,Hispanic,54,1.0,1006.0,19.0,1,151211,15
47168,2,7314,58,0,1.0,2,1.0,4.0,40.0,1,1,1,White,33,1.0,440.0,21.0,1,1191XX,11
47168,3,7314,23,15,2.0,1,1.0,4.0,20.0,9,2,1,Hispanic,61,1.0,4600.0,19.0,1,399011,39
47169,1,7308,49,0,1.0,1,1.0,4.0,46.0,1,1,1,White,54,1.0,750.0,21.0,1,131199,13
47169,2,7308,48,0,2.0,2,1.0,4.0,46.0,1,1,1,White,61,1.0,2205.0,23.0,1,251000,25
47169,3,7308,15,12,,1,,,,1,1,0,White,0,,,12.0,0,0,0
47169,4,7308,15,12,,1,,,,1,1,0,White,0,,,12.0,0,0,0
47170,1,7303,53,0,2.0,1,1.0,4.0,40.0,1,1,1,White,48,3.0,9005.0,19.0,1,531000,53
47170,2,7303,59,0,2.0,2,1.0,4.0,40.0,7,1,1,Other,23,1.0,5740.0,16.0,1,436014,43
47171,1,7313,57,0,,1,6.0,4.0,,1,1,0,White,0,,,20.0,0,0,0
47171,2,7313,94,0,,2,6.0,4.0,,1,1,0,White,0,,,16.0,0,0,0
47172,1,7313,67,0,,2,6.0,4.0,,1,1,0,White,0,,,19.0,0,0,0
47172,2,7313,70,0,5.0,1,1.0,4.0,40.0,1,1,1,White,92,3.0,425.0,20.0,1,119161,11
47173,1,7306,53,0,6.0,2,1.0,4.0,32.0,6,1,1,Asian,81,1.0,4521.0,16.0,1,395092,39
47173,2,7306,16,13,,2,6.0,,,6,1,0,Asian,0,,,13.0,0,0,0
47174,1,7315,26,0,1.0,1,1.0,4.0,40.0,1,1,1,White,33,4.0,1021.0,22.0,1,151252,15
47174,2,7315,24,15,1.0,1,1.0,4.0,24.0,1,1,1,White,44,1.0,4030.0,18.0,1,352021,35
47174,3,7315,26,0,1.0,1,1.0,4.0,40.0,1,1,1,White,54,1.0,710.0,21.0,1,131111,13
47175,1,7319,37,0,6.0,1,6.0,4.0,4.0,9,2,0,Hispanic,56,6.0,4251.0,18.0,0,373011,37
47175,2,7319,36,0,,1,6.0,4.0,,9,2,0,Hispanic,0,,,17.0,0,0,0
47176,1,7315,41,15,1.0,1,1.0,4.0,50.0,6,1,1,Asian,22,1.0,300.0,21.0,1,119041,11
47177,1,7319,42,0,5.0,1,4.0,1.0,50.0,8,1,1,White,MIL,1.0,9810.0,18.0,0,552010,55
47177,2,7319,42,16,1.0,2,1.0,4.0,48.0,6,1,1,Asian,62,1.0,3603.0,20.0,1,311131,31
47177,3,7319,11,7,,1,,,,8,1,0,White,0,,,7.0,0,0,0
47177,4,7319,9,5,,2,,,,8,1,0,White,0,,,5.0,0,0,0
47177,5,7319,7,3,,2,,,,8,1,0,White,0,,,3.0,0,0,0
47177,6,7319,67,0,1.0,1,6.0,3.0,,9,1,0,Two or More,23,,6260.0,19.0,0,472061,47
47177,7,7319,67,0,1.0,2,1.0,4.0,10.0,8,1,1,White,54,6.0,5240.0,21.0,1,434051,43
47178,1,7310,53,0,7.0,2,1.0,4.0,40.0,1,1,1,White,54,3.0,1720.0,21.0,1,192030,19
47178,2,7310,55,0,1.0,2,6.0,4.0,,1,1,0,White,81,,5240.0,19.0,0,434051,43
47179,1,7302,77,0,,1,6.0,4.0,,1,1,0,White,0,,,16.0,0,0,0
47180,1,7315,39,0,7.0,1,1.0,4.0,80.0,1,1,1,White,71,1.0,440.0,21.0,1,1191XX,11
47180,2,7315,33,0,1.0,2,1.0,4.0,40.0,1,1,1,White,56,2.0,4830.0,18.0,1,413041,41
47181,1,7316,33,0,6.0,2,1.0,4.0,40.0,1,1,1,White,81,3.0,8450.0,21.0,1,516093,51
47181,2,7316,30,0,5.0,1,4.0,1.0,60.0,6,1,1,Asian,MIL,1.0,3090.0,23.0,0,291210,29
47182,1,7312,29,0,1.0,2,1.0,4.0,40.0,1,1,1,White,44,1.0,5240.0,21.0,1,434051,43
47182,2,7312,30,16,1.0,1,1.0,4.0,40.0,1,1,1,White,54,1.0,710.0,22.0,1,131111,13
47183,1,7302,33,0,,2,6.0,4.0,,3,1,0,Other,0,,,16.0,0,0,0
47183,2,7302,27,0,,2,6.0,4.0,,3,1,0,Other,0,,,16.0,0,0,0
47183,3,7302,25,0,,2,6.0,4.0,,3,1,0,Other,0,,,18.0,0,0,0
47183,4,7302,8,5,,1,,,,3,1,0,Other,0,,,5.0,0,0,0
47183,5,7302,7,4,,1,,,,3,1,0,Other,0,,,4.0,0,0,0
47183,6,7302,5,2,,2,,,,3,1,0,Other,0,,,2.0,0,0,0
47183,7,7302,4,1,,1,,,,3,1,0,Other,0,,,1.0,0,0,0
47183,8,7302,2,0,,2,,,,3,1,0,Other,0,,,,0,0,0
47184,1,7314,74,0,,1,6.0,2.0,,1,1,0,White,0,,,20.0,0,0,0
47185,1,7313,62,0,3.0,2,1.0,4.0,40.0,1,1,1,White,23,1.0,600.0,20.0,1,131051,13
47185,2,7313,62,0,1.0,1,1.0,4.0,40.0,1,1,1,White,32,1.0,1430.0,21.0,1,172110,17
47185,3,7313,25,0,3.0,1,1.0,4.0,40.0,1,1,1,White,92,1.0,3870.0,21.0,1,333050,33
47185,4,7313,25,0,1.0,2,1.0,4.0,40.0,1,1,1,White,54,1.0,630.0,21.0,1,131070,13
47186,1,7315,28,0,1.0,2,1.0,4.0,40.0,1,1,1,White,62,1.0,350.0,22.0,1,119111,11
47187,1,7302,40,0,3.0,2,6.0,4.0,,1,1,0,White,61,,230.0,16.0,0,119030,11
47187,2,7302,9,5,,2,,,,9,1,0,Two or More,0,,,6.0,0,0,0
47187,3,7302,0,0,,1,,,,9,1,0,Two or More,0,,,,0,0,0
47188,1,7315,53,0,3.0,2,1.0,4.0,40.0,9,1,1,Two or More,92,1.0,5740.0,21.0,1,436014,43
47188,2,7315,17,14,,2,6.0,4.0,,1,1,0,White,0,,,16.0,0,0,0
47188,3,7315,16,12,,2,6.0,,,1,1,0,White,0,,,13.0,0,0,0
47189,1,7308,61,0,1.0,1,1.0,4.0,45.0,1,1,1,White,54,1.0,1530.0,22.0,1,1721YY,17
47189,2,7308,58,0,1.0,2,1.0,4.0,40.0,1,1,1,White,51,1.0,705.0,22.0,1,131082,13
47190,1,7312,70,0,2.0,1,1.0,4.0,60.0,1,1,1,White,61,1.0,230.0,24.0,1,119030,11
47191,1,7319,31,0,1.0,1,1.0,4.0,75.0,3,2,1,Hispanic,51,1.0,4840.0,19.0,1,413091,41
47191,2,7319,29,15,1.0,2,6.0,4.0,,3,2,0,Hispanic,44,,5610.0,19.0,0,435071,43
47191,3,7319,0,0,,2,,,,3,2,0,Hispanic,0,,,,0,0,0
47191,4,7319,12,8,,1,,,,3,2,0,Hispanic,0,,,9.0,0,0,0
47192,1,7310,62,0,7.0,1,1.0,4.0,60.0,1,1,1,White,54,1.0,710.0,21.0,1,131111,13
47192,2,7310,57,0,,2,6.0,4.0,,1,1,0,White,0,,,22.0,0,0,0
47192,3,7310,14,10,,1,,,,1,1,0,White,0,,,10.0,0,0,0
47192,4,7310,52,0,1.0,1,1.0,4.0,40.0,1,1,1,White,33,1.0,8750.0,21.0,1,519071,51
47192,5,7310,51,0,1.0,2,1.0,4.0,35.0,1,1,1,White,44,1.0,4965.0,21.0,1,419099,41
47192,6,7310,14,11,,1,,,,1,1,0,White,0,,,11.0,0,0,0
47193,1,7317,31,0,5.0,1,4.0,1.0,40.0,6,1,1,Asian,MIL,1.0,650.0,16.0,0,131151,13
47194,1,7316,94,0,,2,6.0,4.0,,1,1,0,White,0,,,17.0,0,0,0
47195,1,7305,23,15,1.0,1,1.0,4.0,45.0,1,1,1,White,56,5.0,600.0,20.0,1,131051,13
47195,2,7305,21,15,2.0,2,1.0,4.0,30.0,1,2,1,Hispanic,71,3.0,5240.0,19.0,1,434051,43
47196,1,7314,32,0,1.0,2,1.0,4.0,50.0,1,1,1,White,54,1.0,2100.0,23.0,1,2310XX,23
47196,2,7314,34,0,5.0,1,4.0,1.0,30.0,1,1,1,White,MIL,1.0,3401.0,16.0,0,292042,29
47197,1,7316,54,0,2.0,2,1.0,4.0,5.0,8,2,1,Hispanic,71,1.0,530.0,19.0,1,131023,13
47197,2,7316,55,0,3.0,1,1.0,4.0,40.0,9,2,1,Hispanic,61,1.0,2310.0,22.0,1,252020,25
47197,3,7316,17,14,,2,6.0,4.0,,9,2,0,Hispanic,0,,,14.0,0,0,0
47198,1,7312,76,0,,2,6.0,4.0,,8,1,0,White,0,,,22.0,0,0,0
47199,1,7316,76,0,,2,6.0,4.0,,2,1,0,Black,0,,,19.0,0,0,0
47199,2,7316,40,0,,1,6.0,4.0,,2,1,0,Black,0,,,1.0,0,0,0
47200,1,7312,46,0,1.0,1,1.0,4.0,40.0,6,1,1,Asian,33,1.0,8990.0,16.0,1,5191XX,51
47201,1,7304,27,0,1.0,2,1.0,4.0,45.0,1,2,1,Hispanic,62,1.0,3300.0,21.0,1,292010,29
47201,2,7304,25,0,1.0,2,1.0,4.0,40.0,1,1,1,White,62,3.0,3300.0,21.0,1,292010,29
47202,1,7301,38,0,7.0,2,2.0,4.0,35.0,1,1,1,White,71,5.0,2805.0,16.0,1,273011,27
47202,2,7301,46,0,1.0,1,6.0,4.0,25.0,1,1,0,White,71,6.0,10.0,16.0,0,1110XX,11
47203,1,7303,33,0,1.0,2,1.0,4.0,40.0,1,1,1,White,71,1.0,4110.0,21.0,1,353031,35
47203,2,7303,3,0,,2,,,,9,1,0,Two or More,0,,,1.0,0,0,0
47204,1,7301,41,0,1.0,1,1.0,4.0,40.0,1,1,1,White,33,1.0,705.0,21.0,1,131082,13
47204,2,7301,44,0,,2,6.0,4.0,,1,1,0,White,0,,,21.0,0,0,0
47205,1,7302,26,0,1.0,2,2.0,4.0,40.0,9,2,1,Hispanic,722,1.0,4010.0,16.0,1,351012,35
47205,2,7302,27,0,1.0,1,3.0,4.0,,9,2,0,Hispanic,81,,9610.0,16.0,1,537061,53
47205,3,7302,55,0,1.0,2,1.0,4.0,40.0,9,2,1,Hispanic,31,1.0,7800.0,7.0,1,513011,51
47206,1,7312,33,0,1.0,2,1.0,4.0,40.0,9,1,1,Two or More,61,1.0,3255.0,21.0,1,291141,29
47206,2,7312,30,16,1.0,1,1.0,4.0,32.0,1,1,1,White,45,2.0,1240.0,21.0,1,1520XX,15
47207,1,7310,61,0,,1,6.0,4.0,,9,2,0,Hispanic,0,,,13.0,0,0,0
47208,1,7320,23,0,1.0,1,1.0,4.0,30.0,1,1,1,White,49,1.0,2360.0,16.0,1,2530XX,25
47208,2,7320,25,0,1.0,1,3.0,4.0,40.0,1,1,0,White,23,4.0,6305.0,16.0,1,472070,47
47209,1,7307,59,0,6.0,1,1.0,4.0,40.0,1,1,1,White,23,1.0,6200.0,16.0,1,471011,47
47210,1,7309,61,0,3.0,2,6.0,4.0,40.0,1,1,0,White,61,5.0,2310.0,22.0,0,252020,25
47210,2,7309,55,0,1.0,1,1.0,4.0,50.0,1,1,1,White,23,1.0,6200.0,19.0,1,471011,47
47211,1,7302,65,0,,2,6.0,4.0,,1,1,0,White,0,,,18.0,0,0,0
47212,1,7310,30,0,1.0,2,1.0,4.0,40.0,1,1,1,White,62,1.0,350.0,21.0,1,119111,11
