mgra,Male,Female,Age_LT5,Age_5to9,Age_10to14,Age_15to17,Age_18to24,Age_25to34,Age_35to44,Age_45to54,Age_55to64,Age_65to74,Age_75to84,Age_85Plus,Asian,Black,Hispanic,Other_v2,TwoorMore,White,HHSize_1,HHSize_2,HHSize_3,HHSize_4Plus,Total_HH,HHWork_0,HHWork_1,HHWork_2,HHWork_3Plus,HHChild_0,HHChild_1Plus,HHInc_0to14999,HHInc_15000to29999,HHInc_30000to59999,HHInc_60000to99999,HHInc_100000to149999,HHInc_150000to199999,HHInc_200000Plus,gq_college_pop,gq_mil_pop,gq_other_pop,Total_HH_GQ
1,194,222,14,7,21,13,29,39,39,42,65,72,70,5,147,42,123,6,29,69,45,63,36,31,175,40,57,60,18,35,140,10,22,32,53,29,11,18,0,0,0,175
2,33,33,0,0,0,0,2,5,19,2,15,11,11,1,4,3,26,1,3,29,34,12,2,0,48,7,18,16,7,5,43,5,2,7,11,6,5,12,3,0,58,109
3,266,285,51,53,51,30,32,67,62,52,55,40,38,20,6,22,126,6,8,383,38,74,41,53,205,62,71,53,19,83,122,25,34,49,43,21,10,23,0,0,0,205
4,3,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,3,1,1,1,0,3,0,0,3,0,2,1,0,0,0,0,0,0,3,0,0,0,3
5,47,38,4,3,7,5,11,2,8,11,10,16,8,0,0,0,15,0,0,70,9,13,7,5,35,7,12,10,6,12,23,0,2,1,3,7,4,18,0,0,0,35
6,32,39,2,1,8,6,5,3,9,14,8,12,3,0,2,3,19,0,0,47,8,11,6,4,29,5,9,10,5,11,18,0,2,0,2,5,4,16,0,0,0,29
7,46,78,15,13,3,0,4,16,27,7,10,6,15,8,4,0,23,7,0,90,10,16,9,12,47,7,17,16,7,17,30,3,1,3,8,11,7,14,0,0,0,47
8,40,31,2,3,5,2,3,1,7,13,8,12,12,3,1,6,5,0,0,59,10,13,5,4,32,5,12,10,5,8,24,2,1,2,3,9,5,10,0,0,0,32
9,476,523,56,76,113,64,68,91,192,195,76,37,19,12,325,3,420,15,81,155,19,52,58,142,270,66,88,87,29,171,99,4,16,16,49,62,58,65,0,0,0,270
10,386,395,48,63,49,42,62,77,151,89,97,71,19,13,534,0,13,2,16,216,13,36,47,109,206,50,65,67,24,128,78,1,6,12,20,29,22,116,0,0,0,206
11,8,2,0,1,1,0,0,0,4,3,0,1,0,0,0,0,1,0,1,8,1,1,1,1,4,0,1,3,0,3,1,0,0,0,0,1,0,3,0,0,0,4
12,0,9,1,0,0,0,0,3,2,1,0,2,0,0,0,0,0,0,1,8,2,2,0,0,4,0,2,2,0,0,4,0,0,0,0,1,0,3,0,0,0,4
13,52,59,7,3,9,5,7,4,16,15,16,14,8,7,9,0,31,0,0,71,21,22,7,4,54,16,22,11,5,8,46,0,3,3,5,12,7,24,0,0,0,54
14,227,233,15,27,30,17,35,55,60,79,60,42,25,15,66,28,279,11,15,61,36,66,31,43,176,41,56,61,18,58,118,4,5,21,31,46,25,44,0,0,0,176
15,27,55,5,7,2,5,9,8,14,11,13,0,5,3,6,3,59,1,5,8,3,6,5,13,25,5,7,9,4,13,12,1,1,4,5,7,3,4,0,0,0,25
16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,26,55,3,1,2,1,5,14,18,12,2,10,11,2,3,6,40,1,5,26,20,16,5,2,44,9,15,13,7,5,39,3,2,9,10,10,3,7,0,0,0,44
18,34,46,0,4,4,6,11,4,6,10,10,8,9,8,0,4,8,0,1,67,7,12,7,7,32,7,10,11,4,11,21,1,2,1,4,8,2,14,0,0,0,32
19,14,18,0,0,0,0,4,2,7,5,5,5,0,4,0,0,1,1,2,28,9,7,1,0,17,4,7,4,2,4,13,1,0,1,3,4,1,7,0,0,0,17
20,85,46,4,12,10,5,12,14,17,15,17,10,6,9,0,0,90,5,13,23,11,17,10,12,50,9,18,16,7,21,29,4,5,18,10,6,2,5,0,0,0,50
21,49,64,6,0,6,4,18,11,22,6,21,16,3,0,6,1,14,4,8,80,8,13,9,15,44,7,16,14,7,14,30,3,1,3,7,7,2,21,0,0,0,44
22,17,34,0,1,2,3,8,10,11,7,8,1,0,0,4,6,14,4,1,22,4,7,5,4,20,2,8,7,3,6,14,1,3,4,4,2,2,4,0,0,0,20
23,38,50,8,10,9,0,12,7,0,25,8,3,1,5,5,8,47,0,2,26,3,6,5,11,27,3,9,10,5,14,13,0,2,4,4,7,4,6,0,0,0,27
24,69,80,6,9,7,3,12,20,19,15,29,15,8,6,11,8,122,0,3,5,3,10,9,21,42,6,15,14,7,19,23,4,2,12,12,5,2,5,0,0,0,42
25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
27,81,119,6,8,7,6,29,24,28,25,34,27,2,4,37,12,69,1,29,52,12,21,16,22,71,14,20,29,8,29,42,3,2,11,14,16,12,13,0,0,0,71
28,19,16,2,0,0,0,4,13,10,0,4,2,0,0,2,0,21,2,0,10,15,7,1,0,23,2,8,9,4,4,19,1,1,3,5,2,3,8,0,0,0,23
29,17,23,0,1,0,0,7,12,6,7,4,2,0,1,0,0,24,1,2,13,8,8,3,1,20,3,8,6,3,3,17,1,0,5,5,4,2,3,0,0,0,20
30,93,111,14,18,22,17,15,10,24,32,38,10,1,3,69,6,22,0,17,90,13,21,16,23,72,14,21,29,8,37,35,0,3,2,6,12,12,37,0,0,0,72
31,265,242,22,31,46,35,43,80,88,73,50,21,14,4,75,24,267,0,25,116,38,61,39,52,189,46,65,57,21,78,111,7,28,34,51,36,13,20,0,0,0,189
32,102,114,22,16,13,9,31,36,38,15,11,11,10,4,29,10,49,4,22,102,19,30,14,21,83,22,28,26,7,37,46,3,0,14,16,17,11,22,0,0,0,83
33,22,23,0,2,1,1,3,5,9,6,5,5,7,1,0,1,4,3,0,37,6,6,4,4,20,2,8,7,3,7,13,1,0,0,4,5,2,8,0,0,0,20
34,112,154,16,19,10,4,25,36,28,37,34,25,20,12,30,19,105,5,7,100,21,33,19,27,100,20,31,40,9,44,56,5,15,23,22,20,6,9,0,0,0,100
35,27,27,0,6,0,0,1,3,14,14,5,2,6,3,0,0,18,0,1,35,4,7,4,4,20,2,8,7,3,7,13,1,0,1,3,5,3,7,0,0,0,20
36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,56,52,9,16,5,2,11,9,9,12,15,6,14,0,3,3,30,0,5,67,5,11,11,10,37,6,12,13,6,19,18,0,3,2,5,4,6,17,0,0,0,37
38,70,70,12,7,3,4,6,27,39,11,11,6,4,10,21,16,40,1,10,52,23,28,9,6,67,13,24,23,7,16,51,3,7,13,14,15,8,7,0,0,0,67
39,2,4,0,0,0,0,3,0,0,0,3,0,0,0,0,0,4,0,2,0,0,1,1,0,2,0,0,2,0,2,0,0,0,0,1,1,0,0,0,0,0,2
40,47,46,0,1,10,4,10,6,6,12,8,11,14,11,0,0,18,0,1,74,11,15,7,5,39,9,14,11,5,12,27,2,2,1,6,9,3,16,0,0,0,39
41,22,29,3,0,3,1,3,5,9,11,6,10,0,0,0,0,11,0,0,40,6,9,4,4,22,2,8,9,3,5,17,1,0,0,3,4,3,11,0,0,0,22
42,14,10,0,0,5,1,4,0,1,0,9,0,4,0,6,0,11,0,0,7,3,5,2,2,11,3,3,4,1,5,6,0,0,1,2,3,2,3,0,0,0,11
43,39,48,1,12,5,3,6,14,8,5,17,10,3,3,3,2,57,0,3,22,2,5,5,12,25,3,8,10,4,9,16,0,2,4,3,7,4,5,0,0,0,25
44,12,23,2,0,0,4,8,9,4,2,1,2,2,1,0,0,10,0,0,25,7,7,2,1,17,4,6,5,2,2,15,1,0,1,5,3,2,5,0,0,0,17
45,72,102,6,7,11,7,21,25,26,30,15,16,10,0,7,2,112,8,15,30,7,14,14,22,55,10,20,18,7,27,28,3,2,10,11,13,7,9,0,0,0,55
46,8,16,0,2,1,2,2,7,2,6,0,2,0,0,0,0,0,0,3,21,3,6,1,1,11,4,5,2,0,2,9,0,0,1,2,3,2,3,0,0,0,11
47,76,88,16,19,7,2,10,36,21,19,10,16,4,4,18,19,91,5,3,28,26,29,14,9,78,15,21,34,8,22,56,3,8,14,18,19,8,8,3,0,34,115
48,136,195,16,19,28,14,42,54,39,35,40,28,13,3,31,31,181,3,9,76,18,34,23,39,114,31,35,40,8,43,71,3,12,21,21,36,15,6,0,0,0,114
49,125,92,6,10,4,0,3,44,46,35,26,20,10,13,27,29,35,0,4,122,128,35,4,0,167,38,57,55,17,4,163,19,14,21,27,35,15,36,0,0,0,167
50,29,21,0,0,0,0,1,24,11,6,4,1,0,3,10,0,2,0,1,37,10,11,2,1,24,6,7,7,4,6,18,2,0,1,6,4,2,9,0,0,0,24
51,28,50,4,3,3,3,1,11,15,18,1,13,6,0,13,3,48,2,1,11,4,8,5,8,26,5,8,9,4,11,15,1,1,4,6,7,3,4,0,0,0,26
52,11,6,2,1,0,1,4,3,1,2,1,0,2,0,0,0,12,0,0,5,1,4,1,1,7,1,2,4,0,4,3,1,0,4,1,1,0,0,0,0,0,7
53,190,214,16,23,16,12,39,35,61,46,61,58,34,3,191,43,139,1,2,28,15,33,23,53,125,29,36,48,12,49,76,4,7,20,31,33,18,12,0,0,0,125
54,46,47,14,6,5,5,10,4,21,9,4,12,3,0,2,17,32,0,0,42,6,10,7,10,32,5,11,11,5,20,12,2,1,3,6,9,5,6,0,0,0,32
55,2,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,130,133
57,13,18,5,4,3,0,2,8,0,0,7,0,2,0,0,0,16,0,5,10,4,5,3,1,14,1,7,5,1,3,11,0,1,2,5,3,1,2,0,0,0,14
58,35,39,1,2,4,0,4,13,20,3,2,20,5,0,0,0,31,0,0,43,10,11,7,5,33,5,12,11,5,10,23,2,1,2,8,6,4,10,0,0,0,33
59,51,46,2,4,7,2,1,0,14,15,12,17,14,9,1,1,12,0,2,81,12,19,5,5,41,10,16,10,5,8,33,2,2,1,6,10,3,17,0,0,0,41
60,34,24,2,2,6,3,1,5,5,7,13,4,10,0,4,0,7,4,9,34,5,9,4,4,23,5,9,9,0,7,16,1,0,1,3,6,3,9,0,0,0,23
61,7,3,0,0,0,0,0,3,0,5,2,0,0,0,0,0,0,0,0,10,1,1,1,1,4,0,1,3,0,0,4,0,0,0,0,0,1,3,3,0,0,7
62,159,144,6,11,18,0,16,62,38,34,30,39,35,14,70,37,90,9,12,85,66,55,16,16,152,43,55,44,10,23,129,11,22,23,33,24,18,21,0,0,0,152
63,25,29,0,0,0,0,35,1,0,9,1,0,2,6,4,0,12,0,3,35,4,7,4,6,21,4,7,7,3,7,14,1,0,1,1,2,6,10,0,0,0,21
64,93,112,15,15,9,5,9,20,40,23,7,15,41,6,11,2,57,1,17,117,24,31,17,22,93,17,27,40,9,28,65,3,2,12,11,22,15,28,0,0,0,93
65,126,153,13,4,17,9,41,39,16,45,43,20,22,10,26,31,65,0,16,141,11,22,20,35,87,17,25,37,8,48,39,6,11,20,16,15,11,8,0,0,0,87
66,89,94,10,11,8,3,7,50,23,25,13,23,8,2,12,0,79,0,7,85,64,39,8,2,113,25,35,42,11,11,102,3,9,21,21,29,19,11,0,0,0,113
67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,145,181,27,29,24,14,27,40,42,53,25,16,24,5,24,0,52,3,67,180,18,36,21,39,114,36,43,28,7,35,79,3,9,15,11,31,27,18,0,0,0,114
69,44,43,5,5,6,7,6,12,9,3,10,8,16,0,6,2,11,0,2,66,9,13,6,7,35,21,10,4,0,0,35,1,2,2,4,8,3,15,0,0,0,35
70,10,7,0,4,0,0,0,1,4,5,0,0,3,0,0,0,4,0,1,12,4,3,0,0,7,1,5,1,0,0,7,0,0,0,1,0,2,4,0,0,0,7
71,56,82,2,4,13,2,18,12,9,20,21,20,9,8,27,9,71,2,3,26,5,11,11,16,44,7,16,14,7,19,25,3,4,11,12,6,1,7,0,0,0,44
72,18,23,0,0,0,1,6,6,6,11,1,2,8,0,0,0,21,0,0,20,3,6,3,3,15,4,7,4,0,3,12,0,0,1,2,5,2,5,0,0,0,15
73,32,29,4,1,6,0,0,9,4,13,8,15,0,1,5,0,12,0,0,44,5,10,4,4,24,1,23,0,0,0,24,2,0,1,4,4,2,11,0,0,0,24
74,21,18,0,0,0,0,0,8,13,6,8,1,3,0,2,2,9,0,0,26,12,8,2,1,23,2,8,9,4,4,19,1,0,4,3,5,3,7,0,0,0,23
75,51,46,4,2,3,0,5,28,16,17,17,4,1,0,1,2,20,2,1,71,25,22,4,2,53,18,21,12,2,2,51,3,1,5,14,9,8,13,0,0,0,53
76,364,306,44,55,53,31,61,70,118,70,67,26,53,22,150,25,366,4,68,57,17,52,36,95,199,54,70,53,22,103,96,3,13,9,35,47,43,49,0,0,0,199
77,26,37,3,0,2,1,4,7,4,13,5,9,12,3,0,0,20,0,0,43,7,11,4,4,26,7,10,9,0,5,21,2,0,1,3,6,4,10,0,0,0,26
78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,88,103,9,13,12,5,15,21,19,24,27,20,19,7,36,14,63,1,2,75,23,30,14,13,80,36,30,12,2,10,70,3,6,11,12,15,13,20,0,0,0,80
81,140,178,5,9,2,1,17,100,65,32,35,15,23,14,25,13,98,0,52,130,155,78,12,3,248,78,95,53,22,5,243,31,21,36,41,47,19,53,0,0,0,248
82,167,146,24,22,13,7,31,55,45,36,35,26,10,9,26,2,82,0,28,175,26,39,20,35,119,56,40,22,1,21,98,1,6,20,13,26,21,32,3,0,2,124
83,40,38,0,0,3,0,7,19,14,11,7,7,9,1,4,2,34,0,0,38,27,18,3,1,49,17,21,11,0,0,49,3,2,8,10,10,5,11,0,0,0,49
84,206,187,29,29,35,18,20,46,70,37,45,34,27,3,48,44,159,1,21,120,19,38,20,54,130,37,47,34,12,43,87,4,10,28,28,28,18,14,0,0,0,130
85,53,38,6,2,4,0,5,10,2,10,10,14,20,8,10,0,9,0,0,72,30,20,5,1,56,36,15,5,0,0,56,3,3,9,11,10,6,14,0,0,0,56
86,119,99,7,5,1,2,15,58,30,38,13,15,20,14,9,7,50,0,7,145,77,49,8,2,136,42,52,38,4,1,135,4,10,26,26,31,14,25,4,0,1,141
87,100,101,8,12,11,4,19,44,21,25,24,5,17,11,8,0,154,2,10,27,13,24,12,24,73,14,21,30,8,27,46,3,3,13,12,18,12,12,0,0,0,73
88,6,3,0,0,0,4,2,1,1,1,0,0,0,0,0,0,5,0,0,4,0,1,1,1,3,0,2,1,0,1,2,0,0,0,0,0,1,2,0,0,0,3
89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,33,49,3,2,0,4,39,9,4,6,6,2,2,5,8,0,20,0,3,51,11,13,4,6,34,16,10,8,0,5,29,2,1,2,2,2,9,16,0,0,0,34
91,10,14,0,1,2,3,2,4,2,1,6,2,1,0,3,0,3,2,3,13,3,4,1,1,9,8,1,0,0,0,9,0,0,0,0,1,1,7,0,0,0,9
92,14,11,2,0,0,0,0,4,2,3,7,2,1,4,0,0,3,0,0,22,5,5,1,1,12,4,6,2,0,2,10,0,0,1,4,2,2,3,0,0,0,12
93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,37,23,0,0,2,0,4,25,10,6,12,0,1,0,2,1,13,0,0,44,24,15,2,0,41,17,18,5,1,0,41,4,2,5,10,5,5,10,0,0,0,41
95,29,29,1,2,2,2,2,5,13,9,3,4,15,0,3,0,24,0,0,31,10,11,3,2,26,10,11,4,1,3,23,2,0,1,3,7,4,9,0,0,0,26
96,31,20,1,2,0,2,2,11,7,8,4,6,8,0,1,0,9,0,1,40,18,11,2,1,32,10,13,8,1,0,32,2,1,4,7,7,4,7,0,0,0,32
97,92,92,8,6,3,3,5,64,35,10,19,13,11,7,19,6,42,0,23,94,53,39,9,3,104,26,38,31,9,10,94,3,6,19,21,27,18,10,0,0,0,104
98,70,85,5,6,7,5,51,26,20,12,5,14,1,3,14,6,43,0,6,86,35,32,8,5,81,20,26,27,8,7,74,5,4,13,16,20,15,8,0,0,0,81
99,24,14,6,0,2,0,0,9,8,2,2,0,2,7,2,0,15,0,6,15,16,8,1,0,25,6,8,7,4,1,24,2,1,3,5,3,4,7,0,0,0,25
100,134,119,19,21,9,2,30,78,26,9,44,10,3,2,4,4,130,5,37,73,26,39,17,21,102,41,41,19,1,8,94,3,13,17,16,24,14,15,0,0,0,102
101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,10,9,0,0,0,0,0,0,19,0,0,0,0,0,0,0,9,0,0,10,9,3,0,0,12,4,5,3,0,0,12,0,1,2,4,0,3,2,0,0,0,12
103,15,9,2,2,1,0,3,3,9,0,4,0,0,0,2,2,6,0,0,14,3,4,2,1,11,1,5,4,1,5,6,0,0,1,3,2,2,3,0,0,0,11
104,210,238,21,12,24,19,30,45,39,44,110,30,72,2,56,0,370,0,4,18,0,14,16,77,106,21,30,44,11,70,36,4,6,23,26,27,13,7,0,0,0,106
105,59,66,6,8,13,9,10,7,21,13,7,15,7,9,0,0,62,0,12,51,4,8,5,18,34,9,12,8,5,17,17,0,3,6,8,6,4,7,0,0,0,34
106,73,81,13,15,10,7,8,29,15,11,14,15,8,9,0,6,49,1,17,81,9,15,14,16,54,9,20,18,7,25,29,0,3,6,12,11,9,13,0,0,0,54
107,155,226,37,26,21,17,26,31,63,53,38,23,43,3,47,1,243,7,55,28,13,34,23,50,121,28,32,49,12,65,56,9,14,29,33,17,13,6,0,0,0,121
108,234,203,32,20,26,15,42,64,66,64,23,59,20,6,52,54,206,11,20,94,16,35,24,60,135,47,51,32,5,33,102,11,19,26,33,25,7,14,0,0,0,135
109,90,119,6,19,12,1,10,38,23,13,41,21,14,11,28,7,144,2,8,20,6,16,13,28,63,13,22,21,7,27,36,3,8,15,17,10,3,7,0,0,0,63
110,41,51,7,5,6,6,3,4,7,15,7,8,16,8,0,0,11,1,11,69,8,12,7,10,37,6,12,13,6,12,25,2,2,2,4,8,3,16,0,0,0,37
111,148,141,14,12,18,8,28,33,52,38,41,22,11,12,55,25,172,1,3,33,28,41,19,29,116,37,45,26,8,22,94,12,23,22,36,15,3,5,0,0,0,116
112,216,251,29,40,29,18,35,84,49,59,31,44,42,7,94,14,308,7,6,38,28,51,40,48,166,38,51,60,17,65,101,13,23,24,40,23,20,23,0,0,0,166
113,49,50,2,3,8,1,18,17,11,19,2,11,3,4,3,0,13,0,22,61,6,13,7,9,36,7,12,11,6,17,19,2,1,2,5,9,6,11,0,0,0,36
114,210,204,17,39,32,20,25,20,67,104,57,25,3,5,206,4,30,2,40,132,29,49,38,39,155,36,47,56,16,66,89,1,6,14,25,19,27,63,0,0,0,155
115,63,75,10,10,9,4,5,22,18,14,22,7,14,3,5,6,88,0,3,36,8,16,12,13,49,8,18,16,7,21,28,4,4,14,13,7,2,5,0,0,0,49
116,23,18,0,2,0,1,0,20,4,4,4,0,3,3,6,0,8,0,1,26,8,8,3,1,20,4,7,6,3,5,15,1,0,1,6,4,2,6,0,0,0,20
117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,21,58,2,1,8,7,3,5,11,14,8,6,9,5,4,8,52,3,0,12,3,8,6,9,26,3,9,10,4,13,13,1,1,4,6,7,3,4,0,0,0,26
119,52,86,5,6,1,2,10,34,17,16,16,26,5,0,20,13,61,6,1,37,28,26,11,5,70,14,20,29,7,16,54,5,9,12,13,10,10,11,0,0,0,70
120,77,71,6,12,14,4,15,16,22,17,16,15,11,0,18,4,103,0,7,16,1,9,8,22,40,6,14,13,7,24,16,3,1,8,10,8,4,6,0,0,0,40
121,254,355,44,29,34,12,49,110,63,85,70,50,41,22,43,72,251,13,4,226,48,77,50,58,232,56,76,75,25,75,157,22,32,38,60,41,15,24,0,0,0,232
122,4,2,1,0,0,0,0,3,0,0,0,2,0,0,0,3,0,0,0,3,0,1,1,0,2,0,0,2,0,1,1,0,0,0,0,0,1,1,0,0,0,2
123,6,7,0,0,2,0,3,2,0,3,3,0,0,0,0,4,9,0,0,0,0,1,1,1,4,0,1,3,0,3,1,0,0,0,1,2,1,0,0,0,0,4
124,42,40,3,3,0,0,9,29,14,9,10,2,3,0,2,0,22,0,1,57,22,17,4,2,46,7,16,16,7,7,39,3,1,3,11,8,7,13,0,0,0,46
125,31,49,1,2,3,0,1,26,23,11,11,2,0,0,7,0,14,1,0,58,23,17,4,1,45,7,16,15,7,10,35,3,1,3,11,8,6,13,0,0,0,45
126,34,55,3,4,3,0,11,15,6,12,15,14,0,6,13,4,42,0,0,30,8,12,7,6,33,6,12,10,5,11,22,2,1,5,5,6,6,8,0,0,0,33
127,93,108,19,18,15,6,13,27,34,12,23,13,11,10,45,4,110,2,11,29,6,15,13,26,61,10,22,22,7,30,31,0,4,11,13,16,7,10,0,0,0,61
128,5,2,0,0,2,1,3,1,0,0,0,0,0,0,0,1,2,0,0,4,0,0,0,0,2,0,0,2,0,1,1,0,0,0,2,0,0,0,0,0,0,2
129,15,24,0,2,1,2,24,4,0,0,5,1,0,0,0,0,13,0,1,25,8,7,4,1,19,2,7,7,3,7,12,1,0,1,2,0,6,9,0,0,0,19
130,17,10,0,2,1,0,1,0,0,6,3,6,6,2,0,0,0,0,0,27,6,5,1,1,14,0,8,4,2,4,10,0,0,1,3,4,1,5,0,0,0,14
131,2,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,3,1,1,0,0,2,0,0,2,0,0,2,0,0,0,0,0,2,0,0,0,0,2
132,13,19,0,0,0,0,4,8,7,1,1,7,4,0,2,0,8,1,0,21,13,7,1,0,21,2,8,8,3,1,20,1,0,4,3,4,2,7,0,0,0,21
133,120,74,2,2,2,3,7,56,48,16,12,25,15,6,12,7,51,0,18,106,114,32,5,0,151,34,47,55,15,2,149,17,13,19,25,31,13,33,0,0,0,151
134,74,55,2,3,7,6,13,12,3,39,16,20,6,2,16,0,102,0,4,7,4,10,8,18,39,11,14,9,5,15,24,4,6,10,12,2,0,5,0,0,0,39
135,160,176,0,2,3,6,12,58,47,15,42,84,54,13,64,9,26,14,6,217,114,65,14,7,200,47,64,65,24,6,194,24,17,25,35,39,16,44,0,0,0,200
136,9,10,3,1,3,0,0,0,5,3,0,2,2,0,0,0,0,0,0,19,3,3,1,1,9,1,3,4,1,5,4,0,0,1,1,2,2,3,0,0,0,9
137,27,36,5,6,10,2,6,15,8,3,4,2,2,0,2,9,34,0,3,15,12,13,4,2,31,8,12,7,4,6,25,2,2,5,8,6,3,5,0,0,0,31
138,235,201,41,31,15,7,46,77,47,49,46,45,22,10,59,3,97,1,42,234,33,54,36,42,165,44,53,51,17,65,100,3,9,27,19,40,26,41,0,0,0,165
139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,42,52,0,3,4,3,5,6,15,4,18,26,6,4,11,0,16,0,12,55,10,14,6,8,37,10,15,11,1,8,29,3,1,2,4,6,2,19,0,0,0,37
141,38,49,3,0,4,4,2,10,22,14,11,9,7,1,0,0,13,0,8,66,14,15,7,6,42,6,16,13,7,9,33,3,0,1,4,8,7,19,0,0,0,42
142,19,24,0,0,0,3,1,1,8,4,5,13,8,0,4,0,8,0,0,31,5,8,3,4,19,2,7,7,3,5,14,1,0,1,2,5,2,8,0,0,0,19
143,21,20,3,0,0,4,2,7,2,11,4,5,0,3,0,4,6,0,0,31,11,7,2,1,21,5,7,6,3,4,17,0,1,1,3,5,2,9,0,0,0,21
144,77,57,5,11,14,6,9,22,13,14,22,15,3,0,3,5,115,0,0,11,3,9,8,18,39,6,14,13,6,25,14,4,2,14,8,5,1,5,0,0,0,39
145,71,111,3,7,0,2,12,27,39,21,25,27,15,4,20,1,38,0,3,120,52,41,8,4,106,21,29,45,11,13,93,3,5,21,19,24,14,20,4,0,0,110
146,49,72,7,4,10,6,8,17,9,18,14,17,4,7,8,3,100,2,0,8,4,10,7,16,37,6,12,13,6,19,18,4,2,9,11,5,1,5,3,0,7,47
147,68,59,1,2,0,1,5,23,46,16,15,7,8,3,9,3,21,0,14,80,39,27,7,2,75,14,21,32,8,8,67,3,3,13,14,17,9,16,3,0,85,163
148,124,135,4,15,17,13,22,29,31,33,36,35,19,5,15,4,221,0,3,16,14,28,20,29,90,17,31,34,8,39,51,4,13,20,26,19,2,6,0,0,0,90
149,150,189,14,30,16,11,44,36,23,65,56,27,17,0,2,0,97,6,0,234,21,34,24,38,118,32,43,35,8,36,82,3,5,13,18,32,18,29,0,0,0,118
150,74,70,4,9,17,1,6,23,19,11,20,22,8,4,11,2,72,2,9,48,4,10,8,20,42,6,15,14,7,13,29,0,4,6,9,11,4,8,0,0,0,42
151,121,163,11,14,18,9,13,35,45,24,41,43,26,5,168,33,47,3,15,18,7,15,13,45,78,15,23,32,8,34,44,3,4,12,17,20,14,8,0,0,0,78
152,63,71,4,4,0,0,5,43,32,19,10,16,1,0,10,0,22,1,5,96,33,31,5,3,72,21,27,18,6,4,68,3,3,12,15,15,9,15,0,0,0,72
153,78,69,0,2,6,1,6,28,16,25,10,17,27,9,4,13,33,0,7,90,51,31,7,2,91,17,25,40,9,6,85,3,3,15,21,21,13,15,0,0,0,91
154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155,4,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,4,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1
156,68,85,19,14,12,8,20,18,15,12,17,8,5,5,19,1,78,5,7,43,6,12,10,19,48,7,18,16,7,23,25,3,2,10,12,10,4,7,0,0,0,48
157,36,32,0,2,0,0,3,18,10,6,4,14,8,3,0,3,42,0,4,19,17,13,4,2,37,6,12,13,6,5,32,3,1,6,9,9,3,6,0,0,0,37
158,31,34,7,5,7,0,5,2,8,3,13,14,1,0,0,19,38,0,0,8,10,11,6,3,31,5,10,11,5,15,16,2,1,5,7,9,3,4,0,0,0,31
159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
