region,job_01,job_02,job_03,job_04,job_05,job_06,job_07,job_08,job_09,job_10,job_11,job_12,job_13,job_14,lfp_black,lfp_hispanic,lfp_other,lfp_white
1,105708,62819,10882,315494,147589,138929,192759,97944,132480,194903,48810,15235,132477,73725,55684,541120,382280,627850
