region,job_01,job_02,job_03,job_04,job_05,job_06,job_07,job_08,job_09,job_10,job_11,job_12,job_13,job_14,lfp_black,lfp_hispanic,lfp_other,lfp_white
1,104328,62150,11048,308077,154661,137418,192884,101074,135600,180843,47791,16286,134489,76828,56339,547958,359424,637604
