region,job_01,job_02,job_03,job_04,job_05,job_06,job_07,job_08,job_09,job_10,job_11,job_12,job_13,job_14,lfp_black,lfp_hispanic,lfp_other,lfp_white
1,96148,63234,10237,287363,154411,130582,176204,102216,124914,170529,42769,17427,130246,76645,56416,521018,299097,643158
