region,job_01,job_02,job_03,job_04,job_05,job_06,job_07,job_08,job_09,job_10,job_11,job_12,job_13,job_14,lfp_black,lfp_hispanic,lfp_other,lfp_white
1,102394,61926,10929,303373,155972,135711,190045,101568,134051,169097,46767,16735,134234,77549,55925,544571,340733,637192
