region,job_01,job_02,job_03,job_04,job_05,job_06,job_07,job_08,job_09,job_10,job_11,job_12,job_13,job_14
1,97875,62159,10369,280632,153509,126475,165181,111954,121490,177019,37369,16700,124004,72259
