region,job_01,job_02,job_03,job_04,job_05,job_06,job_07,job_08,job_09,job_10,job_11,job_12,job_13,job_14,lfp_black,lfp_hispanic,lfp_other,lfp_white
1,100741,62446,10693,299711,155792,134198,187303,102018,132796,161712,46109,16998,133148,77628,55801,538256,327614,637174
