region,job_1,job_2,job_3,job_4,job_5,job_6,job_7,job_8,job_9,job_10,job_11,job_12,job_13,job_14,lfp_black,lfp_hispanic,lfp_other,lfp_hispanic
1,96148,63234,10237,287363,154411,130582,176204,102216,124914,170529,42769,17427,130246,76645,56416.1733281097,521018.89464199403,299097.01954939996,521018.89464199403
