region,job_1,job_2,job_3,job_4,job_5,job_6,job_7,job_8,job_9,job_10,job_11,job_12,job_13,job_14,lfp_black,lfp_hispanic,lfp_other,lfp_hispanic
1,104328,62150,11048,308077,154661,137418,192884,101074,135600,180843,47791,16286,134489,76828,56339.9987320699,547958.6716572391,359424.572635448,547958.6716572391
