mgra,Male,Female,Age_LT5,Age_5to9,Age_10to14,Age_15to17,Age_18to24,Age_25to34,Age_35to44,Age_45to54,Age_55to64,Age_65to74,Age_75to84,Age_85Plus,Asian,Black,Hispanic,Other_v2,TwoorMore,White,HHSize_1,HHSize_2,HHSize_3,HHSize_4Plus,Total_HH,HHWork_0,HHWork_1,HHWork_2,HHWork_3Plus,HHChild_0,HHChild_1Plus,HHInc_0to14999,HHInc_15000to29999,HHInc_30000to59999,HHInc_60000to99999,HHInc_100000to149999,HHInc_150000to199999,HHInc_200000Plus,gq_college_pop,gq_mil_pop,gq_other_pop,Total_HH_GQ
2805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2806,45,63,4,4,4,8,9,17,28,11,13,8,2,0,21,0,26,0,7,54,21,20,8,5,54,12,21,14,7,42,12,1,0,6,7,13,10,17,0,0,0,54
2807,30,41,2,4,2,1,3,8,9,5,10,20,7,0,9,3,16,1,0,42,12,13,7,3,35,5,12,12,6,22,13,0,0,1,2,8,7,17,0,0,0,35
2808,36,46,3,8,9,2,3,8,7,16,12,7,4,3,3,0,20,0,2,57,10,10,6,8,34,5,12,11,6,21,13,0,0,7,6,6,2,13,0,0,0,34
2809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2810,35,63,8,4,2,5,7,16,6,23,10,6,6,5,0,0,82,0,0,16,2,6,7,13,28,3,9,11,5,18,10,2,5,6,9,4,1,1,0,0,0,28
2811,7,5,0,0,0,0,8,2,0,2,0,0,0,0,0,0,8,0,0,4,0,4,0,0,4,0,2,2,0,4,0,0,0,4,0,0,0,0,0,0,0,4
2812,50,41,1,12,4,4,5,10,2,11,12,7,17,6,18,0,3,6,0,64,8,14,8,7,37,6,12,13,6,26,11,0,3,5,6,9,5,9,0,0,0,37
2813,42,46,5,2,0,3,8,26,16,6,6,8,6,2,3,0,20,1,0,64,21,17,6,3,47,9,17,14,7,41,6,5,2,10,11,7,7,5,0,0,0,47
2814,36,22,0,2,5,2,0,0,6,5,27,6,1,4,1,0,42,0,0,15,3,8,5,7,23,4,7,8,4,13,10,0,4,9,5,2,3,0,0,0,0,23
2815,157,172,6,6,7,1,41,120,41,42,40,16,7,2,29,20,66,1,2,211,130,72,13,3,218,52,76,66,24,205,13,18,14,46,32,37,19,52,0,0,0,218
2816,14,20,4,2,1,0,5,2,7,10,2,1,0,0,0,0,15,0,0,19,5,5,4,1,15,1,7,5,2,11,4,3,0,2,1,6,1,2,0,0,0,15
2817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2818,61,90,9,13,11,6,19,12,15,15,7,20,17,7,8,0,48,4,6,85,13,19,11,13,56,10,20,19,7,30,26,3,7,12,13,8,9,4,0,0,16,72
2819,34,54,3,3,6,0,4,16,18,15,8,11,0,4,3,8,21,0,5,51,21,18,6,3,48,7,18,16,7,39,9,0,3,11,13,9,4,8,0,0,0,48
2820,2,5,0,0,0,0,0,2,2,1,0,2,0,0,0,0,0,0,0,7,1,3,0,0,4,3,1,0,0,4,0,0,1,0,2,0,1,0,0,0,0,4
2821,321,332,47,38,45,46,60,67,54,58,88,90,45,15,3,1,633,0,0,16,20,47,32,90,189,53,65,51,20,76,113,13,29,49,64,26,3,5,0,0,0,189
2822,313,413,10,15,1,0,25,290,185,58,12,52,61,17,39,54,276,0,30,327,380,159,15,4,558,142,197,166,53,523,35,92,58,82,103,85,21,117,0,0,0,558
2823,21,43,4,3,10,1,0,10,9,10,7,5,0,5,5,1,39,0,0,19,2,6,4,8,20,2,8,7,3,11,9,0,4,3,6,5,2,0,0,0,0,20
2824,37,56,9,9,6,2,3,8,9,7,7,9,13,11,2,9,38,0,0,44,21,18,7,3,49,8,18,16,7,39,10,9,8,12,7,7,4,2,0,0,0,49
2825,33,40,5,9,2,2,4,5,10,15,12,4,3,2,27,1,18,0,6,21,8,10,5,6,29,13,11,3,2,24,5,0,0,4,6,6,3,10,0,0,0,29
2826,292,295,34,56,38,22,23,92,108,98,65,39,11,1,260,20,251,12,18,26,15,41,27,87,170,38,57,57,18,80,90,1,7,5,24,45,50,38,0,0,0,170
2827,59,76,13,9,11,8,14,10,20,27,7,11,4,1,11,0,111,0,3,10,1,8,5,21,35,7,12,10,6,13,22,3,6,12,12,2,0,0,0,0,0,35
2828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2829,89,93,14,19,12,6,7,18,37,21,19,13,12,4,7,2,63,0,14,96,18,26,13,14,71,17,22,25,7,47,24,0,5,3,11,23,11,18,0,0,0,71
2830,19,25,3,3,0,0,2,12,7,0,4,7,3,3,0,0,10,0,0,34,6,5,3,2,16,2,7,5,2,9,7,0,3,6,1,2,1,3,0,0,0,16
2831,30,26,6,2,3,3,5,6,9,1,4,12,0,5,0,0,28,0,0,28,5,6,6,4,21,2,9,7,3,12,9,0,4,0,8,4,3,2,0,0,0,21
2832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2833,21,29,5,1,1,0,3,3,21,5,1,0,7,3,4,7,13,0,0,26,21,11,2,0,34,5,12,11,6,29,5,4,6,6,10,3,5,0,0,0,0,34
2834,247,261,5,6,1,3,2,173,157,58,32,30,30,11,56,1,98,8,69,276,220,105,22,3,350,81,127,108,34,345,5,17,2,44,33,116,61,77,0,0,0,350
2835,58,87,3,0,2,0,15,18,23,25,19,16,17,7,13,15,44,0,6,67,96,21,3,0,120,27,31,50,12,120,0,11,14,24,35,19,12,5,0,0,0,120
2836,253,12,0,0,0,0,0,130,0,0,1,134,0,0,0,0,28,0,0,237,125,47,5,0,177,42,62,57,16,167,10,89,0,0,43,45,0,0,0,0,0,177
2837,27,33,1,1,6,2,2,8,10,6,8,6,9,1,0,0,10,1,4,45,6,9,4,5,24,6,8,9,1,15,9,0,0,2,0,8,2,12,0,0,0,24
2838,74,21,1,0,0,1,6,25,15,15,10,13,5,4,4,3,41,0,3,44,38,27,5,2,72,14,24,26,8,66,6,13,6,5,15,5,8,20,0,0,0,72
2839,101,144,15,26,8,7,17,46,42,34,19,13,6,12,18,52,119,1,2,53,38,45,15,16,114,25,38,39,12,90,24,16,15,35,27,16,4,1,0,0,0,114
2840,92,95,7,25,10,3,6,35,30,16,30,16,6,3,3,6,60,1,24,93,19,28,12,14,73,18,23,25,7,49,24,0,4,6,13,23,12,15,0,0,0,73
2841,107,142,0,2,0,3,1,51,27,12,33,68,42,10,39,6,29,7,7,161,84,48,11,5,148,32,49,52,15,145,3,11,10,12,12,25,21,57,0,0,0,148
2842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2843,16,24,1,3,4,2,5,3,9,3,3,7,0,0,2,0,36,1,0,1,0,5,3,5,13,2,6,4,1,7,6,1,3,3,5,1,0,0,0,0,0,13
2844,46,45,10,3,3,1,19,10,11,9,6,11,6,2,4,0,42,4,1,40,18,20,6,3,47,8,18,14,7,34,13,2,4,13,14,8,3,3,0,0,0,47
2845,58,81,9,11,6,4,2,14,21,18,21,17,13,3,38,0,84,0,1,16,3,12,10,15,40,6,15,12,7,20,20,3,7,10,9,9,0,2,0,0,0,40
2846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2847,21,40,4,8,1,1,5,8,8,10,7,3,6,0,0,0,54,0,0,7,5,10,5,4,24,3,8,9,4,13,11,2,3,8,9,2,0,0,0,0,0,24
2848,36,35,1,2,5,3,7,15,19,4,1,10,3,1,5,0,29,1,0,36,12,15,4,3,34,9,13,7,5,27,7,0,5,5,10,4,3,7,0,0,0,34
2849,37,55,2,9,1,2,9,32,21,9,3,3,0,1,5,0,25,4,0,58,24,19,5,3,51,18,18,13,2,50,1,3,2,4,11,17,8,6,0,0,0,51
2850,18,20,1,3,1,3,4,9,9,0,3,2,2,1,0,1,3,0,0,34,10,7,2,0,19,3,7,6,3,15,4,0,0,5,3,2,2,7,0,0,0,19
2851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2852,112,153,7,9,17,6,19,27,30,40,25,34,29,22,62,6,28,7,8,154,17,31,18,28,94,22,34,30,8,65,29,0,6,14,11,27,12,24,0,0,0,94
2853,15,23,0,0,5,0,25,1,3,0,2,2,0,0,2,4,6,0,2,24,6,6,4,2,18,2,7,6,3,12,6,0,3,2,0,2,4,7,0,0,0,18
2854,142,129,11,5,1,3,15,79,57,22,59,11,5,3,34,9,124,0,3,101,79,61,14,4,158,36,52,54,16,147,11,5,6,39,39,35,23,11,0,0,0,158
2855,150,140,9,17,21,15,14,44,50,35,31,21,25,8,143,5,101,1,9,31,8,28,16,39,91,17,27,38,9,44,47,6,7,24,24,17,9,4,0,0,0,91
2856,15,37,0,2,0,5,31,3,0,3,4,1,0,3,4,0,5,0,2,41,6,5,5,5,21,2,8,8,3,14,7,0,0,3,3,1,7,7,0,0,0,21
2857,16,8,0,0,0,0,6,3,7,0,2,6,0,0,0,2,7,0,1,14,8,5,2,0,15,2,7,4,2,15,0,0,1,3,4,2,2,3,0,0,0,15
2858,30,29,2,1,3,0,6,3,10,13,7,10,1,3,1,0,11,0,0,47,10,12,4,2,28,5,9,10,4,22,6,0,3,4,2,6,5,8,0,0,0,28
2859,180,181,17,15,9,3,35,138,45,24,28,35,9,3,40,14,69,18,70,150,105,81,20,9,215,52,69,69,25,196,19,5,10,33,60,72,14,21,0,0,0,215
2860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2861,52,39,3,3,0,0,14,22,20,8,8,9,4,0,0,0,26,1,9,55,23,17,6,2,48,11,18,13,6,43,5,3,1,6,4,9,3,22,0,0,0,48
2862,8,18,0,2,1,0,1,7,6,1,5,1,0,2,0,0,8,0,1,17,4,5,2,2,13,2,6,4,1,11,2,0,0,3,4,3,1,2,0,0,0,13
2863,5,8,0,0,0,1,0,1,3,2,4,2,0,0,0,0,1,0,1,11,2,2,2,0,6,1,2,3,0,3,3,0,0,1,2,0,0,3,0,0,0,6
2864,11,9,0,1,0,0,0,8,4,1,4,2,0,0,4,2,13,0,0,1,4,8,1,0,13,1,6,5,1,10,3,0,3,3,3,2,2,0,0,0,0,13
2865,14,15,0,0,2,1,1,6,0,3,4,10,2,0,0,0,1,0,0,28,4,5,2,1,12,1,6,4,1,9,3,4,0,0,2,2,1,3,0,0,0,12
2866,24,18,0,0,3,0,3,5,3,4,9,12,0,3,3,0,3,0,1,35,5,7,4,3,19,5,9,4,1,15,4,0,0,0,8,4,2,5,0,0,0,19
2867,41,60,1,6,0,0,11,22,25,9,16,9,0,2,5,2,23,1,2,68,24,22,7,3,56,10,21,18,7,49,7,4,4,6,13,17,5,7,0,0,0,56
2868,5,4,0,1,0,0,0,3,1,0,1,0,0,3,0,0,5,0,0,4,0,3,0,0,3,0,2,1,0,3,0,1,0,0,1,0,1,0,0,0,0,3
2869,43,65,6,11,7,3,9,22,18,13,4,9,4,2,0,0,56,0,5,47,4,7,4,15,30,7,11,8,4,15,15,0,0,8,7,6,2,7,0,0,0,30
2870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2871,23,41,6,5,2,1,4,14,11,3,9,1,5,3,0,2,18,0,0,44,6,9,4,7,26,15,7,4,0,26,0,0,0,3,3,6,1,13,0,0,0,26
2872,25,39,2,1,3,0,1,20,6,3,6,11,11,0,6,1,29,1,0,27,11,11,5,4,31,8,12,8,3,27,4,3,4,5,6,6,2,5,0,0,0,31
2873,49,51,3,5,9,0,19,11,9,14,7,8,9,6,0,2,91,0,0,7,0,8,5,13,26,6,10,10,0,12,14,2,3,10,7,3,1,0,0,0,0,26
2874,73,49,3,9,11,4,10,21,20,19,4,7,11,3,7,5,86,0,9,15,12,16,8,10,46,14,17,12,3,33,13,8,8,17,7,6,0,0,0,0,0,46
2875,1,2,0,0,1,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1
2876,81,56,10,9,7,8,8,16,19,24,11,13,10,2,10,18,47,4,7,51,9,17,7,15,48,15,21,7,5,38,10,0,5,8,13,10,7,5,0,0,0,48
2877,27,34,6,3,2,0,5,6,16,6,5,7,2,3,6,13,27,0,0,15,3,6,2,10,21,8,7,6,0,16,5,2,0,5,9,2,0,3,0,0,0,21
2878,108,86,13,10,2,3,9,56,40,20,6,22,7,6,3,13,34,0,25,119,61,35,12,5,113,30,35,39,9,106,7,5,8,22,33,23,8,14,0,0,0,113
2879,8,12,0,1,2,0,0,2,3,1,2,2,7,0,0,0,2,0,0,18,3,3,2,0,8,4,3,1,0,7,1,0,5,0,1,0,0,2,0,0,0,8
2880,12,6,0,5,2,0,2,3,3,0,0,0,0,3,0,0,13,0,0,5,2,2,2,0,6,1,2,3,0,4,2,0,1,4,1,0,0,0,0,0,0,6
2881,24,28,4,0,0,0,5,7,3,2,10,14,4,3,6,1,8,0,0,37,17,11,3,0,31,6,10,10,5,29,2,4,2,5,6,6,2,6,0,0,0,31
2882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2883,132,65,8,21,16,0,9,65,23,14,15,1,17,8,5,30,92,5,0,65,104,40,4,0,148,32,52,51,13,141,7,32,17,24,30,24,0,21,0,0,0,148
2884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2885,129,138,16,9,0,1,18,110,53,13,13,25,4,5,17,23,91,0,2,134,73,54,16,6,149,33,54,47,15,134,15,10,11,33,33,38,8,16,0,0,0,149
2886,47,63,10,15,7,2,12,15,9,11,15,7,6,1,1,15,67,3,4,20,5,11,6,11,33,8,11,9,5,17,16,0,3,11,9,6,2,2,0,0,0,33
2887,116,146,7,5,0,0,10,99,53,43,9,22,3,11,20,14,81,0,40,107,136,59,6,2,203,50,73,57,23,188,15,32,19,29,40,31,10,42,0,0,0,203
2888,78,114,11,8,0,3,13,25,32,10,26,29,31,4,30,8,27,2,3,122,62,40,10,4,116,29,36,41,10,113,3,9,6,16,18,27,10,30,0,0,0,116
2889,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,5,6
2890,8,4,0,2,1,0,0,6,2,1,0,0,0,0,0,0,7,0,0,5,1,1,0,2,4,0,1,3,0,1,3,1,0,2,0,0,1,0,0,0,67,71
2891,145,75,7,6,13,3,40,60,26,17,6,10,27,5,57,0,48,10,6,99,23,37,17,16,93,19,32,34,8,78,15,9,6,5,17,19,12,25,0,0,0,93
2892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2893,212,172,10,12,11,4,19,135,71,30,52,31,5,4,49,15,123,6,60,131,102,87,17,9,215,53,73,64,25,195,20,7,19,53,79,24,20,13,0,0,0,215
2894,32,52,4,3,9,0,1,3,17,12,11,12,10,2,1,0,19,1,3,60,8,15,7,7,37,16,14,6,1,36,1,0,0,2,8,6,3,18,0,0,0,37
2895,17,34,3,1,0,0,11,8,6,2,1,16,0,3,1,0,23,2,0,25,10,10,4,2,26,4,9,9,4,17,9,0,0,6,10,7,2,1,0,0,0,26
2896,150,118,12,10,7,2,25,60,35,28,26,31,27,5,14,4,72,0,11,167,106,58,10,3,177,43,66,58,10,167,10,9,13,22,55,40,4,34,0,0,0,177
2897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2898,25,55,8,6,6,3,4,18,7,8,6,7,6,1,2,1,68,0,0,9,2,6,5,11,24,3,8,9,4,12,12,1,5,7,7,3,0,1,0,0,0,24
2899,45,50,5,10,6,0,0,6,6,17,12,16,11,6,3,1,13,2,2,74,14,15,7,8,44,7,16,14,7,34,10,1,0,3,7,5,7,21,0,0,0,44
2900,15,12,2,3,4,3,0,3,4,3,2,3,0,0,2,8,10,1,0,6,4,5,0,1,10,2,3,4,1,6,4,0,0,1,3,3,2,1,0,0,0,10
2901,73,113,10,13,5,4,11,28,32,33,19,12,14,5,27,14,91,0,1,53,20,29,15,13,77,16,26,27,8,55,22,0,8,18,28,13,7,3,0,0,0,77
2902,37,38,4,4,3,3,2,3,11,7,6,21,8,3,0,0,12,2,3,58,17,15,6,3,41,6,15,13,7,32,9,5,2,6,0,8,8,12,0,0,0,41
2903,164,114,14,12,9,1,23,50,37,33,37,36,18,8,27,20,88,0,11,132,132,49,4,0,185,45,69,55,16,175,10,16,17,31,36,43,19,23,0,0,12,197
2904,150,142,17,8,15,10,8,24,55,33,26,38,50,8,56,3,24,2,8,199,37,51,19,21,128,29,42,43,14,94,34,7,0,6,7,17,19,72,0,0,0,128
2905,26,15,1,3,7,4,1,1,5,5,5,4,3,2,0,0,9,0,0,32,5,7,3,3,18,4,7,6,1,12,6,0,0,1,3,5,3,6,0,0,0,18
2906,41,59,18,15,15,2,2,13,26,1,0,4,1,3,8,12,42,0,0,38,2,9,5,10,26,3,9,10,4,5,21,4,0,13,3,5,1,0,0,0,0,26
2907,137,132,12,27,24,14,26,27,44,24,20,28,16,7,89,24,83,3,38,32,12,24,14,36,86,18,30,30,8,42,44,2,14,14,21,26,6,3,0,0,0,86
2908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2909,38,44,11,3,8,0,2,14,12,9,6,11,4,2,10,3,50,0,3,16,6,8,4,9,27,3,9,10,5,13,14,0,3,7,7,7,3,0,0,0,0,27
2910,20,16,0,8,0,0,9,4,6,6,0,0,0,3,0,0,17,0,1,18,2,3,3,4,12,1,6,4,1,7,5,0,0,2,1,3,3,3,0,0,0,12
2911,213,222,15,7,13,21,46,38,39,72,65,52,53,14,93,78,197,3,21,43,16,36,24,57,133,29,44,46,14,72,61,9,7,17,51,16,21,12,0,0,0,133
2912,8,20,0,0,0,0,4,3,7,3,3,8,0,0,2,0,25,0,0,1,2,4,1,2,9,1,4,3,1,5,4,5,1,2,1,0,0,0,0,0,0,9
2913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2914,63,82,9,9,11,9,18,17,15,8,19,20,9,1,1,0,69,0,15,60,9,18,12,13,52,9,19,17,7,28,24,4,7,6,22,4,4,5,0,0,0,52
2915,31,34,2,5,0,3,4,11,9,4,11,13,1,2,0,2,20,2,5,36,5,7,4,7,23,2,9,8,4,10,13,3,0,6,5,2,3,4,0,0,0,23
2916,213,328,49,31,24,4,19,184,96,33,33,41,16,11,39,28,336,0,3,135,119,114,29,22,284,84,108,65,27,251,33,24,32,44,64,54,56,10,0,0,0,284
2917,222,311,47,37,23,9,12,149,105,51,42,43,10,5,51,69,285,2,3,123,120,113,28,19,280,82,112,69,17,254,26,25,35,41,63,51,57,8,0,0,0,280
2918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211,211
2919,35,31,9,10,9,1,4,6,12,4,2,7,2,0,2,0,23,0,0,41,5,9,5,6,25,6,7,8,4,15,10,0,0,5,6,5,3,6,0,0,0,25
2920,18,22,2,3,4,1,6,4,4,6,3,6,1,0,0,0,9,0,1,30,5,5,5,3,18,2,7,6,3,12,6,0,2,0,4,2,2,8,0,0,0,18
2921,32,42,0,3,2,5,6,7,15,11,0,21,4,0,1,0,18,0,0,55,13,11,7,2,33,6,12,10,5,27,6,2,10,8,4,3,2,4,0,0,0,33
2922,23,30,0,2,3,8,0,7,12,10,3,5,3,0,1,3,20,1,0,28,10,8,3,2,23,4,8,7,4,16,7,3,4,1,7,4,1,3,0,0,0,23
2923,4,5,0,0,0,0,0,3,1,3,2,0,0,0,0,0,0,0,0,9,2,0,2,0,4,0,1,3,0,4,0,0,0,2,0,0,1,1,0,0,0,4
2924,111,134,28,16,14,9,17,33,37,28,18,10,22,13,29,20,152,0,17,27,17,28,16,28,89,20,32,29,8,51,38,6,14,25,23,12,4,5,0,0,0,89
2925,4,16,2,4,2,0,0,1,3,3,0,5,0,0,0,0,5,0,0,15,2,3,2,2,9,1,3,4,1,6,3,0,2,0,1,2,0,4,0,0,0,9
2926,43,41,2,6,13,6,3,0,12,12,9,19,0,2,0,0,24,1,0,59,7,10,9,8,34,5,12,11,6,21,13,0,0,0,8,7,5,14,0,0,0,34
2927,44,42,7,2,5,2,8,13,3,5,16,9,15,1,0,2,13,5,0,66,8,12,9,7,36,5,12,13,6,25,11,0,0,5,5,9,4,13,0,0,0,36
2928,64,85,8,4,2,0,9,49,28,24,8,10,2,5,2,8,36,2,6,95,35,32,9,3,79,18,25,28,8,72,7,3,7,16,22,10,11,10,0,0,0,79
2929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2930,79,75,4,9,9,1,6,43,35,12,18,4,10,3,9,0,53,3,10,79,47,33,8,2,90,21,34,28,7,84,6,4,7,16,19,15,14,15,0,0,0,90
2931,73,75,7,7,5,2,6,29,35,11,20,8,12,6,8,2,58,0,2,78,44,31,8,3,86,23,37,20,6,80,6,4,7,15,19,15,11,15,0,0,0,86
2932,10,6,0,3,0,0,0,2,2,1,2,4,2,0,4,0,1,0,0,11,2,3,2,0,7,3,3,1,0,7,0,0,0,0,2,0,1,4,0,0,0,7
2933,150,186,19,17,20,14,16,53,41,32,30,34,38,22,98,10,185,5,6,32,27,46,19,37,129,39,49,31,10,91,38,31,27,29,32,6,0,4,0,0,0,129
2934,130,119,11,21,16,5,6,16,17,29,50,27,35,16,32,16,45,7,12,137,16,30,17,27,90,17,27,38,8,63,27,1,0,13,12,7,11,46,0,0,0,90
2935,14,12,1,4,2,0,3,3,0,7,1,0,4,1,0,0,9,0,1,16,3,3,3,1,10,1,4,4,1,5,5,0,0,2,3,3,1,1,0,0,0,10
2936,72,78,12,8,9,4,16,15,19,19,29,8,8,3,4,13,114,0,3,16,7,13,9,19,48,14,17,13,4,28,20,0,6,14,11,11,6,0,0,0,0,48
2937,30,29,3,9,5,4,1,8,7,5,5,8,0,4,1,0,35,0,2,21,2,5,4,8,19,2,7,7,3,12,7,0,0,4,5,2,1,7,0,0,0,19
2938,35,41,5,9,4,2,3,13,14,11,9,3,3,0,2,3,54,0,0,17,6,9,5,7,27,3,9,10,5,13,14,5,1,7,12,2,0,0,0,0,0,27
2939,86,95,6,3,5,0,11,59,40,7,28,11,1,10,19,8,86,0,3,65,53,40,8,5,106,21,33,41,11,99,7,7,5,21,26,27,14,6,0,0,0,106
2940,65,62,11,6,9,3,9,27,21,10,20,10,1,0,3,12,71,1,4,36,7,11,10,15,43,7,15,14,7,18,25,3,7,8,9,9,4,3,0,0,0,43
2941,32,36,4,3,3,2,5,8,19,9,0,10,5,0,0,0,33,0,0,35,12,14,5,3,34,6,12,10,6,27,7,0,10,4,7,5,3,5,0,0,0,34
2942,54,43,0,0,0,0,43,54,0,0,0,0,0,0,0,0,0,0,0,97,34,23,5,2,64,11,22,24,7,60,4,0,0,34,0,0,0,30,0,0,0,64
2943,160,157,25,24,20,13,19,51,43,46,35,18,16,7,63,10,171,4,10,59,9,25,17,45,96,17,31,39,9,46,50,6,4,19,22,24,10,11,0,0,0,96
2944,42,62,11,4,0,0,19,13,10,11,2,19,11,4,8,0,19,0,2,75,44,21,4,0,69,15,23,24,7,69,0,4,7,17,15,12,6,8,0,0,0,69
2945,50,53,4,10,7,8,14,13,5,9,8,10,11,4,3,0,17,0,9,74,13,17,8,6,44,13,17,11,3,32,12,2,4,6,3,12,3,14,0,0,0,44
2946,183,163,24,32,19,12,30,98,63,28,17,10,10,3,14,8,111,9,32,172,60,61,22,21,164,45,55,47,17,128,36,6,9,36,43,41,10,19,0,0,0,164
2947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2948,36,38,4,4,0,2,0,27,6,8,7,4,5,7,2,0,27,2,0,43,22,14,5,2,43,7,16,13,7,35,8,0,5,8,11,11,4,4,0,0,0,43
2949,59,60,13,10,9,4,13,13,14,16,11,9,4,3,24,6,65,1,12,11,3,9,6,17,35,5,12,12,6,17,18,4,7,7,8,7,2,0,0,0,0,35
2950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2951,35,58,8,8,1,0,0,20,23,12,5,11,2,3,0,0,20,0,0,73,7,13,6,9,35,9,13,8,5,23,12,4,0,13,4,5,4,5,0,0,0,35
2952,21,25,3,1,0,1,5,6,10,12,2,4,2,0,1,2,42,1,0,0,1,5,2,7,15,3,6,4,2,9,6,2,4,4,4,1,0,0,0,0,0,15
2953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2956,43,55,11,9,8,10,8,10,14,16,7,5,0,0,6,0,46,0,3,43,2,8,5,12,27,4,9,9,5,10,17,4,0,11,7,4,0,1,0,0,0,27
2957,35,33,1,4,8,2,6,7,7,10,8,9,5,1,0,0,19,0,1,48,5,9,6,6,26,3,9,10,4,16,10,0,1,2,2,7,5,9,0,0,0,26
2958,128,124,10,13,13,11,24,44,42,30,24,15,20,6,28,11,60,1,19,133,26,33,16,23,98,21,32,36,9,60,38,2,13,18,20,16,14,15,0,0,0,98
2959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2960,132,204,11,27,16,15,15,34,45,41,53,45,30,4,10,3,114,20,7,182,18,39,23,38,118,26,32,48,12,61,57,6,16,28,31,16,11,10,0,0,0,118
2961,63,67,5,14,17,11,6,6,21,32,12,6,0,0,48,3,24,3,0,52,9,16,9,13,47,7,17,16,7,21,26,5,1,2,0,4,6,29,0,0,0,47
