region,job_1,job_2,job_3,job_4,job_5,job_6,job_7,job_8,job_9,job_10,job_11,job_12,job_13,job_14,lfp_black,lfp_hispanic,lfp_other,lfp_hispanic
1,97252,62925,10388,291479,154076,132195,180935,100137,128933,171831,45101,17339,131818,77233,55922.8716501996,530458.047379357,313578.521089405,530458.047379357
