mgra,Male,Female,Age_LT5,Age_5to9,Age_10to14,Age_15to17,Age_18to24,Age_25to34,Age_35to44,Age_45to54,Age_55to64,Age_65to74,Age_75to84,Age_85Plus,Asian,Black,Hispanic,Other_v2,TwoorMore,White,HHSize_1,HHSize_2,HHSize_3,HHSize_4Plus,Total_HH,HHWork_0,HHWork_1,HHWork_2,HHWork_3Plus,HHChild_0,HHChild_1Plus,HHInc_0to14999,HHInc_15000to29999,HHInc_30000to59999,HHInc_60000to99999,HHInc_100000to149999,HHInc_150000to199999,HHInc_200000Plus,gq_college_pop,gq_mil_pop,gq_other_pop,Total_HH_GQ
17,31,55,2,3,0,0,6,12,16,11,4,18,11,3,2,4,43,0,3,34,21,18,6,3,48,9,18,14,7,42,6,3,3,12,12,12,4,2,0,0,0,48
18,33,37,3,4,2,3,10,2,9,8,10,4,10,5,1,0,10,1,4,54,7,11,8,3,29,3,10,11,5,17,12,0,2,4,5,7,5,6,0,0,0,29
19,11,14,1,0,0,0,1,1,10,0,4,5,2,1,4,0,2,0,2,17,6,4,2,2,14,3,7,3,1,12,2,2,0,0,1,2,2,7,0,0,0,14
20,72,56,3,10,10,7,10,10,26,12,20,12,0,8,0,2,99,1,14,12,11,16,8,14,49,8,18,16,7,28,21,9,11,17,7,5,0,0,0,0,0,49
21,43,44,5,0,6,4,8,10,16,4,13,19,2,0,3,0,15,0,17,52,5,9,7,13,34,5,12,11,6,22,12,0,3,6,3,6,0,16,0,0,0,34
22,6,40,0,0,5,0,4,6,14,5,9,3,0,0,11,1,16,4,5,9,4,5,5,4,18,2,7,6,3,12,6,4,4,3,3,1,3,0,0,0,0,18
23,30,46,3,4,9,0,10,13,2,16,10,3,2,4,1,5,43,1,2,24,3,9,4,7,23,7,8,7,1,17,6,3,2,3,5,5,4,1,0,0,0,23
24,69,81,11,13,16,1,9,14,11,18,16,21,12,8,11,8,120,0,4,7,3,8,8,23,42,6,15,14,7,23,19,5,7,12,10,7,1,0,0,0,0,42
25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,85,110,6,5,9,6,23,17,27,26,40,21,8,7,36,9,67,2,26,55,13,22,16,20,71,17,22,24,8,45,26,4,8,14,8,16,10,11,0,0,0,71
28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,43,27,0,0,0,0,0,27,6,14,20,3,0,0,0,3,26,0,2,39,10,13,5,5,33,5,13,10,5,28,5,5,5,9,8,6,0,0,0,0,0,33
30,93,104,12,15,16,10,9,8,37,33,31,16,1,9,83,2,22,2,10,78,12,20,12,26,70,16,23,24,7,34,36,0,4,3,5,16,11,31,0,0,0,70
31,251,226,19,25,41,30,42,90,80,80,47,13,8,2,93,21,233,0,33,97,32,55,35,55,177,49,61,49,18,110,67,6,19,60,41,23,14,14,0,0,0,177
32,87,98,15,17,16,7,30,35,27,13,6,3,14,2,25,6,40,3,28,83,17,25,11,21,74,18,23,26,7,35,39,5,0,14,20,15,7,13,0,0,0,74
33,27,18,4,4,0,1,4,1,7,5,3,9,7,0,0,0,9,0,0,36,6,7,5,2,20,4,7,6,3,14,6,0,0,5,3,2,3,7,0,0,0,20
34,110,145,13,15,11,1,30,31,28,34,47,16,16,13,17,16,96,4,15,107,19,35,17,26,97,23,30,35,9,56,41,8,6,35,25,16,7,0,0,0,0,97
35,21,27,3,4,0,2,6,2,7,8,2,1,10,3,0,0,18,0,0,30,2,8,5,3,18,2,7,6,3,11,7,0,0,2,1,6,1,8,0,0,0,18
36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,52,48,7,8,6,4,13,11,12,6,13,4,16,0,9,6,21,1,5,58,7,12,7,10,36,7,12,11,6,19,17,0,6,6,5,6,6,7,0,0,0,36
38,62,87,8,7,8,8,4,31,32,9,19,7,11,5,9,27,50,1,4,58,23,30,9,6,68,18,27,17,6,55,13,2,7,15,15,17,8,4,0,0,0,68
39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,42,46,4,4,8,4,12,6,10,10,2,16,5,7,2,1,18,2,4,61,10,15,6,6,37,10,13,9,5,26,11,4,3,6,2,8,4,10,0,0,0,37
41,20,15,0,0,2,2,2,1,11,6,3,8,0,0,1,0,8,1,1,24,5,5,3,2,15,3,6,4,2,12,3,0,0,1,4,0,2,8,0,0,0,15
42,16,3,3,0,1,0,7,2,1,0,1,0,4,0,3,0,7,1,0,8,3,3,2,1,9,1,3,4,1,4,5,1,0,1,0,4,0,3,0,0,0,9
43,35,46,4,8,3,4,4,7,11,9,18,7,5,1,6,0,49,0,5,21,3,5,4,11,23,4,8,7,4,14,9,0,0,6,4,5,2,6,0,0,0,23
44,18,22,0,9,0,0,5,11,5,5,2,2,0,1,1,0,5,0,0,34,6,8,4,2,20,4,8,5,3,17,3,1,2,4,5,6,0,2,0,0,0,20
45,64,95,6,7,13,4,13,16,17,31,11,21,12,8,13,1,87,5,11,42,9,15,8,19,51,13,18,14,6,28,23,0,0,13,12,16,4,6,0,0,0,51
46,8,13,0,2,5,3,1,4,3,0,2,1,0,0,0,1,0,0,0,20,4,5,0,1,10,2,3,4,1,5,5,0,0,1,2,2,2,3,0,0,0,10
47,65,92,9,10,15,1,6,39,21,21,6,9,20,0,18,18,80,5,2,34,24,28,10,10,72,15,23,26,8,54,18,7,11,23,17,11,1,2,0,0,37,109
48,133,197,10,22,22,16,36,60,42,28,44,22,17,11,34,23,183,6,10,74,18,34,23,40,115,31,39,37,8,73,42,9,10,27,33,26,10,0,0,0,0,115
49,142,124,3,12,6,0,1,55,59,43,29,24,17,17,29,41,52,1,1,142,155,42,5,2,204,51,72,57,24,194,10,12,5,50,11,11,45,70,0,0,0,204
50,10,11,0,0,0,0,1,7,6,3,2,0,0,2,1,0,2,1,1,16,5,3,2,0,10,2,3,4,1,8,2,0,0,2,2,2,2,2,0,0,0,10
51,34,38,3,1,6,4,5,3,11,17,0,6,11,5,8,2,48,0,0,14,4,7,6,8,25,5,7,9,4,14,11,2,4,4,7,6,2,0,0,0,0,25
52,6,9,2,0,1,0,4,5,2,1,0,0,0,0,0,0,15,0,0,0,0,2,0,3,5,1,1,3,0,2,3,0,0,5,0,0,0,0,0,0,0,5
53,185,213,21,17,23,13,32,38,54,44,56,54,35,11,207,35,116,2,5,33,17,33,26,51,127,36,45,37,9,89,38,7,11,28,27,32,11,11,0,0,0,127
54,70,104,25,12,16,8,9,16,33,27,3,16,9,0,9,18,76,0,2,69,11,19,12,20,62,11,22,22,7,27,35,0,0,12,20,13,13,4,0,0,0,62
55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,174,120,8,12,9,1,23,64,59,29,36,30,18,5,50,16,69,5,10,144,122,63,10,3,198,48,69,59,22,181,17,27,11,30,36,40,29,25,0,0,131,329
57,10,15,3,6,0,0,0,6,0,2,8,0,0,0,2,0,11,0,3,9,4,5,2,1,12,3,4,4,1,10,2,3,0,3,2,1,1,2,0,0,0,12
58,40,26,3,5,2,2,4,12,11,10,2,13,1,1,0,0,31,0,0,35,8,12,5,5,30,7,11,8,4,23,7,0,0,3,12,5,4,6,0,0,0,30
59,33,50,2,8,2,4,1,2,11,8,9,15,12,9,0,0,22,0,0,61,10,13,6,7,36,9,14,10,3,29,7,0,2,5,6,9,5,9,0,0,0,36
60,36,22,0,4,4,2,0,1,9,6,13,1,14,4,4,0,4,4,5,41,6,10,3,4,23,5,8,7,3,13,10,0,1,4,3,5,1,9,0,0,0,23
61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
62,154,157,12,14,21,2,11,70,33,31,28,44,37,8,91,24,79,14,24,79,65,57,19,16,157,53,63,37,4,139,18,14,21,28,43,21,9,21,0,0,0,157
63,18,27,0,0,0,1,29,1,1,2,0,0,0,11,5,0,11,0,0,29,6,6,4,3,19,5,8,6,0,15,4,0,2,2,0,1,4,10,0,0,0,19
64,55,89,7,8,10,5,2,17,35,18,6,14,20,2,10,0,34,0,14,86,20,23,10,13,66,20,25,19,2,55,11,12,1,11,8,16,4,14,0,0,0,66
65,149,141,16,5,21,10,52,47,10,37,31,32,14,15,26,33,61,3,15,152,12,24,22,35,93,19,31,34,9,44,49,13,16,50,7,6,0,1,0,0,0,93
66,109,98,10,9,6,4,6,63,37,25,18,16,7,6,27,3,77,0,8,92,78,43,9,3,133,35,48,39,11,122,11,7,8,33,38,27,6,14,0,0,0,133
67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,155,184,19,37,24,12,28,41,56,48,30,21,18,5,30,0,76,3,56,174,16,38,23,42,119,36,45,30,8,80,39,8,16,16,15,34,21,9,0,0,0,119
69,28,35,3,1,6,2,5,7,7,8,3,6,15,0,6,4,7,0,3,43,5,11,5,4,25,6,8,7,4,18,7,0,0,2,5,7,2,9,0,0,0,25
70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,52,76,4,9,5,3,12,11,13,14,11,22,16,8,20,10,76,1,0,21,7,9,9,17,42,21,14,7,0,37,5,0,8,5,14,9,4,2,0,0,0,42
72,17,18,0,0,2,0,4,5,4,10,3,1,2,4,2,0,17,0,0,16,2,4,2,5,13,5,6,2,0,12,1,0,0,3,0,1,1,8,0,0,0,13
73,32,30,4,4,0,0,0,4,7,14,10,12,1,6,6,0,12,1,0,43,7,8,4,6,25,0,12,9,4,15,10,0,0,5,0,6,3,11,0,0,0,25
74,58,46,0,0,0,0,1,2,56,15,11,9,10,0,2,9,44,1,5,43,37,21,5,2,65,12,20,26,7,58,7,0,0,18,16,12,8,11,0,0,0,65
75,43,40,2,2,1,3,3,21,17,15,12,5,2,0,2,1,18,0,4,58,22,19,3,3,47,15,18,13,1,46,1,2,0,3,12,14,7,9,0,0,0,47
76,350,307,30,73,48,33,63,56,112,70,62,24,59,27,141,9,387,13,71,36,22,46,51,80,199,47,64,65,23,86,113,0,8,7,20,96,27,41,0,0,0,199
77,28,39,1,1,3,1,0,9,15,9,8,7,10,3,0,3,21,2,0,41,5,12,6,4,27,11,10,5,1,23,4,0,0,5,6,8,1,7,0,0,0,27
78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,94,96,9,14,8,5,15,22,18,17,30,19,24,9,27,6,70,0,7,80,23,30,18,10,81,17,21,35,8,53,28,3,8,7,21,13,9,20,0,0,0,81
81,148,162,9,9,0,1,14,97,58,35,28,14,20,25,30,19,102,0,48,111,178,54,8,2,242,61,78,77,26,222,20,38,26,33,44,33,14,54,0,0,0,242
82,154,161,23,22,18,5,27,53,44,37,35,33,9,9,28,2,81,6,32,166,25,41,24,31,121,28,32,49,12,68,53,5,9,23,19,30,19,16,0,0,3,124
83,27,44,0,1,0,0,7,18,18,6,8,2,11,0,6,2,27,0,3,33,26,14,5,2,47,7,17,16,7,42,5,0,7,11,16,4,5,4,0,0,0,47
84,195,186,18,26,33,25,19,41,69,42,47,35,15,11,42,47,146,1,27,118,18,35,32,45,130,29,42,45,14,74,56,4,5,19,31,29,31,11,0,0,0,130
85,34,53,4,5,1,1,5,7,7,10,13,9,14,11,15,0,7,0,2,63,30,18,5,2,55,13,20,15,7,51,4,4,4,11,8,13,2,13,0,0,0,55
86,103,104,7,0,2,2,25,50,20,20,9,24,29,19,5,2,42,2,13,143,77,43,10,3,133,29,44,46,14,126,7,4,8,36,24,15,16,30,0,0,7,140
87,113,124,14,16,12,6,11,55,24,33,20,10,21,15,21,0,158,0,12,46,17,30,14,27,88,17,25,38,8,53,35,10,11,12,18,17,12,8,0,0,0,88
88,3,2,0,0,0,0,0,1,1,3,0,0,0,0,0,0,2,0,0,3,0,0,2,0,2,0,0,2,0,0,2,0,0,0,0,0,1,1,0,0,0,2
89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,22,54,4,0,0,1,45,5,3,5,7,4,0,2,5,1,15,1,3,51,8,14,5,6,33,7,11,10,5,23,10,0,4,1,4,3,7,14,0,0,0,33
91,11,10,0,0,2,0,1,1,0,3,2,8,4,0,6,0,4,1,0,10,2,4,1,1,8,1,3,4,0,5,3,0,0,0,0,2,0,6,0,0,0,8
92,9,8,0,0,0,0,0,1,1,3,5,7,0,0,0,0,0,0,0,17,1,4,2,1,8,1,3,4,0,5,3,0,0,0,3,3,0,2,0,0,0,8
93,121,169,1,4,11,2,17,68,62,33,30,29,18,15,30,0,84,2,11,163,116,60,14,4,194,47,66,60,21,188,6,24,20,45,40,31,16,18,0,0,0,194
94,165,109,0,2,6,0,18,92,69,28,34,9,0,16,10,6,37,0,0,221,108,59,12,3,182,44,65,55,18,173,9,14,15,33,26,36,16,42,0,0,0,182
95,24,24,2,1,4,1,0,4,13,5,4,1,11,2,3,0,13,0,2,30,7,8,4,2,21,4,7,7,3,16,5,1,1,4,4,6,0,5,0,0,0,21
96,21,23,0,5,0,2,4,8,6,4,3,5,7,0,1,0,7,1,2,33,20,9,2,0,31,5,11,10,5,28,3,2,0,3,7,11,3,5,0,0,0,31
97,141,139,10,9,2,7,8,90,65,19,20,20,11,19,28,8,68,1,39,136,79,57,18,10,164,39,55,53,17,146,18,8,9,35,51,35,15,11,0,0,0,164
98,76,80,8,5,8,0,56,26,15,13,12,9,0,4,20,5,38,0,4,89,35,31,14,3,83,17,24,34,8,75,8,12,6,11,27,18,3,6,0,0,0,83
99,124,158,17,26,4,0,18,51,31,34,29,27,38,7,33,10,111,0,13,115,120,58,10,2,190,48,67,55,20,178,12,19,15,36,37,38,24,21,0,0,0,190
100,108,99,26,12,11,4,26,63,16,12,27,6,4,0,4,3,100,0,32,68,18,36,13,16,83,22,28,26,7,68,15,5,8,27,15,11,5,12,0,0,0,83
101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,17,3,0,3,0,0,7,0,0,9,1,0,0,0,0,1,8,0,0,11,8,5,0,0,13,2,6,4,1,12,1,0,0,2,5,3,1,2,0,0,0,13
103,12,9,6,1,0,0,2,8,2,0,1,1,0,0,1,0,5,0,0,15,3,3,2,2,10,2,3,4,1,5,5,0,0,0,1,3,2,4,0,0,0,10
104,206,231,18,13,23,26,25,50,27,48,90,27,84,6,54,1,355,0,4,23,6,17,15,67,105,24,33,39,9,45,60,3,7,27,21,22,14,11,0,0,0,105
105,62,73,6,8,15,7,11,10,16,13,8,17,10,14,1,0,57,0,8,69,6,9,5,18,38,10,13,10,5,19,19,0,3,9,7,9,3,7,0,0,0,38
106,75,77,7,12,6,7,8,28,16,15,19,19,7,8,1,2,51,0,22,76,11,18,9,16,54,13,20,15,6,32,22,6,3,10,13,5,6,11,0,0,0,54
107,140,238,31,31,21,17,19,26,57,51,47,16,56,6,41,0,264,4,44,25,14,36,22,50,122,37,49,29,7,80,42,14,13,32,26,18,17,2,0,0,0,122
108,239,188,30,23,30,17,49,54,46,55,36,51,25,11,76,46,205,4,15,81,15,36,19,65,135,39,50,36,10,95,40,17,13,24,31,27,14,9,0,0,0,135
109,91,137,9,16,9,7,11,29,20,23,39,26,21,18,44,7,151,1,10,15,6,18,12,35,71,19,22,23,7,43,28,8,10,16,20,12,3,2,0,0,0,71
110,48,38,10,11,5,1,2,8,14,7,7,7,9,5,2,0,9,1,10,64,7,13,6,9,35,9,13,10,3,27,8,0,3,7,3,7,4,11,0,0,0,35
111,133,146,14,11,17,6,19,40,52,40,38,18,10,14,70,25,158,1,4,21,28,37,17,30,112,36,41,28,7,88,24,12,23,35,25,13,3,1,0,0,0,112
112,251,297,32,43,41,22,51,86,60,75,43,32,52,11,130,31,350,6,8,23,34,65,33,64,196,55,68,52,21,134,62,25,27,64,51,13,8,8,0,0,0,196
113,51,50,3,5,3,3,18,20,10,15,7,4,10,3,1,0,23,0,19,58,8,10,7,12,37,9,11,12,5,22,15,0,0,6,9,7,6,9,0,0,0,37
114,210,199,19,28,25,18,28,19,71,91,66,24,6,14,199,3,24,1,32,150,30,51,35,40,156,37,52,51,16,92,64,5,4,10,14,13,31,79,0,0,0,156
115,68,69,11,10,13,1,3,15,17,18,25,6,13,5,0,8,100,2,5,22,8,18,8,15,49,11,17,15,6,30,19,6,4,12,14,8,3,2,0,0,0,49
116,15,21,0,2,0,0,0,12,5,4,0,1,9,3,7,0,2,1,2,24,6,7,3,2,18,3,7,5,3,13,5,0,0,4,6,2,1,5,0,0,0,18
117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,18,46,1,2,2,4,3,3,7,11,4,5,16,6,6,2,41,1,3,11,3,7,4,8,22,8,10,3,1,18,4,2,4,5,4,4,3,0,0,0,0,22
119,77,68,3,4,5,2,7,31,13,15,29,25,11,0,33,16,61,5,0,30,28,26,10,9,73,21,28,19,5,64,9,5,9,14,17,15,3,10,0,0,0,73
120,53,87,10,8,9,4,8,4,22,26,15,18,13,3,22,4,89,2,8,15,1,10,6,21,38,9,12,11,6,17,21,3,3,4,10,7,10,1,0,0,0,38
121,264,330,43,39,31,14,51,102,70,83,59,43,36,23,50,79,256,6,5,198,49,78,38,65,230,59,78,69,24,158,72,31,32,62,53,27,14,11,0,0,0,230
122,1,2,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,3,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
123,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
124,21,45,0,1,1,0,8,26,16,8,5,1,0,0,0,0,13,1,0,52,15,13,5,3,36,9,13,9,5,31,5,1,2,4,5,12,6,6,0,0,0,36
125,38,47,4,3,10,0,7,19,20,9,8,2,0,3,9,0,18,0,0,58,23,18,6,1,48,10,17,14,7,39,9,3,2,13,6,9,7,8,0,0,0,48
126,32,51,1,0,4,0,6,20,5,15,12,14,3,3,10,2,40,0,0,31,7,10,7,7,31,6,10,10,5,20,11,2,4,9,6,4,3,3,0,0,0,31
127,87,107,18,13,11,4,13,28,35,14,20,12,22,4,42,4,110,1,7,30,6,14,9,30,59,17,20,17,5,36,23,2,2,9,13,18,6,9,0,0,0,59
128,274,24,0,19,0,0,258,16,5,0,0,0,0,0,5,0,135,0,0,158,13,26,16,44,99,21,31,38,9,67,32,0,99,0,0,0,0,0,0,0,0,99
129,14,14,0,0,0,1,21,2,1,0,3,0,0,0,0,1,5,0,0,22,5,6,2,1,14,6,5,3,0,12,2,0,0,3,1,3,4,3,0,0,0,14
130,8,16,0,1,0,0,4,0,3,3,4,3,3,3,2,0,0,0,2,20,4,5,2,2,13,0,11,2,0,11,2,0,0,2,3,0,2,6,0,0,0,13
131,146,152,15,7,9,2,10,57,40,33,38,46,30,11,39,11,82,0,13,153,121,67,10,2,200,52,69,58,21,191,9,21,14,39,40,41,16,29,0,0,0,200
132,3,26,2,0,0,0,2,2,8,1,2,2,3,7,0,2,8,0,2,17,11,6,2,0,19,4,9,5,1,18,1,0,2,3,6,3,0,5,0,0,0,19
133,103,82,1,9,0,0,12,40,42,13,7,28,20,13,12,8,51,0,13,101,108,32,4,0,144,40,51,43,10,143,1,22,7,16,31,24,20,24,0,0,0,144
134,52,60,2,2,3,6,14,11,2,30,14,16,8,4,17,0,84,0,5,6,2,12,4,17,35,13,13,9,0,25,10,7,11,6,7,2,1,1,0,0,0,35
135,141,207,0,1,2,3,14,58,34,23,46,90,63,14,66,8,40,21,7,206,115,69,16,8,208,67,83,47,11,206,2,12,15,18,19,36,26,82,0,0,0,208
136,6,11,2,0,0,0,0,6,7,1,1,0,0,0,0,0,4,0,0,13,2,3,2,1,8,1,4,3,0,6,2,0,0,0,3,4,0,1,0,0,0,8
137,22,18,4,2,6,4,2,2,6,3,8,0,3,0,0,4,22,0,0,14,6,8,3,2,19,4,7,5,3,14,5,3,3,5,2,4,2,0,0,0,0,19
138,214,212,39,27,21,9,36,77,35,52,41,43,24,22,58,0,93,2,31,242,34,57,25,47,163,52,64,39,8,118,45,5,13,29,23,42,22,29,0,0,0,163
139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,39,59,2,4,7,6,7,5,7,5,25,18,12,0,4,2,16,0,15,61,7,11,8,13,39,6,14,13,6,26,13,4,6,2,5,6,1,15,0,0,0,39
141,35,41,1,0,0,3,1,9,23,14,11,8,4,2,1,0,20,0,10,45,11,13,6,7,37,6,12,13,6,29,8,0,2,4,4,6,3,18,0,0,0,37
142,31,21,1,3,0,0,1,4,12,0,3,12,16,0,1,0,16,0,2,33,7,9,4,2,22,4,7,8,3,17,5,0,0,0,6,5,5,6,0,0,0,22
143,27,14,0,0,2,4,9,6,3,4,9,4,0,0,0,0,6,1,0,34,8,8,3,2,21,2,9,7,3,16,5,0,4,4,2,3,3,5,0,0,0,21
144,73,68,12,6,16,11,9,26,13,18,19,11,0,0,2,8,120,0,0,11,3,9,7,22,41,8,15,11,7,16,25,5,5,15,10,6,0,0,0,0,0,41
145,99,162,0,13,2,3,22,43,60,27,22,42,15,12,29,1,63,0,0,168,76,59,12,8,155,38,53,48,16,139,16,5,10,25,32,33,17,33,0,0,5,160
146,52,69,5,4,9,3,9,18,7,17,18,19,5,7,17,1,98,1,1,3,5,12,5,15,37,6,12,13,6,18,19,4,3,14,11,4,0,1,0,0,9,46
147,93,82,4,4,5,1,6,30,50,22,27,6,15,5,10,6,35,3,14,107,56,37,9,4,106,21,29,45,11,95,11,3,13,21,20,19,14,16,0,0,89,195
148,115,130,8,12,14,7,19,34,28,34,32,30,18,9,24,6,193,0,0,22,14,28,20,24,86,17,27,34,8,48,38,7,17,18,17,14,7,6,0,0,0,86
149,89,88,4,16,13,8,28,19,11,35,31,8,3,1,0,0,44,4,3,126,12,18,13,21,64,11,20,26,7,35,29,0,2,6,13,19,9,15,0,0,0,64
150,71,66,4,9,21,3,8,22,17,15,17,16,5,0,4,9,78,0,14,32,3,9,8,20,40,6,14,13,7,26,14,0,1,9,9,3,7,11,0,0,0,40
151,139,145,10,14,12,4,20,34,41,27,47,40,31,4,181,20,60,2,7,14,6,17,14,42,79,17,25,29,8,46,33,3,5,7,23,14,14,13,0,0,0,79
152,73,78,3,1,0,0,6,48,37,9,21,26,0,0,9,2,31,3,6,100,36,30,11,7,84,17,26,33,8,76,8,4,4,18,23,10,12,13,0,0,0,84
153,72,65,1,3,5,0,9,27,16,24,5,14,26,7,3,9,34,0,4,87,48,26,9,4,87,17,25,37,8,81,6,8,4,18,20,19,12,6,0,0,0,87
154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
