region,job_1,job_2,job_3,job_4,job_5,job_6,job_7,job_8,job_9,job_10,job_11,job_12,job_13,job_14,lfp_black,lfp_hispanic,lfp_other,lfp_white
1,102394,61926,10929,303373,155972,135711,190045,101568,134051,169097,46767,16735,134234,77549,55925,544571,340733,637192
