mgra,Male,Female,Age_LT5,Age_5to9,Age_10to14,Age_15to17,Age_18to24,Age_25to34,Age_35to44,Age_45to54,Age_55to64,Age_65to74,Age_75to84,Age_85Plus,Asian,Black,Hispanic,Other_v2,TwoorMore,White,HHSize_1,HHSize_2,HHSize_3,HHSize_4Plus,Total_HH,HHWork_0,HHWork_1,HHWork_2,HHWork_3Plus,HHChild_0,HHChild_1Plus,HHInc_0to14999,HHInc_15000to29999,HHInc_30000to59999,HHInc_60000to99999,HHInc_100000to149999,HHInc_150000to199999,HHInc_200000Plus,gq_college_pop,gq_mil_pop,gq_other_pop,Total_HH_GQ
41,18,15,0,0,1,5,2,1,9,7,3,5,0,0,1,0,5,0,1,26,5,7,2,1,15,3,7,3,2,13,2,0,0,2,3,0,2,8,0,0,0,15
42,18,3,3,0,1,0,8,2,1,0,2,0,4,0,3,0,8,1,0,9,3,2,2,2,9,1,3,4,1,4,5,1,0,1,0,4,1,2,0,0,0,9
43,42,43,5,13,3,3,5,9,10,8,19,6,4,0,5,0,53,0,5,22,3,7,4,10,24,5,7,8,4,15,9,0,0,6,4,5,2,7,0,0,0,24
44,19,20,0,7,0,0,6,10,7,4,2,2,0,1,1,0,5,0,0,33,11,7,2,0,20,4,7,6,3,17,3,1,1,3,6,7,0,2,0,0,0,20
45,67,97,6,7,14,3,16,18,18,30,12,20,13,7,11,1,91,4,11,46,8,16,10,18,52,13,17,15,7,28,24,0,0,14,12,16,4,6,0,0,0,52
46,7,16,0,2,4,3,1,5,3,1,3,1,0,0,0,1,0,0,0,22,1,5,2,2,10,2,4,3,1,6,4,0,0,1,2,2,2,3,0,0,0,10
47,65,95,9,8,15,1,6,40,20,25,8,10,18,0,18,18,80,6,1,37,28,29,8,8,73,14,26,25,8,56,17,7,11,22,19,11,1,2,0,0,37,110
48,132,194,12,22,25,15,35,55,41,29,43,24,14,11,35,24,187,4,8,68,17,34,21,39,111,33,37,35,6,75,36,8,11,27,31,25,9,0,0,0,0,111
49,150,120,5,11,4,0,2,49,64,43,31,26,20,15,22,42,46,2,1,157,156,44,6,0,206,51,69,63,23,200,6,12,5,50,11,11,45,72,0,0,0,206
50,10,9,0,0,0,0,1,7,5,3,2,0,0,1,1,0,3,0,1,14,4,4,2,0,10,2,3,4,1,8,2,0,0,1,3,3,2,1,0,0,0,10
51,35,40,3,3,5,4,5,2,11,20,0,8,10,4,9,2,50,0,0,14,4,10,3,8,25,6,8,7,4,15,10,1,5,4,6,7,2,0,0,0,0,25
52,7,10,2,0,0,0,3,6,2,3,0,1,0,0,1,0,16,0,0,0,0,3,0,2,5,1,1,3,0,2,3,0,0,5,0,0,0,0,0,0,0,5
53,196,215,23,18,22,11,37,40,55,44,59,59,35,8,209,41,123,1,4,33,15,35,19,59,128,36,43,39,10,89,39,8,11,28,27,32,11,11,0,0,0,128
54,37,52,12,6,9,4,5,6,18,13,1,10,5,0,6,9,36,0,1,37,6,9,7,9,31,7,9,10,5,15,16,0,0,6,11,6,6,2,0,0,0,31
55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,171,128,9,14,10,1,21,67,56,27,42,30,17,5,48,14,69,6,10,152,123,63,11,3,200,47,69,61,23,182,18,27,11,31,36,40,29,26,0,0,131,331
57,14,12,2,4,0,0,0,8,0,2,10,0,0,0,2,0,14,0,3,7,3,5,4,0,12,3,4,4,1,10,2,2,0,3,2,1,1,3,0,0,0,12
58,39,27,4,4,2,1,4,13,13,11,1,12,1,0,0,0,29,0,0,37,9,12,5,4,30,6,9,11,4,23,7,0,0,2,10,6,5,7,0,0,0,30
59,35,49,2,8,2,4,2,2,10,9,10,15,11,9,0,0,22,0,0,62,10,12,6,8,36,16,13,7,0,36,0,0,2,5,5,7,5,12,0,0,0,36
60,35,25,0,4,4,2,0,1,10,4,14,4,13,4,3,0,4,4,8,41,6,9,3,5,23,5,8,8,2,14,9,0,0,4,2,4,2,11,0,0,0,23
61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
62,155,163,10,13,21,2,13,80,34,33,26,46,34,6,92,25,82,14,21,84,59,58,23,17,157,46,59,41,11,134,23,14,20,29,42,23,8,21,0,0,0,157
63,21,31,0,0,0,1,32,2,2,3,0,0,0,12,5,0,13,0,1,33,6,8,5,2,21,4,7,7,3,14,7,0,2,2,0,1,4,12,0,0,0,21
64,60,87,7,11,10,4,3,14,38,19,6,13,19,3,10,0,32,0,16,89,19,23,11,13,66,15,21,23,7,49,17,12,1,10,8,16,4,15,0,0,0,66
65,152,145,17,5,20,14,56,46,10,41,35,27,13,13,25,29,66,3,15,159,13,25,15,40,93,26,39,22,6,60,33,13,16,49,8,6,0,1,0,0,0,93
66,107,105,9,8,6,4,9,68,39,28,17,15,4,5,29,5,82,1,6,89,76,45,10,3,134,30,39,51,14,120,14,6,8,32,40,28,6,14,0,0,0,134
67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,161,183,20,33,24,11,33,43,59,49,29,19,20,4,29,0,73,2,60,180,18,38,20,43,119,46,47,20,6,93,26,7,15,20,13,33,21,10,0,0,0,119
69,29,38,4,1,7,2,6,8,9,4,4,8,14,0,5,5,9,0,3,45,8,10,4,4,26,19,7,0,0,26,0,0,0,2,6,7,3,8,0,0,0,26
70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,52,79,6,11,5,4,11,12,13,17,9,22,16,5,17,11,77,1,0,25,5,11,9,17,42,6,15,14,7,23,19,0,8,7,11,9,4,3,0,0,0,42
72,17,18,1,0,1,0,3,3,5,11,4,2,2,3,1,1,16,0,0,17,2,6,1,4,13,1,6,5,1,9,4,0,0,2,0,3,1,7,0,0,0,13
73,33,31,4,4,0,0,1,4,9,16,10,12,0,4,4,0,10,1,0,49,4,10,6,5,25,0,11,10,4,15,10,0,0,5,0,6,2,12,0,0,0,25
74,50,40,0,0,0,0,1,1,47,12,14,7,8,0,1,8,38,3,5,35,30,19,5,2,56,15,24,12,5,52,4,0,0,15,14,11,6,10,0,0,0,56
75,47,38,2,3,1,4,3,24,17,12,13,5,1,0,1,2,18,0,3,61,21,18,6,3,48,10,17,14,7,42,6,2,1,3,11,14,8,9,0,0,0,48
76,350,323,32,69,46,36,65,71,121,72,65,22,49,25,140,10,401,9,64,49,20,49,50,80,199,47,64,65,23,82,117,1,9,9,24,95,23,38,0,0,0,199
77,27,41,1,2,2,3,2,8,13,12,8,6,9,2,0,3,22,1,0,42,5,11,5,6,27,4,9,9,5,16,11,0,0,3,5,11,1,7,0,0,0,27
78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,92,103,12,14,9,5,17,20,21,15,32,18,23,9,26,6,67,0,8,88,21,30,20,11,82,17,24,33,8,54,28,4,7,7,21,16,9,18,0,0,0,82
81,155,160,7,9,0,1,17,102,64,36,25,13,19,22,28,18,97,0,46,126,165,70,7,2,244,62,83,74,25,227,17,38,27,33,44,34,14,54,0,0,0,244
82,158,164,25,23,16,5,31,58,42,35,33,35,11,8,26,4,81,5,31,175,26,40,24,31,121,28,32,49,12,66,55,4,9,23,20,31,18,16,0,0,3,124
83,24,33,0,1,0,0,5,13,18,5,6,1,8,0,5,2,22,0,2,26,21,14,3,0,38,6,13,13,6,33,5,0,5,8,13,5,4,3,0,0,0,38
84,196,194,19,23,36,25,19,42,70,41,51,37,16,11,46,47,150,1,27,119,18,34,30,48,130,29,38,49,14,71,59,3,4,20,32,29,32,10,0,0,0,130
85,33,54,3,5,1,1,9,6,6,11,14,9,11,11,15,0,10,0,1,61,29,18,5,2,54,14,21,13,6,53,1,3,3,11,8,13,2,14,0,0,0,54
86,94,99,7,1,1,3,21,51,18,18,8,24,25,16,4,2,39,2,12,134,67,42,10,4,123,43,49,29,2,122,1,3,7,34,22,14,14,29,0,0,8,131
87,106,135,17,16,13,7,15,54,25,32,22,12,17,11,22,0,162,0,14,43,16,31,13,28,88,17,25,38,8,54,34,11,10,14,17,18,11,7,0,0,0,88
88,4,2,0,0,0,0,0,1,1,4,0,0,0,0,0,0,2,0,0,4,0,1,1,0,2,0,0,2,0,0,2,0,0,0,0,0,1,1,0,0,0,2
89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,23,57,5,0,0,1,46,6,3,5,7,5,0,2,5,2,17,0,3,53,9,13,5,7,34,5,12,11,6,23,11,0,3,1,4,5,7,14,0,0,0,34
91,12,9,0,0,2,0,1,1,0,5,2,7,3,0,4,0,3,1,0,13,3,3,2,0,8,2,5,1,0,8,0,0,0,0,0,2,0,6,0,0,0,8
92,8,7,0,1,0,0,0,2,0,3,3,6,0,0,0,0,0,0,0,15,4,3,1,0,8,7,0,1,0,7,1,0,0,0,5,2,0,1,0,0,0,8
93,116,179,1,3,11,3,19,69,59,35,31,33,17,14,29,1,84,2,11,168,123,63,8,2,196,47,67,60,22,190,6,24,20,46,40,32,16,18,0,0,0,196
94,167,112,0,2,6,0,18,94,71,29,33,10,0,16,11,5,41,0,0,222,103,67,11,3,184,45,63,58,18,174,10,15,15,34,26,36,16,42,0,0,0,184
95,24,28,2,1,3,1,0,5,14,7,3,1,13,2,3,0,14,0,2,33,7,9,4,2,22,4,7,8,3,16,6,3,1,3,5,4,0,6,0,0,0,22
96,21,23,0,3,0,2,3,9,6,6,3,6,6,0,2,0,5,2,1,34,19,9,2,0,30,4,11,10,5,27,3,1,0,4,7,10,3,5,0,0,0,30
97,145,141,12,8,2,9,8,96,66,20,19,21,9,16,26,9,69,0,39,143,77,58,20,10,165,38,53,57,17,144,21,7,8,34,52,36,17,11,0,0,0,165
98,77,80,8,5,9,1,56,29,11,11,14,10,0,3,17,5,42,0,3,90,36,34,9,4,83,22,34,20,7,76,7,12,5,13,25,19,3,6,0,0,0,83
99,134,153,14,23,8,0,19,56,34,31,28,26,39,9,32,10,113,0,10,122,130,57,5,0,192,48,70,56,18,181,11,19,15,36,38,38,25,21,0,0,0,192
100,114,100,21,11,8,4,32,66,20,10,34,5,3,0,3,5,108,0,29,69,19,33,14,19,85,17,26,34,8,65,20,6,8,28,15,11,5,12,0,0,0,85
101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,18,5,0,2,0,0,9,0,0,10,2,0,0,0,0,2,8,0,0,13,11,4,0,0,15,3,7,5,0,15,0,0,0,3,5,3,2,2,0,0,0,15
103,11,12,6,1,0,0,1,11,1,0,1,2,0,0,3,0,5,0,0,15,3,3,2,2,10,2,4,3,1,5,5,0,0,0,1,5,1,3,0,0,0,10
104,214,234,19,15,24,24,33,55,27,52,94,24,76,5,55,0,361,0,4,28,0,18,15,72,105,30,39,30,6,52,53,3,8,29,20,21,14,10,0,0,0,105
105,59,78,8,10,16,6,12,11,17,14,7,16,9,11,1,0,61,0,6,69,6,10,7,15,38,10,15,9,4,21,17,0,3,8,8,9,4,6,0,0,0,38
106,78,78,7,11,8,8,8,29,17,13,21,18,8,8,1,4,50,0,20,81,9,17,12,16,54,9,20,18,7,29,25,5,3,11,13,6,6,10,0,0,0,54
107,142,245,37,30,20,18,18,28,61,57,45,19,50,4,43,0,261,6,49,28,14,34,31,43,122,28,33,49,12,57,65,13,14,33,24,19,17,2,0,0,0,122
108,247,188,28,25,29,17,55,54,47,64,36,47,23,10,74,51,203,5,14,88,13,31,34,56,134,30,39,51,14,77,57,15,12,24,33,27,14,9,0,0,0,134
109,97,133,9,16,9,7,12,29,25,20,43,25,20,15,47,6,149,1,7,20,8,17,16,29,70,14,22,27,7,39,31,7,11,15,18,11,3,5,0,0,0,70
110,48,39,10,11,4,1,2,8,13,7,7,7,11,6,1,0,10,1,9,66,8,11,9,7,35,5,12,12,6,23,12,0,2,6,4,7,4,12,0,0,0,35
111,138,148,14,12,16,9,28,39,55,37,40,16,9,11,68,28,165,2,4,19,25,38,24,26,113,25,34,43,11,78,35,12,22,35,26,13,3,2,0,0,0,113
112,209,244,31,34,32,18,43,73,51,60,38,24,41,8,101,27,294,5,5,21,25,48,39,47,159,36,53,54,16,96,63,19,23,52,42,10,7,6,0,0,0,159
113,52,52,3,5,7,3,18,24,8,12,6,8,8,2,1,0,22,0,17,64,8,12,5,12,37,6,12,13,6,19,18,0,0,7,7,7,6,10,0,0,0,37
114,215,203,18,31,27,22,30,23,71,96,66,21,3,10,196,3,28,3,34,154,26,48,38,44,156,36,48,56,16,89,67,5,3,9,15,12,31,81,0,0,0,156
115,64,75,13,10,14,3,5,17,20,17,21,5,10,4,0,9,103,1,4,22,7,15,12,15,49,8,18,16,7,28,21,7,4,10,13,9,4,2,0,0,0,49
116,17,18,0,3,0,0,0,14,3,3,0,0,10,2,8,0,4,1,1,21,6,7,4,1,18,2,7,6,3,12,6,0,0,3,7,2,2,4,0,0,0,18
117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,16,49,0,3,2,5,3,4,7,11,6,5,14,5,3,2,46,1,3,10,4,6,5,7,22,11,7,4,0,19,3,3,3,5,4,5,2,0,0,0,0,22
119,77,72,2,5,5,4,7,35,12,14,28,27,10,0,26,17,62,5,0,39,27,28,9,9,73,14,21,30,8,52,21,6,8,15,16,14,2,12,0,0,0,73
120,60,83,10,8,13,4,11,4,23,25,12,19,12,2,21,5,92,2,6,17,1,12,6,19,38,6,13,13,6,15,23,3,3,4,11,4,11,2,0,0,0,38
121,271,336,46,36,34,15,54,105,73,81,66,41,36,20,51,80,261,8,6,201,48,73,55,55,231,56,75,75,25,156,75,28,30,63,55,28,15,12,0,0,0,231
122,1,3,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,4,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1
123,3,3,0,0,1,0,1,1,0,0,2,1,0,0,0,2,4,0,0,0,0,0,2,0,2,1,1,0,0,2,0,0,0,0,2,0,0,0,0,0,0,2
124,23,43,0,2,2,0,8,25,15,8,6,0,0,0,0,0,12,0,0,54,17,14,3,2,36,15,13,7,1,35,1,1,3,3,6,12,6,5,0,0,0,36
125,38,47,2,3,11,0,5,20,22,9,7,2,0,4,9,0,17,0,0,59,21,17,7,3,48,7,18,16,7,38,10,3,1,13,6,10,6,9,0,0,0,48
126,27,57,3,0,4,0,6,23,6,12,13,13,2,2,11,3,40,0,0,30,7,10,8,6,31,5,10,11,5,18,13,5,3,7,5,4,4,3,0,0,0,31
127,91,113,21,13,12,4,18,30,39,11,21,12,19,4,43,5,113,1,8,34,6,16,14,25,61,10,22,22,7,30,31,2,2,9,14,19,6,9,0,0,0,61
128,284,25,0,20,0,0,269,15,5,0,0,0,0,0,5,0,138,0,0,166,12,26,17,45,100,20,31,40,9,69,31,0,100,0,0,0,0,0,0,0,0,100
129,18,19,0,0,0,1,27,3,1,1,4,0,0,0,0,1,6,0,0,30,7,6,3,2,18,2,7,6,3,11,7,0,0,3,1,3,4,7,0,0,0,18
130,9,17,0,1,0,0,4,0,3,5,5,3,3,2,2,1,0,0,2,21,4,6,2,1,13,0,8,4,1,10,3,0,0,1,3,0,1,8,0,0,0,13
131,130,116,11,9,7,3,13,42,34,26,32,38,25,6,36,8,70,0,8,124,100,52,11,1,164,38,56,53,17,155,9,18,12,31,32,34,14,23,0,0,0,164
132,4,24,1,0,0,0,2,3,6,2,1,4,3,6,0,1,7,0,1,19,9,7,2,0,18,2,7,6,3,17,1,0,4,2,5,2,0,5,0,0,0,18
133,110,78,1,8,0,0,12,37,46,14,10,30,19,11,10,12,48,0,14,104,108,33,5,0,146,32,50,49,15,145,1,22,7,16,32,24,21,24,0,0,0,146
134,56,59,2,3,3,5,14,15,2,33,15,14,6,3,14,0,92,0,4,5,4,9,8,14,35,5,12,12,6,17,18,7,11,6,6,3,1,1,0,0,0,35
135,147,207,0,1,1,2,16,60,36,20,46,96,62,14,62,8,36,20,7,221,117,68,16,9,210,60,72,56,22,208,2,13,15,18,18,37,26,83,0,0,0,210
136,7,12,1,1,0,0,0,7,8,1,1,0,0,0,0,0,4,1,0,14,3,2,3,0,8,1,3,4,0,4,4,0,0,1,3,4,0,0,0,0,0,8
137,22,19,4,3,8,2,3,3,6,2,8,0,2,0,1,5,23,0,0,12,5,6,5,3,19,2,7,7,3,13,6,4,3,4,3,4,1,0,0,0,0,19
138,218,217,39,31,19,8,39,79,40,50,44,46,22,18,58,0,89,4,34,250,37,54,32,40,163,37,55,54,17,97,66,6,12,30,24,41,22,28,0,0,0,163
139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,36,65,2,4,7,4,8,6,11,6,22,19,12,0,5,1,18,0,14,63,7,12,9,11,39,6,14,13,6,26,13,4,7,2,5,7,1,13,0,0,0,39
141,28,48,0,0,0,3,2,7,29,11,9,9,4,2,2,0,20,0,9,45,11,10,9,7,37,6,12,13,6,29,8,1,2,2,6,6,3,17,0,0,0,37
142,32,21,0,3,2,0,1,3,12,3,4,11,14,0,3,0,14,0,1,35,7,9,4,2,22,4,7,8,3,18,4,0,0,0,6,6,5,5,0,0,0,22
143,26,16,0,0,2,4,9,5,5,4,8,5,0,0,0,0,5,2,0,35,10,7,3,1,21,2,9,7,3,16,5,0,3,4,3,4,3,4,0,0,0,21
144,73,68,12,7,15,12,9,27,16,14,19,10,0,0,2,6,125,0,0,8,3,9,7,21,40,7,15,11,7,16,24,5,5,15,9,6,0,0,0,0,0,40
145,96,152,1,11,1,4,22,38,56,25,21,44,14,11,25,0,59,0,1,163,72,55,12,7,146,32,48,51,15,131,15,5,10,23,31,32,15,30,0,0,7,153
146,50,73,6,5,13,3,9,17,7,17,16,20,5,5,14,2,102,2,1,2,5,9,9,14,37,7,12,12,6,18,19,6,2,13,11,4,0,1,0,0,11,48
147,83,78,4,6,4,2,7,26,48,19,23,6,11,5,9,6,37,2,12,95,51,36,8,2,97,17,31,40,9,88,9,3,12,18,18,17,12,17,0,0,90,187
148,126,126,9,10,14,7,22,38,31,31,35,31,17,7,22,6,198,0,0,26,13,30,17,27,87,17,27,35,8,48,39,7,16,17,20,14,7,6,0,0,0,87
149,91,82,3,18,13,9,27,17,15,33,27,9,2,0,1,0,43,3,2,124,11,18,12,20,61,10,24,20,7,34,27,0,2,6,13,17,9,14,0,0,0,61
150,79,67,4,9,24,3,11,18,19,17,20,16,5,0,6,11,83,0,11,35,3,10,7,22,42,7,16,12,7,30,12,0,1,9,10,4,7,11,0,0,0,42
151,137,153,12,19,14,5,20,33,43,22,47,42,30,3,176,21,63,3,12,15,6,16,14,43,79,16,23,32,8,45,34,2,5,6,24,13,14,15,0,0,0,79
152,75,71,3,3,0,0,6,45,33,8,22,26,0,0,10,2,30,3,6,95,35,27,11,7,80,18,24,30,8,73,7,5,4,18,21,8,12,12,0,0,0,80
153,73,68,0,2,4,0,11,33,15,25,5,14,27,5,1,10,37,1,4,88,47,30,8,3,88,17,28,35,8,83,5,8,3,18,20,21,13,5,0,0,0,88
154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
