region,job_1,job_2,job_3,job_4,job_5,job_6,job_7,job_8,job_9,job_10,job_11,job_12,job_13,job_14,lfp_black,lfp_hispanic,lfp_other,lfp_hispanic
1,97875,62159,10369,280632,153509,126475,165181,111954,121490,177019,37369,16700,124004,72259,57959.132703648895,506340.09197195503,277929.10157223296,506340.09197195503
