HHID,SPORDER,PUMA,AGEP,SCHG,COW,SEX,ESR,MIL,WKHP,RAC1P,HISP,isWorker,pop_race,NAICS2,WKW,OCCP,SCHL,isinlaborforce,SOCP,SOC2
3233,1,7301,21,0,5.0,1,4.0,1.0,50.0,6,1,1,Asian,MIL,1.0,1105.0,16.0,0,151244,15
3234,1,7321,19,0,2.0,1,6.0,4.0,20.0,1,1,0,White,45,6.0,5240.0,16.0,0,434051,43
3235,1,7322,55,0,,1,6.0,4.0,,1,1,0,White,0,,,16.0,0,0,0
3236,1,7312,22,0,5.0,1,1.0,2.0,65.0,1,1,1,White,62,1.0,2360.0,16.0,1,2530XX,25
3237,1,7301,20,0,5.0,1,4.0,1.0,40.0,1,1,1,White,MIL,1.0,9825.0,19.0,0,553010,55
3238,1,7315,18,15,,2,6.0,4.0,,1,1,0,White,0,,,18.0,0,0,0
3239,1,7301,52,0,2.0,1,1.0,4.0,26.0,1,1,1,White,54,6.0,20.0,20.0,1,111021,11
3240,1,7307,64,0,,1,6.0,4.0,,1,1,0,White,0,,,16.0,0,0,0
3241,1,7321,18,0,5.0,1,4.0,1.0,8.0,1,1,1,White,MIL,1.0,9830.0,16.0,0,559830,55
3242,1,7301,20,0,5.0,1,4.0,1.0,50.0,1,1,1,White,MIL,1.0,7030.0,16.0,0,492091,49
3243,1,7316,50,0,,1,6.0,4.0,,1,24,0,Hispanic,0,,,18.0,0,0,0
3244,1,7319,18,14,,1,6.0,4.0,,9,2,0,Hispanic,0,,,14.0,0,0,0
3245,1,7307,53,0,,1,6.0,4.0,,8,2,0,Hispanic,0,,,16.0,0,0,0
3246,1,7321,20,0,5.0,2,1.0,2.0,50.0,1,1,1,White,62,1.0,3601.0,16.0,1,311121,31
3247,1,7310,67,0,,2,6.0,4.0,,8,2,0,Hispanic,0,,,9.0,0,0,0
3248,1,7304,50,0,2.0,1,1.0,2.0,20.0,1,1,1,White,62,1.0,7340.0,20.0,1,499071,49
3249,1,7322,28,0,,1,6.0,4.0,,9,2,0,Hispanic,0,,,12.0,0,0,0
3250,1,7312,20,0,5.0,1,4.0,1.0,45.0,2,1,1,Black,MIL,1.0,9825.0,16.0,0,553010,55
3251,1,7310,30,0,9.0,1,3.0,2.0,,1,1,0,White,99,,9920.0,16.0,1,999920,99
3252,1,7314,62,0,,2,6.0,4.0,,1,1,0,White,0,,,1.0,0,0,0
3253,1,7317,18,15,,2,6.0,4.0,,1,1,0,White,0,,,18.0,0,0,0
3254,1,7310,18,15,,2,6.0,4.0,,2,1,0,Black,0,,,18.0,0,0,0
3255,1,7322,56,0,,1,6.0,4.0,,2,1,0,Black,0,,,16.0,0,0,0
3256,1,7321,38,0,5.0,1,4.0,1.0,75.0,6,1,1,Asian,MIL,1.0,1555.0,21.0,0,17302X,17
3257,1,7321,85,0,,2,6.0,4.0,,9,2,0,Hispanic,0,,,16.0,0,0,0
3258,1,7301,20,0,5.0,1,4.0,1.0,55.0,8,2,1,Hispanic,MIL,1.0,6230.0,16.0,0,472031,47
3259,1,7301,74,0,,2,6.0,4.0,,2,1,0,Black,0,,,16.0,0,0,0
3260,1,7316,90,0,,2,6.0,4.0,,1,1,0,White,0,,,21.0,0,0,0
3261,1,7321,17,15,5.0,1,4.0,1.0,99.0,9,1,1,Two or More,MIL,1.0,9825.0,18.0,0,553010,55
3262,1,7310,24,0,5.0,2,4.0,1.0,50.0,6,1,1,Asian,MIL,1.0,7030.0,16.0,0,492091,49
3263,1,7310,21,0,5.0,1,4.0,1.0,50.0,1,1,1,White,MIL,1.0,7430.0,16.0,0,499060,49
3264,1,7316,74,0,,1,6.0,4.0,,1,1,0,White,0,,,16.0,0,0,0
3265,1,7305,79,0,,2,6.0,4.0,,1,1,0,White,0,,,21.0,0,0,0
3266,1,7310,20,0,5.0,1,4.0,1.0,45.0,2,1,1,Black,MIL,1.0,9825.0,16.0,0,553010,55
3267,1,7316,28,0,5.0,1,4.0,1.0,40.0,2,1,1,Black,MIL,1.0,9830.0,19.0,0,559830,55
3268,1,7322,28,0,,1,6.0,4.0,,9,2,0,Hispanic,0,,,12.0,0,0,0
3269,1,7315,18,15,1.0,2,6.0,4.0,,1,1,0,White,61,,4130.0,18.0,0,359011,35
3270,1,7303,74,0,,1,6.0,4.0,,2,1,0,Black,0,,,14.0,0,0,0
3271,1,7306,48,0,,2,6.0,4.0,,5,2,0,Hispanic,0,,,1.0,0,0,0
3272,1,7303,36,0,1.0,1,6.0,4.0,,9,2,0,Hispanic,722,,4140.0,12.0,0,359021,35
3273,1,7317,21,15,1.0,2,6.0,4.0,35.0,1,1,0,White,44,6.0,2360.0,19.0,0,2530XX,25
3274,1,7315,19,15,1.0,2,6.0,4.0,15.0,1,1,0,White,722,6.0,4110.0,19.0,0,353031,35
3275,1,7316,28,0,5.0,1,4.0,1.0,40.0,1,23,1,Hispanic,MIL,1.0,7340.0,19.0,0,499071,49
3276,1,7316,75,0,,1,6.0,4.0,,1,1,0,White,0,,,16.0,0,0,0
3277,1,7307,35,0,,1,6.0,4.0,,1,1,0,White,0,,,1.0,0,0,0
3278,1,7322,41,0,,1,6.0,4.0,,2,1,0,Black,0,,,14.0,0,0,0
3279,1,7303,30,0,1.0,2,6.0,4.0,,3,1,0,Other,45,,4720.0,13.0,0,412010,41
3280,1,7301,22,0,5.0,1,4.0,1.0,50.0,1,1,1,White,MIL,1.0,9825.0,16.0,0,553010,55
3281,1,7317,21,0,,2,6.0,4.0,,9,2,0,Hispanic,0,,,16.0,0,0,0
3282,1,7315,19,15,1.0,2,1.0,4.0,25.0,1,1,1,White,62,6.0,4600.0,19.0,1,399011,39
3283,1,7310,20,0,5.0,1,4.0,1.0,45.0,2,1,1,Black,MIL,1.0,9825.0,16.0,0,553010,55
3284,1,7301,59,0,,1,6.0,4.0,,1,1,0,White,0,,,16.0,0,0,0
3285,1,7309,86,0,,2,6.0,4.0,,1,1,0,White,0,,,16.0,0,0,0
3286,1,7309,78,0,,1,6.0,4.0,,1,1,0,White,0,,,16.0,0,0,0
3287,1,7321,80,0,,2,6.0,4.0,,8,11,0,Hispanic,0,,,16.0,0,0,0
3288,1,7322,23,15,,1,6.0,4.0,,1,1,0,White,0,,,16.0,0,0,0
3289,1,7310,17,15,5.0,1,4.0,1.0,99.0,9,1,1,Two or More,MIL,1.0,9825.0,16.0,0,553010,55
3290,1,7315,21,15,1.0,2,6.0,4.0,30.0,2,1,0,Black,49,6.0,5240.0,19.0,0,434051,43
3291,1,7313,35,0,,2,6.0,4.0,,1,1,0,White,0,,,16.0,0,0,0
3292,1,7314,68,0,,1,6.0,4.0,,1,1,0,White,0,,,16.0,0,0,0
3293,1,7317,19,15,3.0,1,6.0,4.0,40.0,1,1,0,White,721,6.0,4622.0,19.0,0,399032,39
3294,1,7310,20,0,5.0,1,4.0,1.0,50.0,1,1,1,White,MIL,1.0,5600.0,16.0,0,435061,43
3295,1,7319,31,0,1.0,1,6.0,4.0,,9,2,0,Hispanic,44,,4760.0,16.0,0,412031,41
3296,1,7310,21,0,5.0,1,4.0,1.0,55.0,8,2,1,Hispanic,MIL,1.0,7210.0,16.0,0,493031,49
3297,1,7310,25,0,5.0,1,4.0,1.0,80.0,9,3,1,Hispanic,MIL,1.0,1240.0,21.0,0,1520XX,15
3298,1,7314,94,0,,2,6.0,4.0,,1,1,0,White,0,,,12.0,0,0,0
3299,1,7317,19,15,,2,6.0,4.0,,1,1,0,White,0,,,18.0,0,0,0
3300,1,7301,19,0,5.0,1,4.0,1.0,50.0,1,1,1,White,MIL,1.0,7020.0,16.0,0,492020,49
3301,1,7321,19,0,5.0,1,4.0,1.0,50.0,1,1,1,White,MIL,1.0,6230.0,16.0,0,472031,47
3302,1,7306,85,0,,2,6.0,4.0,,8,2,0,Hispanic,0,,,21.0,0,0,0
3303,1,7316,25,0,5.0,1,4.0,1.0,80.0,9,3,1,Hispanic,MIL,1.0,1240.0,21.0,0,1520XX,15
3304,1,7318,28,0,5.0,1,4.0,1.0,40.0,2,1,1,Black,MIL,1.0,9830.0,19.0,0,559830,55
3305,1,7317,19,15,3.0,1,6.0,4.0,40.0,1,1,0,White,721,6.0,4622.0,19.0,0,399032,39
3306,1,7319,56,0,,1,6.0,4.0,,1,1,0,White,0,,,13.0,0,0,0
3307,1,7301,30,0,9.0,1,3.0,2.0,,1,1,0,White,99,,9920.0,16.0,1,999920,99
3308,1,7310,67,0,,1,6.0,4.0,,1,1,0,White,0,,,18.0,0,0,0
3309,1,7322,41,0,,1,6.0,4.0,,3,1,0,Other,0,,,14.0,0,0,0
3310,1,7310,21,0,5.0,1,4.0,1.0,50.0,1,1,1,White,MIL,1.0,9825.0,16.0,0,553010,55
3311,1,7301,21,0,5.0,1,1.0,2.0,50.0,1,1,1,White,722,1.0,4020.0,16.0,1,352010,35
3312,1,7310,19,15,,2,6.0,4.0,,9,1,0,Two or More,0,,,19.0,0,0,0
3313,1,7301,19,0,5.0,1,4.0,1.0,50.0,1,1,1,White,MIL,1.0,7210.0,16.0,0,493031,49
3314,1,7313,76,0,,2,6.0,4.0,,1,1,0,White,0,,,16.0,0,0,0
3315,1,7301,21,0,5.0,1,1.0,2.0,50.0,1,1,1,White,722,1.0,4020.0,16.0,1,352010,35
3316,1,7321,36,0,5.0,2,4.0,1.0,70.0,2,1,1,Black,MIL,1.0,5000.0,21.0,0,431011,43
3317,1,7320,73,0,,2,6.0,4.0,,2,1,0,Black,0,,,19.0,0,0,0
3318,1,7316,22,0,1.0,2,1.0,4.0,20.0,2,1,1,Black,722,1.0,4110.0,19.0,1,353031,35
3319,1,7322,20,14,,1,6.0,4.0,,1,1,0,White,0,,,14.0,0,0,0
3320,1,7305,48,0,,2,6.0,4.0,,1,2,0,Hispanic,0,,,1.0,0,0,0
3321,1,7306,37,0,1.0,1,6.0,4.0,,8,24,0,Hispanic,32,,4850.0,18.0,0,414010,41
3322,1,7301,21,0,5.0,1,4.0,1.0,50.0,8,2,1,Hispanic,MIL,1.0,9825.0,16.0,0,553010,55
3323,1,7306,32,0,,2,6.0,4.0,,1,1,0,White,0,,,16.0,0,0,0
3324,1,7315,90,0,,1,6.0,4.0,,1,1,0,White,0,,,16.0,0,0,0
3325,1,7316,66,0,,1,6.0,4.0,,1,1,0,White,0,,,1.0,0,0,0
3326,1,7322,31,0,,1,6.0,4.0,,9,2,0,Hispanic,0,,,13.0,0,0,0
3327,1,7313,70,0,,2,6.0,4.0,,1,1,0,White,0,,,19.0,0,0,0
3328,1,7322,27,0,,1,6.0,4.0,,9,2,0,Hispanic,0,,,19.0,0,0,0
3329,1,7317,18,15,,1,6.0,4.0,,1,1,0,White,0,,,18.0,0,0,0
3330,1,7316,20,0,5.0,1,4.0,1.0,40.0,9,2,1,Hispanic,MIL,1.0,4020.0,16.0,0,352010,35
3331,1,7310,19,15,3.0,1,6.0,4.0,40.0,1,1,0,White,721,6.0,4622.0,19.0,0,399032,39
3332,1,7301,20,0,5.0,1,4.0,1.0,50.0,1,1,1,White,MIL,1.0,7210.0,16.0,0,493031,49
3333,1,7316,22,0,5.0,1,4.0,1.0,50.0,1,1,1,White,MIL,1.0,9825.0,16.0,0,553010,55
3334,1,7314,88,0,,1,6.0,4.0,,1,1,0,White,0,,,16.0,0,0,0
3335,1,7309,34,0,,1,6.0,4.0,,2,1,0,Black,0,,,14.0,0,0,0
3336,1,7301,19,0,5.0,1,4.0,1.0,50.0,1,1,1,White,MIL,1.0,7020.0,16.0,0,492020,49
3337,1,7316,29,0,,1,6.0,4.0,,2,1,0,Black,0,,,16.0,0,0,0
3338,1,7301,23,0,5.0,1,4.0,1.0,50.0,9,2,1,Hispanic,MIL,1.0,5610.0,16.0,0,435071,43
3339,1,7317,19,15,3.0,1,6.0,4.0,19.0,1,1,0,White,44,6.0,9620.0,19.0,0,537062,53
3340,1,7305,28,0,,2,6.0,4.0,,1,1,0,White,0,,,19.0,0,0,0
3341,1,7321,20,0,5.0,1,4.0,1.0,70.0,1,5,1,Hispanic,MIL,1.0,7000.0,16.0,0,491011,49
3342,1,7319,69,0,2.0,1,1.0,4.0,60.0,1,1,1,White,721,1.0,2040.0,22.0,1,212011,21
3343,1,7314,79,0,,2,6.0,4.0,,1,1,0,White,0,,,21.0,0,0,0
3344,1,7318,31,0,,1,6.0,4.0,,6,1,0,Asian,0,,,16.0,0,0,0
3345,1,7315,20,15,1.0,2,6.0,4.0,30.0,1,1,0,White,81,6.0,4350.0,19.0,0,392021,39
3346,1,7316,29,0,,1,6.0,4.0,,2,1,0,Black,0,,,16.0,0,0,0
3347,1,7301,26,0,5.0,1,1.0,2.0,69.0,1,1,1,White,44,1.0,4720.0,16.0,1,412010,41
3348,1,7315,19,15,,2,6.0,4.0,,1,1,0,White,0,,,19.0,0,0,0
3349,1,7318,69,0,,2,6.0,4.0,,2,1,0,Black,0,,,16.0,0,0,0
3350,1,7301,21,0,5.0,1,4.0,1.0,55.0,1,1,1,White,MIL,1.0,1105.0,18.0,0,151244,15
3351,1,7321,22,0,5.0,1,4.0,1.0,70.0,8,2,1,Hispanic,MIL,1.0,7000.0,16.0,0,491011,49
3352,1,7321,37,0,,2,6.0,4.0,,1,1,0,White,0,,,16.0,0,0,0
3353,1,7301,22,0,5.0,1,4.0,1.0,50.0,1,1,1,White,MIL,1.0,9830.0,16.0,0,559830,55
3354,1,7305,40,0,,1,6.0,4.0,,6,1,0,Asian,0,,,18.0,0,0,0
3355,1,7309,62,0,,1,6.0,4.0,,2,1,0,Black,0,,,12.0,0,0,0
3356,1,7315,21,15,1.0,2,6.0,4.0,30.0,2,1,0,Black,49,6.0,5240.0,19.0,0,434051,43
3357,1,7316,43,0,,2,6.0,4.0,,1,1,0,White,0,,,15.0,0,0,0
3358,1,7316,22,0,5.0,1,4.0,1.0,70.0,8,2,1,Hispanic,MIL,1.0,7000.0,16.0,0,491011,49
3359,1,7317,21,15,2.0,1,6.0,4.0,40.0,1,1,0,White,71,6.0,3960.0,19.0,0,33909X,33
3360,1,7306,89,0,,2,6.0,4.0,,6,1,0,Asian,0,,,17.0,0,0,0
3361,1,7317,18,15,,2,6.0,4.0,,1,1,0,White,0,,,18.0,0,0,0
3362,1,7319,31,0,1.0,1,6.0,4.0,40.0,9,2,0,Hispanic,23,3.0,6330.0,13.0,0,472080,47
3363,1,7316,25,0,5.0,1,4.0,1.0,40.0,2,1,1,Black,MIL,1.0,9810.0,16.0,0,552010,55
3364,1,7310,21,0,5.0,1,4.0,1.0,50.0,1,3,1,Hispanic,MIL,1.0,5040.0,16.0,0,432099,43
3365,1,7301,23,0,5.0,1,4.0,1.0,55.0,1,23,1,Hispanic,MIL,1.0,9130.0,16.0,0,533030,53
3366,1,7319,69,0,,1,6.0,4.0,,1,1,0,White,0,,,21.0,0,0,0
3367,1,7301,21,0,5.0,1,4.0,1.0,50.0,9,1,1,Two or More,MIL,1.0,9800.0,16.0,0,551010,55
3368,1,7303,89,0,,2,6.0,4.0,,1,1,0,White,0,,,17.0,0,0,0
3369,1,7310,28,0,5.0,1,4.0,1.0,40.0,9,2,1,Hispanic,MIL,1.0,9030.0,21.0,0,532010,53
3370,1,7321,25,0,5.0,2,4.0,1.0,65.0,9,1,1,Two or More,MIL,1.0,9310.0,21.0,0,535020,53
3371,1,7318,71,0,,2,6.0,4.0,,1,1,0,White,0,,,19.0,0,0,0
3372,1,7316,21,0,5.0,1,1.0,2.0,83.0,1,1,1,White,722,1.0,4020.0,16.0,1,352010,35
3373,1,7317,19,15,,2,6.0,4.0,,1,1,0,White,0,,,19.0,0,0,0
3374,1,7315,19,15,,2,6.0,4.0,,9,1,0,Two or More,0,,,19.0,0,0,0
3375,1,7306,61,0,,1,6.0,4.0,,1,1,0,White,0,,,16.0,0,0,0
3376,1,7316,42,0,6.0,2,6.0,4.0,,1,1,0,White,53,,4920.0,21.0,0,419020,41
3377,1,7301,19,0,5.0,1,4.0,1.0,50.0,1,1,1,White,MIL,1.0,7020.0,16.0,0,492020,49
3378,1,7317,32,0,1.0,1,3.0,4.0,50.0,1,1,0,White,49,5.0,9645.0,18.0,1,537065,53
3379,1,7315,49,0,,1,6.0,4.0,,1,1,0,White,0,,,16.0,0,0,0
3380,1,7310,9,6,,1,,,,9,2,0,Hispanic,0,,,6.0,0,0,0
3381,1,7301,27,0,5.0,1,1.0,2.0,45.0,2,1,1,Black,61,1.0,2350.0,20.0,1,253041,25
3382,1,7321,47,0,,1,6.0,4.0,,1,1,0,White,0,,,1.0,0,0,0
3383,1,7314,20,0,5.0,1,4.0,1.0,40.0,6,1,1,Asian,MIL,1.0,9620.0,16.0,0,537062,53
3384,1,7313,84,0,,2,6.0,4.0,,8,2,0,Hispanic,0,,,4.0,0,0,0
3385,1,7322,42,0,3.0,1,6.0,4.0,,2,1,0,Black,92,,4220.0,14.0,0,37201X,37
3386,1,7301,23,0,5.0,1,4.0,1.0,75.0,1,1,1,White,MIL,1.0,3740.0,16.0,0,332011,33
3387,1,7303,15,12,,1,,,,8,2,0,Hispanic,0,,,12.0,0,0,0
3388,1,7303,75,0,,1,6.0,4.0,,9,7,0,Hispanic,0,,,9.0,0,0,0
3389,1,7301,18,0,5.0,1,5.0,1.0,99.0,6,1,1,Asian,MIL,1.0,9830.0,16.0,0,559830,55
3390,1,7310,29,0,5.0,1,4.0,1.0,50.0,9,1,1,Two or More,MIL,1.0,9825.0,19.0,0,553010,55
3391,1,7316,25,15,5.0,1,1.0,2.0,72.0,1,1,1,White,56,1.0,4220.0,19.0,1,37201X,37
3392,1,7313,78,0,,2,6.0,4.0,,1,1,0,White,0,,,24.0,0,0,0
3393,1,7318,10,0,,1,,,,1,1,0,White,0,,,1.0,0,0,0
3394,1,7310,20,0,5.0,1,4.0,1.0,50.0,1,1,1,White,MIL,1.0,7020.0,18.0,0,492020,49
3395,1,7301,25,0,5.0,1,4.0,1.0,80.0,9,3,1,Hispanic,MIL,1.0,1240.0,21.0,0,1520XX,15
3396,1,7316,38,0,,1,6.0,2.0,,1,24,0,Hispanic,0,,,13.0,0,0,0
3397,1,7322,38,0,,1,6.0,2.0,,1,24,0,Hispanic,0,,,13.0,0,0,0
3398,1,7316,19,0,1.0,1,6.0,4.0,40.0,1,24,0,Hispanic,56,4.0,4251.0,16.0,0,373011,37
3399,1,7321,21,0,5.0,1,4.0,1.0,50.0,9,2,1,Hispanic,MIL,1.0,9130.0,16.0,0,533030,53
3400,1,7320,39,0,6.0,1,6.0,4.0,,8,11,0,Hispanic,81,,9610.0,6.0,0,537061,53
3401,1,7321,30,0,5.0,1,4.0,1.0,50.0,1,1,1,White,MIL,1.0,7100.0,16.0,0,49209X,49
3402,1,7301,22,0,5.0,1,4.0,1.0,50.0,1,1,1,White,MIL,1.0,9825.0,16.0,0,553010,55
3403,1,7303,24,0,,2,6.0,4.0,,1,1,0,White,0,,,19.0,0,0,0
3404,1,7301,23,0,5.0,1,4.0,1.0,50.0,9,2,1,Hispanic,MIL,1.0,5610.0,16.0,0,435071,43
3405,1,7321,70,0,,1,6.0,4.0,,1,1,0,White,0,,,16.0,0,0,0
3406,1,7313,17,13,,1,6.0,4.0,,9,2,0,Hispanic,0,,,13.0,0,0,0
3407,1,7315,20,15,,2,6.0,4.0,,1,1,0,White,0,,,19.0,0,0,0
3408,1,7308,50,0,1.0,2,1.0,2.0,35.0,2,1,1,Black,42,1.0,5740.0,18.0,1,436014,43
3409,1,7307,83,0,,2,6.0,4.0,,1,1,0,White,0,,,16.0,0,0,0
3410,1,7301,19,0,5.0,1,4.0,1.0,50.0,1,2,1,Hispanic,MIL,1.0,6230.0,16.0,0,472031,47
3411,1,7302,41,0,3.0,2,6.0,4.0,40.0,8,2,0,Hispanic,45,1.0,6230.0,14.0,0,472031,47
3412,1,7301,35,0,1.0,1,1.0,2.0,20.0,2,1,1,Black,56,1.0,4220.0,16.0,1,37201X,37
3413,1,7315,19,15,,2,6.0,4.0,,1,1,0,White,0,,,19.0,0,0,0
3414,1,7317,19,15,3.0,1,6.0,4.0,40.0,2,1,0,Black,721,6.0,4622.0,18.0,0,399032,39
3415,1,7315,19,15,,2,6.0,4.0,,1,1,0,White,0,,,19.0,0,0,0
3416,1,7310,21,0,5.0,1,1.0,2.0,50.0,1,1,1,White,23,1.0,6515.0,16.0,1,472181,47
3417,1,7316,26,0,5.0,1,6.0,2.0,,8,1,0,White,MIL,,7430.0,19.0,0,499060,49
3418,1,7301,22,0,5.0,1,4.0,1.0,55.0,1,1,1,White,MIL,1.0,7220.0,16.0,0,493040,49
3419,1,7318,50,0,,1,6.0,4.0,,2,1,0,Black,0,,,19.0,0,0,0
3420,1,7310,20,15,6.0,2,6.0,4.0,40.0,1,1,0,White,722,6.0,4055.0,19.0,0,353023,35
3421,1,7301,19,15,5.0,1,5.0,1.0,99.0,6,1,1,Asian,MIL,1.0,9830.0,18.0,0,559830,55
3422,1,7301,26,0,5.0,1,1.0,2.0,65.0,6,1,1,Asian,56,1.0,4220.0,18.0,1,37201X,37
3423,1,7301,27,0,5.0,1,1.0,2.0,45.0,2,1,1,Black,61,1.0,2350.0,20.0,1,253041,25
3424,1,7322,61,0,,1,6.0,4.0,,1,1,0,White,0,,,14.0,0,0,0
3425,1,7312,24,0,5.0,1,4.0,1.0,50.0,1,1,1,White,MIL,1.0,9825.0,16.0,0,553010,55
3426,1,7301,21,0,5.0,1,4.0,1.0,50.0,8,2,1,Hispanic,MIL,1.0,9830.0,16.0,0,559830,55
3427,1,7306,60,0,1.0,1,1.0,4.0,40.0,1,1,1,White,62,1.0,3602.0,16.0,1,311122,31
3428,1,7304,68,0,,1,6.0,4.0,,2,1,0,Black,0,,,16.0,0,0,0
3429,1,7301,20,0,5.0,1,1.0,2.0,50.0,1,2,1,Hispanic,23,1.0,6515.0,16.0,1,472181,47
3430,1,7321,19,15,5.0,1,5.0,1.0,99.0,6,1,1,Asian,MIL,1.0,9830.0,18.0,0,559830,55
3431,1,7301,22,0,5.0,1,4.0,1.0,55.0,1,1,1,White,MIL,1.0,7220.0,16.0,0,493040,49
3432,1,7306,65,0,,2,6.0,4.0,,1,1,0,White,0,,,13.0,0,0,0
3433,1,7314,86,0,2.0,2,6.0,4.0,,1,1,0,White,48,,9130.0,13.0,0,533030,53
3434,1,7310,20,0,5.0,1,4.0,1.0,50.0,1,1,1,White,MIL,1.0,7030.0,16.0,0,492091,49
3435,1,7321,19,15,5.0,1,5.0,1.0,99.0,6,1,1,Asian,MIL,1.0,9830.0,18.0,0,559830,55
3436,1,7321,67,0,,1,6.0,2.0,,1,1,0,White,0,,,23.0,0,0,0
3437,1,7313,50,0,,1,6.0,4.0,,1,1,0,White,0,,,1.0,0,0,0
3438,1,7302,58,0,,2,6.0,4.0,,1,1,0,White,0,,,16.0,0,0,0
3439,1,7304,81,0,,1,6.0,4.0,,2,1,0,Black,0,,,20.0,0,0,0
3440,1,7309,66,0,,2,6.0,4.0,,2,1,0,Black,0,,,19.0,0,0,0
3441,1,7319,75,0,,2,6.0,4.0,,2,1,0,Black,0,,,18.0,0,0,0
3442,1,7313,22,0,6.0,2,6.0,4.0,,2,1,0,Black,81,,4230.0,14.0,0,372012,37
3443,1,7313,27,0,2.0,1,6.0,4.0,,1,1,0,White,42,,6115.0,13.0,0,453031,45
3444,1,7306,30,0,,1,6.0,4.0,,2,1,0,Black,0,,,16.0,0,0,0
3445,1,7319,24,0,1.0,1,6.0,4.0,,1,1,0,White,722,,4020.0,18.0,0,352010,35
3446,1,7312,19,0,5.0,1,4.0,1.0,50.0,1,2,1,Hispanic,MIL,1.0,6230.0,16.0,0,472031,47
3447,1,7301,21,0,5.0,1,1.0,2.0,50.0,1,1,1,White,23,1.0,6515.0,16.0,1,472181,47
3448,1,7315,19,15,1.0,1,6.0,4.0,25.0,1,1,0,White,54,6.0,5860.0,19.0,0,439061,43
3449,1,7319,40,0,,1,6.0,4.0,,1,1,0,White,0,,,20.0,0,0,0
3450,1,7314,80,0,,2,6.0,4.0,,1,1,0,White,0,,,13.0,0,0,0
3451,1,7301,19,0,5.0,1,4.0,1.0,50.0,1,1,1,White,MIL,1.0,7210.0,16.0,0,493031,49
3452,1,7319,94,0,,2,6.0,4.0,,1,1,0,White,0,,,16.0,0,0,0
3453,1,7301,22,0,5.0,1,4.0,1.0,50.0,1,1,1,White,MIL,1.0,9825.0,16.0,0,553010,55
3454,1,7321,56,0,1.0,1,2.0,4.0,84.0,6,1,1,Asian,31,3.0,7855.0,16.0,1,513099,51
3455,1,7321,43,0,1.0,2,2.0,4.0,25.0,1,1,1,White,56,4.0,4230.0,16.0,1,372012,37
3456,1,7301,21,0,5.0,1,4.0,1.0,50.0,1,1,1,White,MIL,1.0,7210.0,16.0,0,493031,49
3457,1,7301,20,0,5.0,1,4.0,1.0,50.0,1,1,1,White,MIL,1.0,9825.0,16.0,0,553010,55
3458,1,7317,18,15,,2,6.0,4.0,,1,1,0,White,0,,,18.0,0,0,0
3459,1,7313,88,0,,2,6.0,4.0,,1,1,0,White,0,,,16.0,0,0,0
3460,1,7310,23,0,5.0,1,1.0,2.0,50.0,1,1,1,White,722,1.0,4030.0,19.0,1,352021,35
3461,1,7309,41,0,1.0,1,6.0,4.0,,1,1,0,White,33,,9630.0,19.0,0,537063,53
3462,1,7319,41,0,,1,6.0,4.0,,3,1,0,Other,0,,,14.0,0,0,0
3463,1,7310,21,15,2.0,2,1.0,4.0,20.0,9,1,1,Two or More,62,6.0,3603.0,19.0,1,311131,31
3464,1,7314,94,0,,2,6.0,4.0,,8,2,0,Hispanic,0,,,1.0,0,0,0
3465,1,7312,37,0,1.0,1,3.0,4.0,40.0,1,1,0,White,62,4.0,420.0,19.0,1,119151,11
3466,1,7301,19,0,5.0,1,4.0,1.0,50.0,1,2,1,Hispanic,MIL,1.0,7210.0,16.0,0,493031,49
3467,1,7310,23,0,5.0,1,4.0,1.0,50.0,8,11,1,Hispanic,MIL,1.0,9130.0,16.0,0,533030,53
3468,1,7322,43,0,,1,6.0,4.0,,9,2,0,Hispanic,0,,,14.0,0,0,0
3469,1,7318,17,13,,1,6.0,4.0,,1,1,0,White,0,,,13.0,0,0,0
3470,1,7313,19,0,5.0,1,4.0,1.0,40.0,1,1,1,White,MIL,1.0,9825.0,16.0,0,553010,55
3471,1,7321,47,0,,1,6.0,4.0,,2,1,0,Black,0,,,16.0,0,0,0
3472,1,7312,20,0,5.0,1,4.0,1.0,45.0,2,1,1,Black,MIL,1.0,9825.0,16.0,0,553010,55
3473,1,7321,20,0,5.0,1,4.0,1.0,50.0,1,1,1,White,MIL,1.0,7020.0,16.0,0,492020,49
3474,1,7317,66,0,,1,6.0,4.0,,1,1,0,White,0,,,24.0,0,0,0
3475,1,7303,17,12,,1,6.0,4.0,,5,1,0,Other,0,,,12.0,0,0,0
3476,1,7310,20,0,2.0,1,6.0,4.0,40.0,8,2,0,Hispanic,81,1.0,7200.0,20.0,0,493023,49
3477,1,7320,33,0,1.0,1,1.0,4.0,40.0,2,3,1,Hispanic,44,5.0,9620.0,18.0,1,537062,53
3478,1,7310,40,0,,1,6.0,4.0,,6,1,0,Asian,0,,,1.0,0,0,0
3479,1,7317,18,15,,2,6.0,4.0,,1,1,0,White,0,,,19.0,0,0,0
3480,1,7302,17,13,,1,6.0,4.0,,9,2,0,Hispanic,0,,,13.0,0,0,0
3481,1,7301,23,0,5.0,1,4.0,1.0,55.0,1,1,1,White,MIL,1.0,5120.0,16.0,0,433031,43
3482,1,7301,14,11,,1,,,,8,24,0,Hispanic,0,,,11.0,0,0,0
3483,1,7322,42,0,3.0,1,6.0,4.0,,2,1,0,Black,92,,4220.0,14.0,0,37201X,37
3484,1,7301,20,0,5.0,1,4.0,1.0,50.0,1,1,1,White,MIL,1.0,1105.0,16.0,0,151244,15
