HHID,SPORDER,PUMA,AGEP,SCHG,COW,SEX,ESR,MIL,WKHP,RAC1P,HISP,isWorker,pop_race,NAICS2,WKW,OCCP,SCHL,isinlaborforce,SOCP,SOC2
1,1,7306,18,14,,2,6.0,4.0,,1,2,0,Hispanic,0,,,14.0,0,0,0
2,1,7319,25,0,,1,6.0,4.0,,1,2,0,Hispanic,0,,,1.0,0,0,0
3,1,7310,19,15,1.0,2,6.0,4.0,20.0,2,24,0,Hispanic,722,6.0,4030.0,18.0,0,352021,35
4,1,7301,19,0,5.0,1,4.0,1.0,55.0,1,1,1,White,MIL,1.0,9825.0,16.0,0,553010,55
5,1,7313,33,0,,2,6.0,4.0,,8,2,0,Hispanic,0,,,16.0,0,0,0
6,1,7304,27,0,1.0,2,6.0,4.0,,1,1,0,White,722,,4110.0,18.0,0,353031,35
7,1,7322,35,15,1.0,2,6.0,2.0,20.0,1,2,0,Hispanic,56,3.0,735.0,19.0,0,131161,13
8,1,7301,22,0,5.0,1,4.0,1.0,99.0,9,1,1,Two or More,MIL,6.0,9825.0,16.0,0,553010,55
9,1,7317,19,15,1.0,1,6.0,4.0,25.0,1,1,0,White,45,6.0,9645.0,18.0,0,537065,53
10,1,7322,40,0,,1,6.0,4.0,,2,1,0,Black,0,,,16.0,0,0,0
11,1,7321,15,13,,2,,,,6,1,0,Asian,0,,,13.0,0,0,0
12,1,7322,55,0,,1,6.0,4.0,,1,1,0,White,0,,,17.0,0,0,0
13,1,7301,23,0,5.0,1,4.0,1.0,50.0,1,1,1,White,MIL,1.0,9830.0,16.0,0,559830,55
14,1,7310,23,15,5.0,1,4.0,1.0,80.0,1,1,1,White,MIL,1.0,1108.0,19.0,0,151299,15
15,1,7316,49,0,,1,6.0,4.0,,1,1,0,White,0,,,16.0,0,0,0
16,1,7301,20,0,5.0,1,4.0,1.0,45.0,1,1,1,White,MIL,1.0,3645.0,19.0,0,319092,31
17,1,7314,27,0,,1,6.0,4.0,,2,1,0,Black,0,,,16.0,0,0,0
18,1,7310,23,0,1.0,2,1.0,4.0,32.0,2,1,1,Black,62,1.0,4230.0,19.0,1,372012,37
19,1,7317,37,0,1.0,1,1.0,4.0,40.0,2,1,1,Black,56,1.0,4251.0,16.0,1,373011,37
20,1,7306,64,0,,1,6.0,4.0,,1,1,0,White,0,,,16.0,0,0,0
21,1,7317,18,15,1.0,1,6.0,4.0,25.0,1,1,0,White,45,6.0,9645.0,18.0,0,537065,53
22,1,7304,20,0,,1,6.0,4.0,,1,1,0,White,0,,,16.0,0,0,0
23,1,7302,51,0,1.0,1,6.0,2.0,,1,1,0,White,62,,3255.0,22.0,0,291141,29
24,1,7308,47,0,,2,6.0,4.0,,1,2,0,Hispanic,0,,,18.0,0,0,0
25,1,7301,24,0,5.0,1,4.0,1.0,50.0,1,11,1,Hispanic,MIL,1.0,9830.0,19.0,0,559830,55
26,1,7317,20,15,,1,6.0,4.0,,1,1,0,White,0,,,19.0,0,0,0
27,1,7310,21,15,2.0,2,1.0,4.0,20.0,1,1,1,White,61,6.0,1970.0,19.0,1,1940YY,19
28,1,7317,18,15,1.0,1,6.0,4.0,25.0,1,1,0,White,45,6.0,9645.0,18.0,0,537065,53
29,1,7301,20,0,5.0,1,4.0,1.0,50.0,2,1,1,Black,MIL,1.0,7210.0,16.0,0,493031,49
30,1,7302,16,12,,1,6.0,,,1,2,0,Hispanic,0,,,12.0,0,0,0
31,1,7303,13,10,,1,,,,1,2,0,Hispanic,0,,,10.0,0,0,0
32,1,7301,22,0,5.0,1,4.0,1.0,45.0,1,1,1,White,MIL,1.0,9825.0,16.0,0,553010,55
33,1,7302,17,13,,1,6.0,4.0,,1,2,0,Hispanic,0,,,13.0,0,0,0
34,1,7312,22,0,5.0,1,4.0,1.0,55.0,1,19,1,Hispanic,MIL,1.0,9830.0,16.0,0,559830,55
35,1,7322,71,0,,1,6.0,4.0,,2,1,0,Black,0,,,19.0,0,0,0
36,1,7317,85,0,,2,6.0,4.0,,1,24,0,Hispanic,0,,,1.0,0,0,0
37,1,7316,46,0,,1,6.0,4.0,,1,2,0,Hispanic,0,,,17.0,0,0,0
38,1,7320,49,0,,2,6.0,4.0,,6,1,0,Asian,0,,,1.0,0,0,0
39,1,7302,45,0,,2,6.0,4.0,,6,1,0,Asian,0,,,19.0,0,0,0
40,1,7313,46,0,1.0,2,6.0,4.0,20.0,1,2,0,Hispanic,54,5.0,4900.0,20.0,0,419010,41
41,1,7306,63,0,,1,6.0,4.0,,2,1,0,Black,0,,,19.0,0,0,0
42,1,7310,20,15,1.0,1,6.0,4.0,40.0,6,1,0,Asian,45,6.0,4760.0,19.0,0,412031,41
43,1,7310,19,15,,2,6.0,4.0,,1,2,0,Hispanic,0,,,19.0,0,0,0
44,1,7321,24,15,1.0,2,6.0,4.0,20.0,9,1,0,Two or More,44,6.0,9620.0,19.0,0,537062,53
45,1,7307,57,0,,1,6.0,4.0,,8,24,0,Hispanic,0,,,13.0,0,0,0
46,1,7307,61,0,,1,6.0,2.0,,2,1,0,Black,0,,,16.0,0,0,0
47,1,7304,65,0,,2,6.0,4.0,,9,1,0,Two or More,0,,,23.0,0,0,0
48,1,7319,43,0,,1,6.0,4.0,,2,1,0,Black,0,,,17.0,0,0,0
49,1,7315,17,15,8.0,2,6.0,4.0,25.0,9,1,0,Two or More,54,6.0,710.0,16.0,0,131111,13
50,1,7302,40,0,,1,6.0,4.0,,1,2,0,Hispanic,0,,,16.0,0,0,0
51,1,7317,18,15,1.0,2,3.0,4.0,15.0,1,1,0,White,722,5.0,5240.0,16.0,1,434051,43
52,1,7308,65,0,,2,6.0,4.0,,2,1,0,Black,0,,,19.0,0,0,0
53,1,7301,20,0,5.0,1,4.0,1.0,45.0,1,1,1,White,MIL,1.0,3870.0,16.0,0,333050,33
54,1,7315,20,15,1.0,2,1.0,4.0,20.0,1,1,1,White,61,1.0,1050.0,19.0,1,151230,15
55,1,7322,63,0,,1,6.0,4.0,,1,1,0,White,0,,,16.0,0,0,0
56,1,7301,20,0,5.0,1,4.0,1.0,40.0,1,1,1,White,MIL,1.0,5040.0,16.0,0,432099,43
57,1,7313,69,0,,1,6.0,4.0,,1,1,0,White,0,,,13.0,0,0,0
58,1,7310,20,0,5.0,1,4.0,1.0,55.0,1,1,1,White,MIL,1.0,9825.0,16.0,0,553010,55
59,1,7301,22,0,5.0,1,4.0,1.0,60.0,8,3,1,Hispanic,MIL,1.0,9825.0,18.0,0,553010,55
60,1,7319,17,14,,1,6.0,4.0,,1,1,0,White,0,,,14.0,0,0,0
61,1,7310,23,0,5.0,1,4.0,1.0,73.0,8,2,1,Hispanic,MIL,1.0,9825.0,16.0,0,553010,55
62,1,7305,36,0,,2,6.0,4.0,,1,1,0,White,0,,,12.0,0,0,0
63,1,7317,25,0,,1,6.0,4.0,,1,2,0,Hispanic,0,,,1.0,0,0,0
64,1,7317,73,0,,2,6.0,4.0,,1,2,0,Hispanic,0,,,17.0,0,0,0
65,1,7316,37,0,5.0,1,4.0,1.0,30.0,1,23,1,Hispanic,MIL,1.0,1108.0,19.0,0,151299,15
66,1,7315,19,15,,2,6.0,4.0,,1,1,0,White,0,,,19.0,0,0,0
67,1,7310,20,15,,2,6.0,4.0,,1,1,0,White,0,,,19.0,0,0,0
68,1,7321,34,0,5.0,1,4.0,1.0,75.0,6,1,1,Asian,MIL,1.0,9830.0,19.0,0,559830,55
69,1,7315,94,0,,1,6.0,2.0,,1,1,0,White,0,,,12.0,0,0,0
70,1,7310,22,0,5.0,1,4.0,1.0,60.0,1,1,1,White,MIL,1.0,9825.0,16.0,0,553010,55
71,1,7320,85,0,,1,6.0,3.0,,1,1,0,White,0,,,18.0,0,0,0
72,1,7301,22,0,5.0,1,4.0,1.0,55.0,8,1,1,White,MIL,1.0,9825.0,19.0,0,553010,55
73,1,7313,48,0,,1,6.0,4.0,,1,1,0,White,0,,,19.0,0,0,0
74,1,7310,17,13,,1,6.0,4.0,,1,1,0,White,0,,,13.0,0,0,0
75,1,7315,19,15,1.0,1,6.0,4.0,40.0,1,1,0,White,44,6.0,5240.0,19.0,0,434051,43
76,1,7310,18,14,5.0,1,4.0,1.0,99.0,1,1,1,White,MIL,6.0,9825.0,16.0,0,553010,55
77,1,7320,84,0,,1,6.0,3.0,,1,1,0,White,0,,,21.0,0,0,0
78,1,7320,82,0,,1,6.0,2.0,,1,1,0,White,0,,,19.0,0,0,0
79,1,7315,21,15,2.0,1,1.0,4.0,40.0,1,1,1,White,81,5.0,725.0,16.0,1,131121,13
80,1,7316,37,15,5.0,1,4.0,1.0,40.0,6,1,1,Asian,MIL,1.0,5820.0,21.0,0,439022,43
81,1,7321,58,0,,1,6.0,2.0,,1,2,0,Hispanic,0,,,19.0,0,0,0
82,1,7316,50,0,,1,6.0,4.0,,2,1,0,Black,0,,,17.0,0,0,0
83,1,7320,51,0,1.0,1,6.0,2.0,,1,1,0,White,62,,3255.0,22.0,0,291141,29
84,1,7322,46,0,,1,6.0,4.0,,1,2,0,Hispanic,0,,,17.0,0,0,0
85,1,7315,21,15,2.0,2,1.0,4.0,20.0,1,1,1,White,61,6.0,1970.0,19.0,1,1940YY,19
86,1,7310,20,15,5.0,1,4.0,1.0,99.0,2,3,1,Hispanic,MIL,6.0,9825.0,16.0,0,553010,55
87,1,7317,20,15,,2,6.0,4.0,,1,24,0,Hispanic,0,,,19.0,0,0,0
88,1,7306,77,0,,2,6.0,4.0,,1,1,0,White,0,,,19.0,0,0,0
89,1,7309,21,0,,1,6.0,4.0,,1,11,0,Hispanic,0,,,19.0,0,0,0
90,1,7306,20,0,1.0,2,6.0,4.0,40.0,2,1,0,Black,62,5.0,3603.0,17.0,0,311131,31
91,1,7322,82,0,,1,6.0,2.0,,1,1,0,White,0,,,19.0,0,0,0
92,1,7310,20,0,5.0,1,4.0,1.0,40.0,1,23,1,Hispanic,MIL,1.0,9825.0,19.0,0,553010,55
93,1,7319,70,0,,2,6.0,4.0,,1,1,0,White,0,,,1.0,0,0,0
94,1,7316,20,0,5.0,2,4.0,1.0,60.0,1,1,1,White,MIL,1.0,3645.0,19.0,0,319092,31
95,1,7316,24,0,5.0,1,4.0,1.0,50.0,1,2,1,Hispanic,MIL,1.0,9830.0,19.0,0,559830,55
96,1,7310,55,0,1.0,1,6.0,4.0,,2,1,0,Black,56,,3930.0,19.0,0,339030,33
97,1,7301,22,0,5.0,1,4.0,1.0,60.0,1,2,1,Hispanic,MIL,1.0,7210.0,16.0,0,493031,49
98,1,7316,29,0,1.0,1,6.0,4.0,40.0,1,2,0,Hispanic,31,2.0,4020.0,14.0,0,352010,35
99,1,7318,32,0,1.0,1,3.0,2.0,,2,1,0,Black,31,,5610.0,19.0,1,435071,43
100,1,7310,20,15,2.0,2,6.0,4.0,10.0,6,1,0,Asian,61,6.0,1970.0,19.0,0,1940YY,19
101,1,7322,42,0,,1,6.0,4.0,,1,2,0,Hispanic,0,,,13.0,0,0,0
102,1,7315,19,15,,2,6.0,4.0,,1,1,0,White,0,,,19.0,0,0,0
103,1,7302,45,0,,2,6.0,4.0,,6,1,0,Asian,0,,,19.0,0,0,0
104,1,7302,18,15,5.0,1,4.0,1.0,50.0,1,1,1,White,MIL,3.0,9825.0,18.0,0,553010,55
105,1,7310,21,0,5.0,1,4.0,1.0,70.0,9,2,1,Hispanic,MIL,1.0,9825.0,16.0,0,553010,55
106,1,7322,47,0,,1,6.0,4.0,,2,1,0,Black,0,,,16.0,0,0,0
107,1,7301,20,0,5.0,1,4.0,1.0,55.0,8,3,1,Hispanic,MIL,1.0,5600.0,16.0,0,435061,43
108,1,7316,40,0,,1,6.0,4.0,,1,1,0,White,0,,,19.0,0,0,0
109,1,7321,63,0,,2,6.0,4.0,,1,2,0,Hispanic,0,,,19.0,0,0,0
110,1,7313,53,0,,2,6.0,4.0,,1,1,0,White,0,,,19.0,0,0,0
111,1,7305,94,0,,2,6.0,4.0,,2,1,0,Black,0,,,7.0,0,0,0
112,1,7302,60,0,1.0,1,6.0,4.0,,1,2,0,Hispanic,33,,8140.0,9.0,0,514120,51
113,1,7314,26,0,1.0,1,1.0,4.0,40.0,8,2,1,Hispanic,81,1.0,4220.0,14.0,1,37201X,37
114,1,7322,18,14,,2,6.0,4.0,,1,2,0,Hispanic,0,,,14.0,0,0,0
115,1,7310,18,15,5.0,1,4.0,1.0,81.0,1,1,1,White,MIL,1.0,9830.0,16.0,0,559830,55
116,1,7312,21,0,5.0,2,4.0,1.0,40.0,1,1,1,White,MIL,1.0,7140.0,19.0,0,493011,49
117,1,7301,21,0,5.0,1,4.0,1.0,60.0,1,1,1,White,MIL,1.0,9825.0,19.0,0,553010,55
118,1,7303,15,13,,1,,,,1,2,0,Hispanic,0,,,13.0,0,0,0
119,1,7312,78,0,,1,6.0,4.0,,8,2,0,Hispanic,0,,,6.0,0,0,0
120,1,7301,19,0,5.0,1,4.0,1.0,60.0,1,1,1,White,MIL,1.0,9825.0,16.0,0,553010,55
121,1,7317,19,15,2.0,2,1.0,4.0,30.0,1,1,1,White,62,1.0,3602.0,16.0,1,311122,31
122,1,7315,19,15,1.0,1,6.0,4.0,40.0,1,2,0,Hispanic,23,5.0,6260.0,16.0,0,472061,47
123,1,7303,55,0,,2,6.0,4.0,,1,1,0,White,0,,,13.0,0,0,0
124,1,7310,18,15,,1,6.0,4.0,,1,1,0,White,0,,,18.0,0,0,0
125,1,7301,18,14,5.0,1,4.0,1.0,81.0,1,2,1,Hispanic,MIL,6.0,9830.0,18.0,0,559830,55
126,1,7310,21,0,5.0,1,4.0,1.0,40.0,1,1,1,White,MIL,1.0,6835.0,19.0,0,475032,47
127,1,7321,51,0,,1,6.0,4.0,,1,2,0,Hispanic,0,,,19.0,0,0,0
128,1,7301,18,0,5.0,1,4.0,1.0,45.0,2,2,1,Hispanic,MIL,6.0,630.0,16.0,0,131070,13
129,1,7319,39,0,,1,6.0,4.0,,6,1,0,Asian,0,,,18.0,0,0,0
130,1,7322,46,0,,1,6.0,4.0,,1,2,0,Hispanic,0,,,17.0,0,0,0
131,1,7315,18,15,1.0,2,6.0,4.0,10.0,1,1,0,White,722,5.0,4110.0,18.0,0,353031,35
132,1,7321,51,0,,1,6.0,4.0,,1,2,0,Hispanic,0,,,19.0,0,0,0
133,1,7301,21,0,5.0,1,4.0,1.0,45.0,1,1,1,White,MIL,1.0,1010.0,19.0,0,151251,15
134,1,7317,60,0,1.0,1,6.0,4.0,,1,2,0,Hispanic,33,,8140.0,9.0,0,514120,51
135,1,7316,21,0,5.0,1,4.0,1.0,90.0,1,2,1,Hispanic,MIL,1.0,9825.0,16.0,0,553010,55
136,1,7319,28,0,,1,6.0,4.0,,1,1,0,White,0,,,16.0,0,0,0
137,1,7322,46,0,,1,6.0,4.0,,1,1,0,White,0,,,16.0,0,0,0
138,1,7310,35,15,1.0,2,6.0,2.0,20.0,1,2,0,Hispanic,56,3.0,735.0,19.0,0,131161,13
139,1,7310,20,15,1.0,1,6.0,4.0,40.0,6,1,0,Asian,45,6.0,4760.0,19.0,0,412031,41
140,1,7304,55,0,1.0,1,6.0,4.0,,2,1,0,Black,56,,3930.0,19.0,0,339030,33
141,1,7305,18,0,,2,6.0,4.0,,1,2,0,Hispanic,0,,,16.0,0,0,0
142,1,7318,55,0,2.0,2,6.0,4.0,,1,1,0,White,45,,9620.0,14.0,0,537062,53
143,1,7315,19,15,1.0,2,6.0,4.0,48.0,1,1,0,White,42,6.0,9640.0,18.0,0,537064,53
144,1,7306,26,0,1.0,1,6.0,4.0,20.0,1,1,0,White,56,4.0,9620.0,17.0,0,537062,53
145,1,7301,18,0,5.0,1,4.0,1.0,50.0,1,1,1,White,MIL,1.0,9645.0,16.0,0,537065,53
146,1,7315,94,0,,2,6.0,4.0,,2,1,0,Black,0,,,7.0,0,0,0
147,1,7312,19,0,5.0,2,4.0,1.0,50.0,1,1,1,White,MIL,1.0,5600.0,16.0,0,435061,43
148,1,7310,21,15,5.0,1,4.0,1.0,40.0,1,1,1,White,MIL,3.0,630.0,20.0,0,131070,13
149,1,7316,26,0,5.0,1,4.0,1.0,80.0,2,1,1,Black,MIL,1.0,7340.0,19.0,0,499071,49
150,1,7310,23,0,5.0,1,4.0,1.0,49.0,5,2,1,Hispanic,MIL,1.0,5740.0,19.0,0,436014,43
151,1,7322,34,0,1.0,1,6.0,4.0,,1,1,0,White,11,,6050.0,14.0,0,4520XX,45
152,1,7301,22,0,5.0,1,4.0,1.0,45.0,1,1,1,White,MIL,1.0,1010.0,16.0,0,151251,15
153,1,7321,21,0,5.0,1,4.0,1.0,68.0,1,1,1,White,MIL,1.0,5040.0,16.0,0,432099,43
154,1,7313,53,0,,2,6.0,4.0,,1,1,0,White,0,,,19.0,0,0,0
155,1,7302,16,12,,1,6.0,,,1,2,0,Hispanic,0,,,12.0,0,0,0
156,1,7318,51,0,,1,6.0,4.0,,1,2,0,Hispanic,0,,,16.0,0,0,0
157,1,7301,23,0,5.0,1,4.0,1.0,45.0,1,1,1,White,MIL,1.0,9830.0,16.0,0,559830,55
158,1,7303,28,0,,1,6.0,4.0,,1,1,0,White,0,,,16.0,0,0,0
159,1,7312,19,0,5.0,2,4.0,1.0,64.0,8,4,1,Hispanic,MIL,1.0,6835.0,19.0,0,475032,47
160,1,7321,41,0,5.0,1,4.0,1.0,99.0,1,1,1,White,MIL,1.0,630.0,20.0,0,131070,13
161,1,7301,21,0,5.0,1,4.0,1.0,55.0,1,1,1,White,MIL,1.0,5040.0,16.0,0,432099,43
162,1,7301,20,0,5.0,1,4.0,1.0,50.0,2,1,1,Black,MIL,1.0,5040.0,16.0,0,432099,43
163,1,7301,21,0,5.0,1,4.0,1.0,50.0,1,1,1,White,MIL,1.0,6835.0,16.0,0,475032,47
164,1,7303,86,0,,1,6.0,4.0,,1,2,0,Hispanic,0,,,16.0,0,0,0
165,1,7303,23,0,1.0,2,1.0,4.0,32.0,2,1,1,Black,62,1.0,4230.0,19.0,1,372012,37
166,1,7306,85,0,,1,6.0,3.0,,1,1,0,White,0,,,18.0,0,0,0
167,1,7301,21,0,5.0,1,4.0,1.0,68.0,8,17,1,Hispanic,MIL,1.0,9825.0,16.0,0,553010,55
168,1,7317,82,0,,2,6.0,4.0,,1,1,0,White,0,,,19.0,0,0,0
169,1,7312,22,15,5.0,2,4.0,1.0,99.0,2,1,1,Black,MIL,1.0,4030.0,19.0,0,352021,35
170,1,7319,32,0,1.0,2,6.0,4.0,25.0,1,1,0,White,44,5.0,4760.0,19.0,0,412031,41
171,1,7310,20,0,5.0,1,4.0,1.0,72.0,3,1,1,Other,MIL,1.0,7340.0,19.0,0,499071,49
172,1,7301,20,0,5.0,1,4.0,1.0,55.0,8,2,1,Hispanic,MIL,1.0,6765.0,16.0,0,4740XX,47
173,1,7316,20,0,5.0,1,4.0,1.0,54.0,1,1,1,White,MIL,1.0,9830.0,16.0,0,559830,55
174,1,7301,65,0,,2,6.0,4.0,,2,1,0,Black,0,,,19.0,0,0,0
175,1,7310,23,0,1.0,2,1.0,4.0,20.0,3,1,1,Other,44,1.0,4720.0,19.0,1,412010,41
176,1,7310,51,0,,1,6.0,4.0,,1,2,0,Hispanic,0,,,16.0,0,0,0
177,1,7306,17,13,,2,6.0,4.0,,1,1,0,White,0,,,13.0,0,0,0
178,1,7316,16,13,,1,6.0,,,1,2,0,Hispanic,0,,,13.0,0,0,0
179,1,7301,18,0,1.0,1,6.0,2.0,20.0,1,1,0,White,51,4.0,4720.0,16.0,0,412010,41
180,1,7305,79,0,,1,6.0,4.0,,1,1,0,White,0,,,21.0,0,0,0
181,1,7319,35,0,7.0,1,6.0,4.0,,1,2,0,Hispanic,48,,9130.0,14.0,0,533030,53
182,1,7321,94,0,,2,6.0,4.0,,1,1,0,White,0,,,7.0,0,0,0
183,1,7308,68,0,,2,6.0,4.0,,1,1,0,White,0,,,16.0,0,0,0
184,1,7322,51,0,,1,6.0,4.0,,1,2,0,Hispanic,0,,,14.0,0,0,0
185,1,7320,60,0,,2,6.0,4.0,,1,1,0,White,0,,,16.0,0,0,0
186,1,7312,23,0,5.0,1,4.0,1.0,99.0,1,1,1,White,MIL,1.0,7340.0,19.0,0,499071,49
187,1,7312,21,0,5.0,1,4.0,1.0,65.0,1,1,1,White,MIL,1.0,5040.0,16.0,0,432099,43
188,1,7305,35,0,,2,6.0,4.0,,1,1,0,White,0,,,1.0,0,0,0
189,1,7312,19,0,5.0,1,4.0,1.0,50.0,1,2,1,Hispanic,MIL,1.0,6355.0,16.0,0,472111,47
190,1,7319,48,0,1.0,1,6.0,4.0,40.0,1,1,0,White,33,3.0,8225.0,19.0,0,514XXX,51
191,1,7316,23,0,5.0,1,4.0,1.0,71.0,1,1,1,White,MIL,1.0,3740.0,17.0,0,332011,33
192,1,7313,43,0,1.0,2,6.0,4.0,32.0,1,1,0,White,56,5.0,4220.0,21.0,0,37201X,37
193,1,7316,28,0,5.0,1,4.0,1.0,99.0,2,1,1,Black,MIL,1.0,6835.0,16.0,0,475032,47
194,1,7310,18,15,,2,6.0,4.0,,1,2,0,Hispanic,0,,,19.0,0,0,0
195,1,7315,18,15,,1,6.0,4.0,,1,1,0,White,0,,,18.0,0,0,0
196,1,7303,65,0,,1,6.0,4.0,,1,1,0,White,0,,,15.0,0,0,0
197,1,7301,23,0,5.0,1,4.0,1.0,78.0,1,1,1,White,MIL,1.0,6835.0,18.0,0,475032,47
198,1,7310,21,0,5.0,1,4.0,1.0,60.0,1,1,1,White,MIL,1.0,9825.0,19.0,0,553010,55
199,1,7302,94,0,,1,6.0,4.0,,1,1,0,White,0,,,16.0,0,0,0
200,1,7318,29,0,,1,6.0,4.0,,1,2,0,Hispanic,0,,,14.0,0,0,0
201,1,7301,20,15,5.0,1,4.0,1.0,90.0,2,1,1,Black,MIL,1.0,9825.0,19.0,0,553010,55
202,1,7301,21,0,5.0,1,4.0,1.0,55.0,1,1,1,White,MIL,1.0,9825.0,16.0,0,553010,55
203,1,7312,20,0,5.0,1,4.0,1.0,66.0,1,5,1,Hispanic,MIL,1.0,9830.0,16.0,0,559830,55
204,1,7301,23,0,5.0,1,4.0,1.0,60.0,1,1,1,White,MIL,1.0,9825.0,16.0,0,553010,55
205,1,7303,33,0,6.0,1,6.0,4.0,40.0,1,2,0,Hispanic,23,4.0,6355.0,16.0,0,472111,47
206,1,7322,63,0,,1,6.0,4.0,,1,1,0,White,0,,,16.0,0,0,0
207,1,7318,94,0,,1,6.0,4.0,,1,1,0,White,0,,,16.0,0,0,0
208,1,7313,33,0,,2,6.0,4.0,,1,1,0,White,0,,,19.0,0,0,0
209,1,7301,21,0,5.0,1,4.0,1.0,55.0,1,1,1,White,MIL,1.0,5040.0,16.0,0,432099,43
210,1,7312,24,0,5.0,1,4.0,1.0,84.0,2,1,1,Black,MIL,1.0,7140.0,16.0,0,493011,49
211,1,7319,36,0,1.0,1,6.0,4.0,40.0,1,2,0,Hispanic,23,4.0,6442.0,11.0,0,472152,47
212,1,7321,94,0,,1,6.0,4.0,,1,1,0,White,0,,,16.0,0,0,0
213,1,7315,19,15,1.0,2,2.0,4.0,12.0,1,1,1,White,54,5.0,735.0,19.0,1,131161,13
214,1,7310,21,0,5.0,1,4.0,1.0,72.0,2,1,1,Black,MIL,1.0,7640.0,16.0,0,4990XX,49
215,1,7303,59,0,,2,6.0,4.0,,9,1,0,Two or More,0,,,20.0,0,0,0
216,1,7315,20,15,,2,6.0,4.0,,1,1,0,White,0,,,19.0,0,0,0
217,1,7305,19,15,,1,6.0,4.0,,6,1,0,Asian,0,,,19.0,0,0,0
218,1,7321,28,0,5.0,1,4.0,1.0,75.0,6,1,1,Asian,MIL,1.0,9825.0,19.0,0,553010,55
219,1,7301,21,0,5.0,1,4.0,1.0,50.0,8,2,1,Hispanic,MIL,1.0,9825.0,16.0,0,553010,55
220,1,7301,32,0,,2,6.0,4.0,,6,1,0,Asian,0,,,1.0,0,0,0
221,1,7315,19,15,,2,6.0,4.0,,1,1,0,White,0,,,19.0,0,0,0
222,1,7322,38,0,,1,6.0,4.0,,1,2,0,Hispanic,0,,,14.0,0,0,0
223,1,7319,22,0,1.0,1,6.0,4.0,40.0,1,1,0,White,56,6.0,9620.0,17.0,0,537062,53
224,1,7315,18,15,1.0,2,6.0,4.0,48.0,1,1,0,White,42,6.0,9640.0,18.0,0,537064,53
225,1,7316,24,0,5.0,1,4.0,1.0,99.0,2,1,1,Black,MIL,1.0,7340.0,18.0,0,499071,49
226,1,7309,77,0,,2,6.0,4.0,,1,1,0,White,0,,,19.0,0,0,0
227,1,7306,26,0,1.0,2,1.0,4.0,20.0,1,1,1,White,44,1.0,4720.0,16.0,1,412010,41
228,1,7321,24,0,5.0,1,4.0,1.0,99.0,3,1,1,Other,MIL,1.0,7340.0,19.0,0,499071,49
229,1,7301,23,0,5.0,1,4.0,1.0,73.0,8,2,1,Hispanic,MIL,1.0,9825.0,16.0,0,553010,55
230,1,7319,54,0,,1,6.0,4.0,,1,2,0,Hispanic,0,,,9.0,0,0,0
231,1,7316,75,0,,1,6.0,2.0,,6,1,0,Asian,0,,,16.0,0,0,0
232,1,7321,19,0,5.0,1,4.0,1.0,96.0,2,1,1,Black,MIL,1.0,9830.0,16.0,0,559830,55
233,1,7301,31,0,5.0,1,4.0,1.0,50.0,1,1,1,White,MIL,1.0,7140.0,19.0,0,493011,49
234,1,7313,41,0,1.0,2,6.0,4.0,,1,1,0,White,722,,4110.0,19.0,0,353031,35
235,1,7319,74,0,,2,6.0,4.0,,1,1,0,White,0,,,16.0,0,0,0
236,1,7312,21,0,5.0,2,4.0,1.0,78.0,1,1,1,White,MIL,1.0,9830.0,16.0,0,559830,55
237,1,7310,19,15,5.0,1,4.0,1.0,60.0,1,1,1,White,MIL,1.0,9825.0,18.0,0,553010,55
238,1,7321,89,0,,2,6.0,4.0,,6,1,0,Asian,0,,,16.0,0,0,0
239,1,7313,63,0,,1,6.0,2.0,,1,24,0,Hispanic,0,,,19.0,0,0,0
240,1,7312,22,0,5.0,2,4.0,1.0,85.0,1,23,1,Hispanic,MIL,1.0,3645.0,19.0,0,319092,31
241,1,7316,22,0,5.0,1,4.0,1.0,70.0,1,1,1,White,MIL,1.0,9310.0,18.0,0,535020,53
242,1,7322,32,0,,1,6.0,4.0,,2,1,0,Black,0,,,14.0,0,0,0
243,1,7307,80,0,,1,6.0,2.0,,1,1,0,White,0,,,12.0,0,0,0
244,1,7322,28,0,1.0,1,6.0,4.0,20.0,1,1,0,White,56,5.0,3930.0,14.0,0,339030,33
245,1,7322,71,0,,1,6.0,4.0,,2,1,0,Black,0,,,19.0,0,0,0
246,1,7320,87,0,,1,6.0,2.0,,1,1,0,White,0,,,19.0,0,0,0
247,1,7310,19,15,1.0,2,6.0,4.0,48.0,1,1,0,White,42,6.0,9640.0,18.0,0,537064,53
248,1,7310,21,0,5.0,1,4.0,1.0,90.0,1,2,1,Hispanic,MIL,1.0,9825.0,16.0,0,553010,55
249,1,7301,19,0,5.0,1,4.0,1.0,50.0,1,1,1,White,MIL,1.0,9645.0,16.0,0,537065,53
250,1,7319,62,0,,1,6.0,4.0,,1,1,0,White,0,,,18.0,0,0,0
251,1,7321,23,0,5.0,2,4.0,1.0,70.0,1,8,1,Hispanic,MIL,1.0,7100.0,16.0,0,49209X,49
252,1,7301,19,0,5.0,1,4.0,1.0,60.0,8,2,1,Hispanic,MIL,1.0,9825.0,16.0,0,553010,55
253,1,7315,17,13,,2,6.0,4.0,,1,1,0,White,0,,,13.0,0,0,0
254,1,7310,23,0,1.0,2,1.0,4.0,20.0,3,1,1,Other,44,1.0,4720.0,19.0,1,412010,41
