SERIALNO,HHID,SPORDER,PUMA,AGEP,SCHG,COW,SEX,ESR,MIL,WKHP,isinlaborforce
2017000020745,152,5,7319,22,15,1.0,1,2.0,4.0,25.0,1
2017000020819,153,1,7315,78,0,,2,6.0,4.0,,0
2017000020819,153,2,7315,80,0,,1,6.0,4.0,,0
2017000020884,154,1,7306,82,0,,2,6.0,4.0,,0
2017000021077,155,1,7310,47,0,1.0,2,1.0,4.0,40.0,1
2017000021077,155,2,7310,51,0,7.0,1,1.0,4.0,55.0,1
2017000021077,155,3,7310,18,14,,1,6.0,4.0,,0
2017000021077,155,4,7310,13,10,,1,,,,0
2017000021253,156,1,7304,57,0,1.0,1,1.0,4.0,40.0,1
2017000021253,156,2,7304,56,0,1.0,2,6.0,4.0,50.0,0
2017000021350,157,1,7319,63,0,1.0,2,2.0,4.0,40.0,1
2017000021350,157,2,7319,54,0,1.0,1,1.0,2.0,40.0,1
2017000021395,158,1,7312,80,0,,2,6.0,4.0,,0
2017000021970,159,1,7308,32,0,1.0,1,1.0,4.0,40.0,1
2017000021970,159,2,7308,1,0,,1,,,,0
2017000021970,159,3,7308,26,0,1.0,2,6.0,4.0,30.0,0
2017000022015,160,1,7314,61,0,4.0,1,1.0,4.0,40.0,1
2017000022015,160,2,7314,50,0,1.0,2,1.0,4.0,28.0,1
2017000022015,160,3,7314,25,0,1.0,2,3.0,4.0,,1
2017000022015,160,4,7314,22,15,1.0,2,1.0,4.0,15.0,1
2017000022015,160,5,7314,20,15,1.0,2,1.0,4.0,25.0,1
2017000022030,161,1,7321,75,0,,2,6.0,2.0,,0
2017000022086,162,1,7322,55,0,1.0,2,1.0,4.0,40.0,1
2017000022256,163,1,7305,64,0,1.0,1,6.0,4.0,,0
2017000022256,163,2,7305,63,0,,2,6.0,4.0,,0
2017000022376,164,1,7315,26,0,1.0,1,1.0,4.0,40.0,1
2017000022419,165,1,7315,73,0,1.0,1,6.0,4.0,,0
2017000022657,166,1,7316,26,0,5.0,1,1.0,4.0,65.0,1
2017000022968,167,1,7307,47,0,1.0,1,1.0,4.0,40.0,1
2017000022968,167,2,7307,20,0,1.0,2,1.0,4.0,40.0,1
2017000022968,167,3,7307,17,14,1.0,2,1.0,4.0,10.0,1
2017000022968,167,4,7307,0,0,,2,,,,0
2017000022968,167,5,7307,49,0,,2,6.0,4.0,,0
2017000023105,168,1,7306,43,0,6.0,2,1.0,4.0,10.0,1
2017000023105,168,2,7306,45,0,1.0,1,2.0,4.0,40.0,1
2017000023105,168,3,7306,13,9,,1,,,,0
2017000023105,168,4,7306,11,8,,2,,,,0
2017000023115,169,1,7318,40,0,2.0,1,1.0,4.0,40.0,1
2017000023115,169,2,7318,70,0,7.0,1,1.0,2.0,90.0,1
2017000023115,169,3,7318,50,0,1.0,1,1.0,4.0,25.0,1
2017000023124,170,1,7306,51,0,1.0,1,1.0,4.0,50.0,1
2017000023124,170,2,7306,48,0,2.0,2,1.0,4.0,28.0,1
2017000023124,170,3,7306,18,13,,1,6.0,4.0,,0
2017000023381,171,1,7319,62,0,,2,6.0,4.0,,0
2017000023641,172,1,7305,60,0,,2,6.0,4.0,,0
2017000023641,172,2,7305,61,0,1.0,1,1.0,4.0,35.0,1
2017000023789,173,1,7313,59,0,,2,6.0,4.0,,0
2017000024098,174,1,7308,74,0,,1,6.0,2.0,,0
2017000024258,175,1,7310,32,0,7.0,1,1.0,4.0,40.0,1
2017000024258,175,2,7310,31,0,6.0,2,1.0,4.0,26.0,1
2017000024336,176,1,7306,63,0,2.0,2,1.0,4.0,40.0,1
2017000024336,176,2,7306,37,0,8.0,1,6.0,4.0,,0
2017000024553,177,1,7316,83,0,,2,6.0,4.0,,0
2017000024553,177,2,7316,27,0,1.0,1,1.0,4.0,40.0,1
2017000024553,177,3,7316,21,15,1.0,1,1.0,4.0,40.0,1
2017000024553,177,4,7316,19,15,4.0,2,1.0,4.0,15.0,1
2017000024553,177,5,7316,18,15,,1,6.0,4.0,,0
2017000024722,178,1,7317,77,0,1.0,1,1.0,4.0,36.0,1
2017000024722,178,2,7317,72,0,,2,6.0,4.0,,0
2017000024818,179,1,7308,53,0,1.0,1,1.0,4.0,50.0,1
2017000024818,179,2,7308,55,0,1.0,2,1.0,4.0,50.0,1
2017000024818,179,3,7308,11,8,,1,,,,0
2017000024818,179,4,7308,8,5,,1,,,,0
2017000025004,180,1,7302,50,0,4.0,1,1.0,2.0,45.0,1
2017000025004,180,2,7302,51,0,6.0,2,1.0,4.0,40.0,1
2017000025004,180,3,7302,21,15,3.0,2,6.0,4.0,6.0,0
2017000025004,180,4,7302,15,13,,2,,,,0
2017000025090,181,1,7313,55,0,3.0,2,1.0,4.0,40.0,1
2017000025090,181,2,7313,60,0,1.0,1,1.0,4.0,25.0,1
2017000025306,182,1,7306,28,0,1.0,1,6.0,4.0,25.0,0
2017000025306,182,2,7306,1,0,,1,,,,0
2017000025306,182,3,7306,23,0,3.0,2,1.0,4.0,18.0,1
2017000025419,183,1,7322,25,0,1.0,1,1.0,4.0,40.0,1
2017000025419,183,2,7322,63,0,,2,6.0,4.0,,0
2017000025419,183,3,7322,24,15,1.0,2,3.0,4.0,,1
2017000025535,184,1,7315,46,0,6.0,1,1.0,4.0,40.0,1
2017000025535,184,2,7315,45,0,1.0,2,1.0,4.0,40.0,1
2017000025535,184,3,7315,10,7,,2,,,,0
2017000025726,185,1,7317,46,0,6.0,2,1.0,4.0,30.0,1
2017000025757,186,1,7311,56,0,,2,6.0,4.0,,0
2017000025757,186,2,7311,47,0,3.0,1,2.0,4.0,38.0,1
2017000025757,186,3,7311,16,13,,1,6.0,,,0
2017000025757,186,4,7311,81,0,,1,6.0,2.0,,0
2017000025834,187,1,7301,64,0,2.0,2,1.0,4.0,15.0,1
2017000025834,187,2,7301,29,0,1.0,1,1.0,4.0,40.0,1
2017000025834,187,3,7301,62,0,,2,6.0,4.0,,0
2017000025898,188,1,7320,40,0,2.0,2,1.0,4.0,20.0,1
2017000025898,188,2,7320,45,0,5.0,1,4.0,1.0,80.0,0
2017000025898,188,3,7320,13,9,,1,,,,0
2017000025898,188,4,7320,7,3,,1,,,,0
2017000026229,189,1,7310,94,0,2.0,2,6.0,4.0,,0
2017000026229,189,2,7310,44,0,1.0,2,1.0,4.0,40.0,1
2017000026229,189,3,7310,43,0,5.0,1,4.0,1.0,40.0,0
2017000026238,190,1,7309,61,0,6.0,1,6.0,4.0,9.0,0
2017000026239,191,1,7310,73,0,,1,6.0,2.0,,0
2017000026239,191,2,7310,69,0,,2,6.0,4.0,,0
2017000026307,192,1,7321,51,0,1.0,2,1.0,4.0,7.0,1
2017000026395,193,1,7317,36,0,1.0,1,1.0,4.0,40.0,1
2017000026395,193,2,7317,33,0,1.0,2,6.0,4.0,,0
2017000026395,193,3,7317,17,14,,2,6.0,4.0,,0
2017000026395,193,4,7317,15,12,,2,,,,0
2017000026395,193,5,7317,11,8,,1,,,,0
2017000026395,193,6,7317,0,0,,1,,,,0
2017000026495,194,1,7304,19,15,1.0,1,1.0,4.0,50.0,1
2017000026495,194,2,7304,20,15,1.0,1,2.0,4.0,50.0,1
2017000026498,195,1,7317,75,0,,1,6.0,2.0,,0
2017000026527,196,1,7315,65,0,1.0,1,6.0,4.0,,0
2017000026715,197,1,7320,33,0,9.0,2,3.0,4.0,,1
2017000026715,197,2,7320,4,1,,2,,,,0
2017000026715,197,3,7320,46,0,1.0,2,1.0,4.0,50.0,1
2017000026715,197,4,7320,62,0,,2,6.0,4.0,,0
2017000026769,198,1,7322,81,0,,1,6.0,2.0,,0
2017000026769,198,2,7322,61,15,1.0,2,1.0,4.0,40.0,1
2017000026846,199,1,7306,23,0,1.0,2,1.0,4.0,40.0,1
2017000026846,199,2,7306,11,6,,1,,,,0
2017000026846,199,3,7306,9,8,,1,,,,0
2017000026846,199,4,7306,3,0,,2,,,,0
2017000026873,200,1,7309,76,0,,2,6.0,4.0,,0
2017000026873,200,2,7309,23,0,,1,6.0,4.0,,0
2017000026972,201,1,7316,59,0,1.0,2,1.0,4.0,40.0,1
2017000027000,202,1,7315,24,0,1.0,2,1.0,4.0,40.0,1
2017000027000,202,2,7315,24,15,5.0,1,1.0,2.0,40.0,1
2017000027053,203,1,7301,24,15,1.0,1,1.0,4.0,30.0,1
2017000027126,204,1,7319,75,0,,2,6.0,4.0,,0
2017000027126,204,2,7319,79,0,,1,6.0,2.0,,0
2017000027126,204,3,7319,56,0,1.0,2,1.0,4.0,40.0,1
2017000027126,204,4,7319,13,10,,2,,,,0
2017000027126,204,5,7319,13,10,,2,,,,0
2017000027176,205,1,7308,76,0,1.0,2,1.0,4.0,4.0,1
2017000027176,205,2,7308,44,0,5.0,1,1.0,4.0,40.0,1
2017000027260,206,1,7306,63,0,1.0,1,6.0,2.0,,0
2017000027260,206,2,7306,46,0,3.0,2,1.0,4.0,40.0,1
2017000027309,207,1,7319,31,0,,2,6.0,4.0,,0
2017000027309,207,2,7319,32,0,4.0,1,1.0,4.0,40.0,1
2017000027309,207,3,7319,2,0,,1,,,,0
2017000027309,207,4,7319,58,0,8.0,1,6.0,3.0,,0
2017000027309,207,5,7319,56,0,1.0,2,1.0,4.0,40.0,1
2017000027423,208,1,7316,63,0,5.0,1,1.0,2.0,45.0,1
2017000027423,208,2,7316,61,0,,2,6.0,4.0,,0
2017000027446,209,1,7317,60,0,1.0,1,3.0,4.0,,1
2017000027446,209,2,7317,42,0,,2,6.0,4.0,,0
2017000027457,210,1,7307,54,0,5.0,2,1.0,4.0,40.0,1
2017000027457,210,2,7307,51,0,4.0,1,1.0,2.0,40.0,1
2017000027530,211,1,7310,24,15,1.0,1,1.0,4.0,14.0,1
2017000027530,211,2,7310,27,0,1.0,1,1.0,4.0,40.0,1
2017000027644,212,1,7316,70,0,,1,6.0,4.0,,0
2017000027644,212,2,7316,69,0,,2,6.0,4.0,,0
2017000027644,212,3,7316,60,0,1.0,1,1.0,2.0,40.0,1
2017000027920,213,1,7309,58,0,2.0,2,1.0,4.0,40.0,1
2017000027997,214,1,7309,44,0,1.0,1,1.0,4.0,40.0,1
2017000027997,214,2,7309,18,15,,1,6.0,4.0,,0
2017000027997,214,3,7309,16,12,,2,6.0,,,0
2017000027997,214,4,7309,12,8,,1,,,,0
2017000028009,215,1,7314,71,0,1.0,2,6.0,4.0,,0
2017000028099,216,1,7315,60,0,,1,6.0,4.0,,0
2017000028099,216,2,7315,52,0,1.0,2,1.0,4.0,55.0,1
2017000028657,217,1,7310,30,0,4.0,2,1.0,4.0,45.0,1
2017000028657,217,2,7310,31,15,1.0,1,2.0,4.0,20.0,1
2017000028657,217,3,7310,3,0,,2,,,,0
2017000028868,218,1,7315,30,0,7.0,2,6.0,4.0,15.0,0
2017000028868,218,2,7315,30,0,1.0,1,1.0,4.0,50.0,1
2017000028868,218,3,7315,10,6,,1,,,,0
2017000028868,218,4,7315,14,11,,1,,,,0
2017000028868,218,5,7315,31,0,1.0,2,1.0,4.0,30.0,1
2017000028868,218,6,7315,29,16,1.0,2,1.0,4.0,50.0,1
2017000028887,219,1,7316,25,16,,2,6.0,4.0,,0
2017000029558,220,1,7301,31,0,1.0,1,1.0,4.0,50.0,1
2017000029558,220,2,7301,33,0,1.0,2,1.0,4.0,50.0,1
2017000029653,221,1,7312,64,0,7.0,2,6.0,4.0,,0
2017000029653,221,2,7312,71,0,7.0,1,6.0,2.0,,0
2017000029742,222,1,7305,71,0,1.0,1,6.0,4.0,,0
2017000029742,222,2,7305,71,0,,2,6.0,4.0,,0
2017000029959,223,1,7316,62,0,6.0,2,1.0,4.0,40.0,1
2017000030279,224,1,7304,36,15,2.0,1,6.0,4.0,,0
2017000030279,224,2,7304,30,0,,2,6.0,4.0,,0
2017000030279,224,3,7304,0,0,,2,,,,0
2017000030495,225,1,7316,26,0,1.0,2,1.0,4.0,40.0,1
2017000030495,225,2,7316,35,0,2.0,1,1.0,4.0,60.0,1
2017000030780,226,1,7316,43,0,3.0,1,1.0,4.0,40.0,1
2017000030780,226,2,7316,8,5,,1,,,,0
2017000030862,227,1,7318,63,0,1.0,2,1.0,4.0,40.0,1
2017000030862,227,2,7318,31,0,2.0,1,1.0,4.0,40.0,1
2017000030999,228,1,7316,28,0,2.0,1,1.0,4.0,40.0,1
2017000030999,228,2,7316,28,0,2.0,2,1.0,4.0,40.0,1
2017000031028,229,1,7301,61,0,6.0,1,1.0,4.0,20.0,1
2017000031028,229,2,7301,42,0,1.0,2,6.0,4.0,,0
2017000031028,229,3,7301,2,0,,1,,,,0
2017000031213,230,1,7321,32,0,1.0,2,1.0,4.0,36.0,1
2017000031213,230,2,7321,15,12,,2,,,,0
2017000031213,230,3,7321,12,9,,2,,,,0
2017000031213,230,4,7321,10,8,,1,,,,0
2017000031213,230,5,7321,7,4,,2,,,,0
2017000031319,231,1,7314,65,0,1.0,2,1.0,4.0,40.0,1
2017000031468,232,1,7306,43,0,1.0,1,1.0,4.0,50.0,1
2017000031468,232,2,7306,71,0,,1,6.0,4.0,,0
2017000031468,232,3,7306,63,0,,2,6.0,4.0,,0
2017000031492,233,1,7311,44,0,7.0,1,1.0,4.0,50.0,1
2017000031492,233,2,7311,42,0,1.0,2,1.0,4.0,60.0,1
2017000031498,234,1,7303,35,0,1.0,2,1.0,4.0,32.0,1
2017000031498,234,2,7303,38,0,1.0,1,1.0,4.0,36.0,1
2017000031498,234,3,7303,13,10,,1,,,,0
2017000031498,234,4,7303,11,8,,2,,,,0
2017000031498,234,5,7303,7,4,,1,,,,0
2017000031562,235,1,7315,24,15,1.0,2,1.0,4.0,10.0,1
2017000031562,235,2,7315,20,15,1.0,1,1.0,4.0,14.0,1
2017000031939,236,1,7321,73,0,,2,6.0,4.0,,0
2017000031939,236,2,7321,54,0,2.0,2,1.0,4.0,32.0,1
2017000031985,237,1,7315,65,0,2.0,1,1.0,4.0,40.0,1
2017000031985,237,2,7315,56,0,2.0,2,6.0,4.0,,0
2017000032011,238,1,7321,26,0,1.0,2,1.0,4.0,40.0,1
2017000032011,238,2,7321,23,0,1.0,2,1.0,4.0,40.0,1
2017000032118,239,1,7301,51,0,1.0,1,1.0,2.0,20.0,1
2017000032118,239,2,7301,47,0,6.0,2,1.0,4.0,40.0,1
2017000032118,239,3,7301,28,0,1.0,2,1.0,2.0,40.0,1
2017000032118,239,4,7301,26,0,1.0,1,1.0,4.0,10.0,1
2017000032118,239,5,7301,70,0,,2,6.0,4.0,,0
2017000032118,239,6,7301,3,0,,2,,,,0
2017000032118,239,7,7301,0,0,,2,,,,0
2017000032118,239,8,7301,26,0,1.0,2,1.0,4.0,30.0,1
2017000032158,240,1,7306,43,0,1.0,1,1.0,4.0,45.0,1
2017000032158,240,2,7306,34,0,1.0,2,1.0,4.0,40.0,1
2017000032158,240,3,7306,2,0,,1,,,,0
2017000032203,241,1,7304,47,0,4.0,1,1.0,4.0,40.0,1
2017000032203,241,2,7304,44,0,4.0,2,1.0,4.0,20.0,1
2017000032203,241,3,7304,8,4,,1,,,,0
2017000032203,241,4,7304,6,2,,1,,,,0
2017000032329,242,1,7316,49,0,1.0,1,1.0,4.0,40.0,1
2017000032350,243,1,7315,53,0,1.0,2,1.0,4.0,40.0,1
2017000032368,244,1,7318,62,0,6.0,2,1.0,4.0,60.0,1
2017000032368,244,2,7318,34,15,5.0,2,1.0,2.0,40.0,1
2017000032368,244,3,7318,14,11,,1,,,,0
2017000032429,245,1,7313,47,0,1.0,2,1.0,4.0,50.0,1
2017000032481,246,1,7314,51,0,6.0,2,1.0,4.0,45.0,1
2017000032481,246,2,7314,59,0,6.0,1,1.0,4.0,40.0,1
2017000032508,247,1,7302,22,0,1.0,2,1.0,4.0,40.0,1
2017000032508,247,2,7302,2,0,,1,,,,0
2017000032508,247,3,7302,38,0,1.0,2,1.0,4.0,40.0,1
2017000032516,248,1,7303,52,0,3.0,1,1.0,4.0,40.0,1
2017000032516,248,2,7303,34,0,3.0,1,1.0,4.0,40.0,1
2017000032563,249,1,7312,42,0,1.0,1,1.0,4.0,40.0,1
2017000032563,249,2,7312,38,0,2.0,2,1.0,4.0,36.0,1
2017000032563,249,3,7312,10,7,,1,,,,0
2017000032563,249,4,7312,8,6,,1,,,,0
2017000032741,250,1,7317,31,0,1.0,1,1.0,2.0,45.0,1
2017000032741,250,2,7317,29,0,1.0,2,1.0,4.0,50.0,1
2017000032767,251,1,7321,56,0,,2,6.0,4.0,,0
2017000032874,252,1,7316,86,0,,2,6.0,4.0,,0
2017000032977,253,1,7315,27,0,1.0,1,1.0,2.0,30.0,1
2017000032977,253,2,7315,26,15,1.0,1,1.0,2.0,40.0,1
2017000033050,254,1,7311,30,0,1.0,1,1.0,4.0,40.0,1
2017000033186,255,1,7321,35,0,,2,6.0,4.0,,0
2017000033186,255,2,7321,44,0,6.0,1,1.0,4.0,40.0,1
2017000033186,255,3,7321,8,5,,2,,,,0
2017000033186,255,4,7321,4,0,,2,,,,0
2017000033186,255,5,7321,1,0,,1,,,,0
2017000033187,256,1,7307,28,0,3.0,1,6.0,4.0,,0
2017000033292,257,1,7315,66,0,1.0,1,1.0,4.0,10.0,1
2017000033292,257,2,7315,62,0,1.0,2,1.0,4.0,10.0,1
2017000033292,257,3,7315,26,15,9.0,1,3.0,4.0,,1
2017000033292,257,4,7315,83,0,,2,6.0,4.0,,0
2017000033344,258,1,7314,64,0,,2,6.0,4.0,,0
2017000033369,259,1,7312,74,0,,2,6.0,4.0,,0
2017000033369,259,2,7312,94,0,,1,6.0,4.0,,0
2017000033481,260,1,7316,44,0,1.0,1,1.0,4.0,40.0,1
2017000033481,260,2,7316,46,0,,2,6.0,4.0,,0
2017000033481,260,3,7316,27,0,1.0,1,1.0,4.0,40.0,1
2017000033481,260,4,7316,23,16,1.0,2,1.0,4.0,25.0,1
2017000033481,260,5,7316,22,15,,1,6.0,4.0,,0
2017000033481,260,6,7316,11,8,,1,,,,0
2017000033490,261,1,7304,46,0,7.0,2,1.0,4.0,45.0,1
2017000033490,261,2,7304,17,14,1.0,1,6.0,4.0,,0
2017000033490,261,3,7304,13,10,,2,,,,0
2017000033615,262,1,7307,29,0,1.0,1,1.0,4.0,30.0,1
2017000033615,262,2,7307,29,0,,2,6.0,4.0,,0
2017000033615,262,3,7307,9,6,,2,,,,0
2017000033615,262,4,7307,8,4,,1,,,,0
2017000033615,262,5,7307,3,0,,2,,,,0
2017000033907,263,1,7302,64,0,1.0,1,3.0,2.0,40.0,1
2017000033967,264,1,7314,61,0,6.0,2,1.0,4.0,40.0,1
2017000033967,264,2,7314,61,0,6.0,1,1.0,4.0,40.0,1
2017000033967,264,3,7314,28,0,1.0,1,1.0,4.0,40.0,1
2017000034277,265,1,7317,71,0,6.0,1,6.0,4.0,20.0,0
2017000034277,265,2,7317,71,0,6.0,2,6.0,4.0,20.0,0
2017000034277,265,3,7317,57,0,1.0,1,3.0,4.0,,1
2017000034290,266,1,7309,28,0,1.0,2,1.0,4.0,60.0,1
2017000034290,266,2,7309,29,0,1.0,1,1.0,4.0,50.0,1
2017000034290,266,3,7309,6,3,,1,,,,0
2017000034404,267,1,7301,46,0,,2,6.0,4.0,,0
2017000034404,267,2,7301,44,0,6.0,1,1.0,3.0,48.0,1
2017000034762,268,1,7309,57,0,1.0,1,1.0,4.0,60.0,1
2017000034762,268,2,7309,53,0,,2,6.0,4.0,,0
2017000034946,269,1,7301,32,0,1.0,1,1.0,4.0,50.0,1
2017000034946,269,2,7301,32,0,1.0,2,1.0,4.0,40.0,1
2017000035143,270,1,7311,25,0,4.0,2,6.0,4.0,63.0,0
2017000035143,270,2,7311,28,0,1.0,1,1.0,4.0,40.0,1
2017000035307,271,1,7314,33,0,5.0,1,4.0,1.0,50.0,0
2017000035307,271,2,7314,36,0,1.0,2,3.0,4.0,30.0,1
2017000035307,271,3,7314,15,12,,1,,,,0
2017000035307,271,4,7314,3,0,,2,,,,0
2017000035307,271,5,7314,1,0,,2,,,,0
2017000035307,271,6,7314,1,0,,2,,,,0
2017000035313,272,1,7313,53,0,1.0,2,1.0,4.0,40.0,1
2017000035486,273,1,7317,29,0,1.0,1,3.0,4.0,50.0,1
2017000035513,274,1,7311,41,0,1.0,2,1.0,4.0,50.0,1
2017000035513,274,2,7311,44,0,7.0,1,1.0,4.0,70.0,1
2017000035513,274,3,7311,15,12,,2,,,,0
2017000035513,274,4,7311,18,15,,2,6.0,4.0,,0
2017000035513,274,5,7311,16,12,1.0,2,1.0,,20.0,1
2017000035680,275,1,7321,51,0,1.0,1,1.0,2.0,40.0,1
2017000035680,275,2,7321,55,0,1.0,2,1.0,4.0,30.0,1
2017000035680,275,3,7321,33,0,1.0,1,1.0,4.0,40.0,1
2017000035681,276,1,7318,76,0,,2,6.0,4.0,,0
2017000035790,277,1,7311,70,0,,1,6.0,4.0,,0
2017000036170,278,1,7321,39,15,7.0,2,1.0,4.0,30.0,1
2017000036170,278,2,7321,19,15,,1,6.0,4.0,,0
2017000036170,278,3,7321,12,8,,1,,,,0
2017000036182,279,1,7316,32,0,1.0,2,1.0,4.0,45.0,1
2017000036186,280,1,7305,21,15,1.0,1,1.0,4.0,20.0,1
2017000036186,280,2,7305,22,15,1.0,1,1.0,4.0,20.0,1
2017000036186,280,3,7305,22,15,1.0,1,1.0,4.0,20.0,1
2017000036186,280,4,7305,21,15,1.0,1,1.0,4.0,20.0,1
2017000036275,281,1,7318,49,0,1.0,2,2.0,4.0,25.0,1
2017000036275,281,2,7318,46,0,7.0,1,1.0,4.0,50.0,1
2017000036275,281,3,7318,11,7,,1,,,,0
2017000036275,281,4,7318,9,6,,2,,,,0
2017000036275,281,5,7318,34,0,1.0,1,1.0,4.0,40.0,1
2017000036493,282,1,7312,59,0,1.0,2,1.0,4.0,40.0,1
2017000036493,282,2,7312,27,16,1.0,1,1.0,4.0,2.0,1
2017000036493,282,3,7312,20,0,1.0,1,1.0,4.0,5.0,1
2017000037013,283,1,7312,50,0,1.0,1,1.0,4.0,60.0,1
2017000037013,283,2,7312,49,0,,2,6.0,4.0,,0
2017000037013,283,3,7312,10,6,,2,,,,0
2017000037047,284,1,7317,43,0,1.0,1,1.0,4.0,40.0,1
2017000037047,284,2,7317,39,0,1.0,2,1.0,4.0,40.0,1
2017000037084,285,1,7314,27,0,1.0,1,1.0,4.0,40.0,1
2017000037084,285,2,7314,27,0,,2,6.0,4.0,,0
2017000037282,286,1,7315,59,0,,1,6.0,2.0,,0
2017000037282,286,2,7315,58,0,,2,6.0,4.0,,0
2017000037373,287,1,7322,86,0,,2,6.0,4.0,,0
2017000037386,288,1,7312,32,0,,2,6.0,4.0,,0
2017000037386,288,2,7312,37,0,5.0,1,2.0,2.0,40.0,1
2017000037632,289,1,7302,64,0,1.0,2,1.0,4.0,60.0,1
2017000037807,290,1,7319,32,0,7.0,1,1.0,4.0,40.0,1
2017000037807,290,2,7319,24,0,7.0,2,6.0,4.0,,0
2017000037807,290,3,7319,0,0,,2,,,,0
2017000037827,291,1,7315,56,0,4.0,2,1.0,4.0,40.0,1
2017000037827,291,2,7315,25,15,1.0,1,6.0,4.0,,0
2017000037827,291,3,7315,63,0,,1,6.0,2.0,,0
2017000037827,291,4,7315,25,0,1.0,1,1.0,4.0,60.0,1
2017000037827,291,5,7315,24,15,1.0,2,1.0,4.0,25.0,1
2017000037965,292,1,7318,56,0,3.0,2,1.0,4.0,40.0,1
2017000037965,292,2,7318,53,15,,2,6.0,4.0,,0
2017000037965,292,3,7318,94,0,,2,6.0,4.0,,0
2017000037996,293,1,7314,31,15,5.0,1,4.0,1.0,40.0,0
2017000037996,293,2,7314,32,0,3.0,2,6.0,4.0,,0
2017000037996,293,3,7314,2,0,,1,,,,0
2017000037996,293,4,7314,0,0,,1,,,,0
2017000038479,294,1,7316,24,0,1.0,2,1.0,4.0,45.0,1
2017000038479,294,2,7316,27,0,1.0,1,1.0,4.0,40.0,1
2017000038535,295,1,7310,50,0,1.0,1,1.0,4.0,60.0,1
2017000038611,296,1,7309,27,16,1.0,2,1.0,4.0,55.0,1
2017000038611,296,2,7309,29,0,1.0,1,1.0,4.0,42.0,1
2017000038828,297,1,7320,59,0,1.0,1,1.0,4.0,50.0,1
2017000038828,297,2,7320,77,0,,2,6.0,4.0,,0
2017000039179,298,1,7307,50,0,3.0,2,1.0,4.0,25.0,1
2017000039179,298,2,7307,45,0,1.0,1,1.0,4.0,40.0,1
2017000039179,298,3,7307,18,15,,2,6.0,4.0,,0
2017000039179,298,4,7307,14,11,,2,,,,0
2017000039243,299,1,7310,28,15,3.0,2,1.0,4.0,40.0,1
2017000039347,300,1,7309,62,0,1.0,1,1.0,4.0,40.0,1
2017000039347,300,2,7309,58,0,,2,6.0,4.0,,0
2017000039459,301,1,7304,80,0,,1,6.0,2.0,,0
2017000039459,301,2,7304,77,0,,2,6.0,4.0,,0
2017000039729,302,1,7319,21,0,5.0,2,4.0,1.0,40.0,0
2017000039729,302,2,7319,23,0,5.0,1,4.0,1.0,40.0,0
2017000039729,302,3,7319,0,0,,2,,,,0
2017000039849,303,1,7321,35,15,1.0,2,1.0,4.0,30.0,1
2017000039849,303,2,7321,16,12,,1,6.0,,,0
2017000039849,303,3,7321,12,8,,1,,,,0
2017000039890,304,1,7322,75,0,,1,6.0,3.0,,0
2017000039890,304,2,7322,71,0,1.0,2,1.0,4.0,30.0,1
2017000040053,305,1,7311,48,0,1.0,1,1.0,4.0,50.0,1
2017000040116,306,1,7318,63,0,1.0,1,1.0,4.0,20.0,1
2017000040116,306,2,7318,60,0,,2,6.0,4.0,,0
2017000040116,306,3,7318,30,0,1.0,1,1.0,4.0,40.0,1
2017000040157,307,1,7307,66,0,,1,6.0,4.0,,0
2017000040204,308,1,7311,45,0,1.0,2,2.0,4.0,20.0,1
2017000040204,308,2,7311,17,13,,1,6.0,4.0,,0
2017000040204,308,3,7311,15,11,,1,,,,0
2017000040204,308,4,7311,12,9,,1,,,,0
2017000040204,308,5,7311,12,9,,2,,,,0
2017000040219,309,1,7314,59,0,4.0,1,1.0,4.0,40.0,1
2017000040228,310,1,7307,57,0,5.0,2,1.0,4.0,40.0,1
2017000040228,310,2,7307,33,0,1.0,1,1.0,4.0,9.0,1
2017000040877,311,1,7316,30,0,1.0,2,1.0,4.0,40.0,1
2017000040877,311,2,7316,29,0,1.0,1,1.0,4.0,40.0,1
2017000041082,312,1,7315,62,0,3.0,2,1.0,4.0,19.0,1
2017000041082,312,2,7315,63,0,1.0,1,1.0,4.0,50.0,1
2017000041174,313,1,7318,50,0,,1,6.0,2.0,,0
2017000041214,314,1,7317,43,0,1.0,2,1.0,4.0,40.0,1
2017000041214,314,2,7317,51,0,7.0,1,1.0,4.0,40.0,1
2017000041214,314,3,7317,14,11,,2,,,,0
2017000041254,315,1,7316,43,0,7.0,1,1.0,4.0,45.0,1
2017000041254,315,2,7316,43,0,6.0,2,1.0,4.0,20.0,1
2017000041405,316,1,7311,71,0,6.0,1,1.0,4.0,15.0,1
2017000041405,316,2,7311,69,0,6.0,2,1.0,4.0,35.0,1
2017000041734,317,1,7321,64,0,1.0,1,1.0,4.0,20.0,1
2017000041734,317,2,7321,57,0,6.0,2,1.0,4.0,40.0,1
2017000041734,317,3,7321,28,0,1.0,1,1.0,4.0,40.0,1
2017000041985,318,1,7309,35,0,1.0,1,1.0,4.0,50.0,1
2017000041988,319,1,7317,34,0,,2,6.0,4.0,,0
2017000041988,319,2,7317,28,0,1.0,2,1.0,4.0,42.0,1
2017000041988,319,3,7317,28,0,1.0,1,1.0,4.0,45.0,1
2017000042038,320,1,7317,39,0,4.0,2,1.0,4.0,40.0,1
2017000042049,321,1,7322,25,0,1.0,2,1.0,4.0,40.0,1
2017000042049,321,2,7322,27,0,7.0,1,1.0,4.0,32.0,1
