SERIALNO
2017001385425
2017001385788
2017001385794
2017001385826
2017001385917
2017001386010
2017001386082
2017001386203
2017001386211
2017001386295
2017001386349
2017001386390
2017001386451
2017001386521
2017001386591
2017001386777
2017001386810
2017001386884
2017001386990
2017001387001
2017001387064
2017001387455
2017001387606
2017001387705
2017001387806
2017001387868
2017001387894
2017001387959
2017001387985
2017001387994
2017001387995
2017001388019
2017001388406
2017001388630
2017001388935
2017001389005
2017001389144
2017001389179
2017001389222
2017001389248
2017001389292
2017001389345
2017001390034
2017001390252
2017001390494
2017001390531
2017001390583
2017001390615
2017001390763
2017001390832
2017001391116
2017001391168
2017001391202
2017001391302
2017001391552
2017001391797
2017001391955
2017001392030
2017001392078
2017001392088
2017001392266
2017001392277
2017001392374
2017001392384
2017001392805
2017001392835
2017001392874
2017001393032
2017001393390
2017001393582
2017001393590
2017001393649
2017001393664
2017001393761
2017001393813
2017001393827
2017001394000
2017001394095
2017001394213
2017001394231
2017001394321
2017001395222
2017001395223
2017001395239
2017001395246
2017001395307
2017001395421
2017001395454
2017001395538
2017001395625
2017001395656
2017001395756
2017001395863
2017001395975
2017001396062
2017001396131
2017001396369
2017001396576
2017001396611
2017001396616
2017001396641
2017001396728
2017001396822
2017001396846
2017001396881
2017001396938
2017001396958
2017001397078
2017001397101
2017001397228
2017001397293
2017001397418
2017001397639
2017001397648
2017001397717
2017001397734
2017001397959
2017001398011
2017001398081
2017001398154
2017001398295
2017001398328
2017001398416
2017001398609
2017001398681
2017001398686
2017001399089
2017001399098
2017001399158
2017001399218
2017001399349
2017001399532
2017001399560
2017001399610
2017001399683
2017001399796
2017001399826
2017001399937
2017001400055
2017001400356
2017001400533
2017001400572
2017001400665
2017001400707
2017001400783
2017001400832
2017001400860
2017001401101
2017001401146
2017001401335
2017001401351
2017001401362
2017001401437
2017001401505
2017001401553
2017001401762
2017001401807
2017001401827
2017001401838
2017001402137
2017001402197
2017001402254
2017001402259
2017001402411
2017001402581
2017001402660
2017001402737
2017001402754
2017001402806
2017001402927
2017001403054
2017001403174
2017001403240
2017001403259
2017001403359
2017001403366
2017001403446
2017001403550
2017001403738
2017001403742
2017001403765
2017001403791
2017001403792
2017001403814
2017001403817
2017001403856
2017001404026
2017001404116
2017001404157
2017001404265
2017001404373
2017001404395
2017001404817
2017001405058
2017001405115
2017001405122
2017001405271
2017001405455
2017001405680
2017001405708
2017001405846
2017001405860
2017001405949
2017001406010
2017001406026
2017001406079
2017001406262
2017001406428
2017001406526
2017001406610
2017001406632
2017001406638
2017001406719
2017001406777
2017001406869
2017001406916
2017001406936
2017001406998
2017001407182
2017001407238
2017001407242
2017001407349
2017001407442
2017001407484
2017001407543
2017001407595
2017001407597
2017001407721
2017001407790
2017001407858
2017001407916
2017001407926
2017001408041
2017001408166
2017001408193
2017001408346
2017001408387
2017001408512
2017001408549
2017001408707
2017001408912
2017001408916
2017001409037
2017001409195
2017001409297
2017001409299
2017001409319
2017001409477
2017001409481
2017001409602
2017001409729
2017001409757
2017001409842
2017001409870
2017001409883
2017001409909
2017001409914
2017001409946
2017001410072
2017001410084
2017001410160
2017001410165
2017001410177
2017001410257
2017001410319
2017001410475
2017001410518
2017001410592
2017001410667
2017001410675
2017001410888
2017001410924
2017001410979
2017001411077
2017001411355
2017001411366
2017001411459
2017001411592
2017001411640
2017001411675
2017001411765
2017001411833
2017001411840
2017001411885
2017001411943
2017001412198
2017001412406
2017001412429
2017001412517
2017001412715
2017001412917
2017001413104
2017001413217
2017001413230
2017001413264
2017001413399
2017001413465
2017001413471
2017001413574
2017001413601
2017001413671
2017001413713
2017001413736
2017001413983
2017001414063
2017001414141
2017001414185
2017001414302
2017001414325
2017001414580
2017001414638
2017001414673
2017001414802
2017001414922
2017001415124
2017001415451
2017001415472
2017001415637
2017001415684
2017001415702
2017001415838
2017001415883
2017001415949
2017001415981
2017001416001
2017001416180
2017001416354
2017001416453
2017001416476
2017001416486
2017001416583
2017001416619
2017001416774
2017001416931
2017001416955
2017001417000
2017001417047
2017001417060
2017001417121
2017001417186
2017001417241
2017001417397
2017001417442
2017001417653
2017001417863
2017001417929
2017001417956
2017001417984
2017001418135
2017001418183
2017001418251
2017001418326
2017001418414
2017001418519
2017001418526
2017001418583
2017001418619
2017001418662
2017001418674
2017001418981
2017001419057
2017001419071
2017001419139
2017001419335
2017001419364
2017001419434
2017001419528
2017001419603
2017001419726
2017001419739
2017001419742
2017001419872
2017001420073
2017001420126
2017001420343
2017001420348
2017001420389
2017001420426
2017001420443
2017001420457
2017001420716
2017001420796
2017001421164
2017001421232
2017001421267
2017001421281
2017001421368
2017001421395
2017001421408
2017001421465
2017001421497
2017001421603
2017001421947
2017001421998
2017001422056
2017001422163
2017001422405
2017001422466
2017001422710
2017001422774
2017001423000
2017001423039
2017001423041
2017001423055
2017001423167
2017001423171
2017001423220
2017001423272
2017001423278
2017001423286
2017001423305
2017001423365
2017001423464
2017001423522
2017001423536
2017001423578
2017001423703
2017001423723
2017001423782
2017001423959
2017001424007
2017001424072
2017001424142
2017001424277
2017001424300
2017001424380
2017001424412
2017001424474
2017001424513
2017001424566
2017001424687
2017001424759
2017001424782
2017001424877
2017001425070
2017001425197
2017001425329
2017001425454
2017001425695
2017001425850
2017001425904
2017001425972
2017001425995
2017001426028
2017001426047
2017001426131
2017001426294
2017001426344
2017001426560
2017001426625
2017001426722
2017001427045
2017001427197
2017001427264
2017001427315
2017001427394
2017001427436
2017001427492
2017001427526
2017001427615
2017001427711
2017001427840
2017001427847
2017001427884
2017001427931
2017001427967
2017001428056
2017001428088
2017001428114
2017001428124
2017001428156
2017001428202
2017001428221
2017001428588
2017001428691
2017001428822
2017001428927
2017001429057
2017001429647
2017001429659
2017001429883
2017001429953
2017001430056
2017001430121
2017001430164
2017001430251
2017001430267
2017001430299
2017001430356
2017001430554
2017001430597
2017001430742
2017001430954
2017001430957
2017001431014
2017001431023
2017001431156
2017001431257
2017001431365
2017001431373
2017001431570
2017001431764
2017001431770
2017001431800
2017001431883
2017001432000
2017001432148
2017001432158
2017001432435
2017001432896
2017001432982
2017001433201
2017001433482
2017001434208
2017001434286
2017001434363
2017001434592
2017001434669
2017001434717
2017001434732
2017001435003
2017001435008
2017001435152
2017001435206
2017001435215
2017001435315
2017001435347
2017001435348
2017001435464
2017001435512
2017001435661
2017001435686
2017001435734
2017001435748
2017001436111
2017001436144
2017001436336
2017001436399
2017001436440
2017001436452
2017001436497
2017001436522
2017001436538
2017001436604
2017001436641
2017001436681
2017001436731
2017001436918
2017001436963
2017001437044
2017001437049
2017001437062
2017001437293
2017001437338
2017001437453
2017001437509
2017001437518
2017001437607
2017001437773
2017001437912
2017001437980
2017001438122
2017001438126
2017001438284
2017001438318
2017001438375
2017001438380
2017001438618
2017001438869
2017001438918
2017001438942
2017001439024
2017001439046
2017001439551
2017001439700
2017001439825
2017001439829
2017001439851
2017001440181
2017001440355
2017001440434
2017001440655
2017001440826
2017001440930
2017001440961
2017001441032
2017001441122
2017001441193
2017001441334
2017001441409
2017001441484
2017001441559
2017001441853
2017001441904
2017001441918
2017001441982
2017001442047
2017001442161
2017001442268
2017001442324
2017001442406
2017001442494
2017001442509
2017001442549
2017001442552
2017001442590
2017001442665
2017001442787
2017001442800
2017001442806
2017001442920
2017001442961
2017001443180
2017001443212
2017001443383
2017001443529
2017001443543
2017001443871
2017001443908
2017001443931
2017001444059
2017001444159
2017001444174
2017001444450
2017001444716
2017001444956
2017001445049
2017001445157
2017001445175
2017001445216
