HHID,SPORDER,PUMA,AGEP,SCHG,COW,SEX,ESR,MIL,WKHP
215,1,7316,33,,3.0,2,1.0,4.0,25.0
215,2,7316,41,,3.0,1,1.0,4.0,40.0
215,3,7316,9,6.0,,2,,,
216,1,7309,61,,2.0,2,1.0,4.0,60.0
216,2,7309,60,,1.0,1,1.0,4.0,43.0
217,1,7303,22,15.0,1.0,1,1.0,4.0,40.0
218,1,7314,78,,,1,6.0,2.0,
218,2,7314,75,,,2,6.0,4.0,
219,1,7315,45,,1.0,1,1.0,4.0,40.0
219,2,7315,41,,3.0,2,1.0,4.0,40.0
219,3,7315,12,9.0,,1,,,
219,4,7315,10,7.0,,2,,,
219,5,7315,74,,,2,6.0,4.0,
220,1,7309,39,,1.0,1,1.0,4.0,45.0
220,2,7309,37,,1.0,2,1.0,4.0,70.0
220,3,7309,3,1.0,,2,,,
220,4,7309,1,,,2,,,
221,1,7314,37,,1.0,2,1.0,4.0,70.0
221,2,7314,37,,1.0,1,1.0,4.0,40.0
221,3,7314,1,,,2,,,
222,1,7302,80,,,1,6.0,3.0,
222,2,7302,77,,,2,6.0,4.0,
223,1,7317,53,,2.0,2,1.0,4.0,36.0
224,1,7311,68,,,1,6.0,4.0,
225,1,7315,52,,1.0,1,1.0,4.0,40.0
225,2,7315,43,16.0,4.0,2,1.0,4.0,28.0
225,3,7315,7,3.0,,2,,,
226,1,7318,46,,,2,6.0,4.0,
227,1,7301,76,,,1,6.0,2.0,
227,2,7301,71,,,2,6.0,4.0,
228,1,7302,71,,1.0,1,6.0,2.0,
228,2,7302,72,,1.0,2,6.0,4.0,
229,1,7314,58,,2.0,1,1.0,4.0,40.0
229,2,7314,60,,,2,6.0,4.0,
230,1,7317,48,,,2,6.0,4.0,
230,2,7317,49,,1.0,1,1.0,4.0,50.0
231,1,7314,32,,1.0,1,1.0,4.0,45.0
231,2,7314,28,,1.0,2,1.0,4.0,48.0
232,1,7304,69,,1.0,1,1.0,4.0,25.0
232,2,7304,69,,1.0,2,1.0,4.0,32.0
233,1,7309,57,,3.0,1,1.0,4.0,50.0
233,2,7309,57,,1.0,2,1.0,4.0,50.0
234,1,7319,72,,4.0,2,6.0,4.0,
234,2,7319,69,,1.0,1,6.0,2.0,
234,3,7319,34,,1.0,2,1.0,4.0,40.0
235,1,7308,49,,1.0,2,1.0,2.0,50.0
235,2,7308,40,,1.0,1,1.0,2.0,45.0
235,3,7308,17,13.0,,1,6.0,4.0,
235,4,7308,15,11.0,,1,,,
235,5,7308,3,1.0,,1,,,
236,1,7310,37,,1.0,2,1.0,4.0,50.0
236,2,7310,39,,1.0,1,1.0,4.0,45.0
236,3,7310,4,1.0,,1,,,
237,1,7302,50,,1.0,1,1.0,4.0,40.0
237,2,7302,53,,1.0,2,1.0,4.0,40.0
238,1,7303,54,,7.0,1,1.0,4.0,25.0
238,2,7303,48,,,2,6.0,4.0,
239,1,7301,30,,5.0,1,4.0,1.0,50.0
239,2,7301,34,,1.0,2,6.0,4.0,
239,3,7301,7,4.0,,2,,,
239,4,7301,3,,,1,,,
239,5,7301,1,,,1,,,
240,1,7307,62,,2.0,2,1.0,4.0,40.0
240,2,7307,63,,1.0,1,1.0,4.0,40.0
240,3,7307,58,,,1,6.0,4.0,
240,4,7307,64,,,1,6.0,4.0,
241,1,7316,57,,,1,6.0,4.0,
242,1,7317,44,,1.0,1,1.0,4.0,40.0
242,2,7317,40,,,2,6.0,4.0,
242,3,7317,7,3.0,,1,,,
242,4,7317,5,,,2,,,
243,1,7310,55,,1.0,1,1.0,4.0,55.0
243,2,7310,44,,,2,6.0,4.0,
243,3,7310,12,9.0,,1,,,
243,4,7310,10,7.0,,2,,,
244,1,7315,94,,,1,6.0,4.0,
244,2,7315,86,,,2,6.0,4.0,
245,1,7302,39,,4.0,1,1.0,4.0,40.0
245,2,7302,33,,6.0,2,1.0,4.0,50.0
245,3,7302,7,3.0,,1,,,
245,4,7302,5,2.0,,2,,,
245,5,7302,3,,,2,,,
246,1,7301,52,,1.0,2,1.0,4.0,40.0
246,2,7301,39,,1.0,1,3.0,4.0,40.0
246,3,7301,79,,,2,6.0,4.0,
247,1,7302,62,,1.0,1,1.0,4.0,65.0
247,2,7302,60,,,2,6.0,4.0,
248,1,7307,40,,1.0,1,1.0,4.0,40.0
248,2,7307,39,,1.0,2,1.0,4.0,40.0
249,1,7305,47,,1.0,1,1.0,4.0,40.0
249,2,7305,45,,1.0,2,1.0,4.0,30.0
249,3,7305,21,,1.0,1,1.0,4.0,40.0
249,4,7305,19,,1.0,1,1.0,4.0,40.0
249,5,7305,9,6.0,,2,,,
250,1,7306,70,,6.0,1,6.0,4.0,20.0
250,2,7306,70,,,2,6.0,4.0,
251,1,7310,70,,1.0,1,1.0,4.0,8.0
251,2,7310,63,,1.0,2,1.0,4.0,15.0
252,1,7309,47,,2.0,1,1.0,4.0,40.0
252,2,7309,40,,1.0,2,1.0,4.0,40.0
252,3,7309,11,7.0,,2,,,
252,4,7309,8,4.0,,1,,,
252,5,7309,4,1.0,,1,,,
253,1,7318,28,,1.0,1,1.0,4.0,40.0
253,2,7318,28,,4.0,2,1.0,4.0,40.0
253,3,7318,3,,,2,,,
253,4,7318,1,,,2,,,
254,1,7319,63,,4.0,2,1.0,4.0,43.0
255,1,7322,52,,1.0,1,1.0,4.0,35.0
255,2,7322,52,,3.0,2,1.0,4.0,32.0
255,3,7322,25,,1.0,2,1.0,4.0,40.0
255,4,7322,21,15.0,2.0,2,1.0,4.0,25.0
255,5,7322,77,,,1,6.0,4.0,
256,1,7320,57,,1.0,1,1.0,2.0,40.0
256,2,7320,54,,5.0,2,1.0,2.0,40.0
257,1,7302,60,,1.0,2,1.0,4.0,40.0
258,1,7321,28,,1.0,1,1.0,4.0,45.0
258,2,7321,23,15.0,,1,6.0,4.0,
258,3,7321,26,,1.0,1,1.0,4.0,40.0
259,1,7308,47,,2.0,1,1.0,4.0,40.0
259,2,7308,46,,,2,6.0,4.0,
259,3,7308,16,13.0,,1,6.0,,
259,4,7308,13,9.0,,1,,,
259,5,7308,11,7.0,,2,,,
260,1,7322,79,,,2,6.0,4.0,
261,1,7308,73,,,1,6.0,4.0,
262,1,7318,44,,2.0,1,1.0,4.0,35.0
263,1,7313,23,,5.0,1,4.0,1.0,60.0
263,2,7313,26,,1.0,2,2.0,3.0,40.0
263,3,7313,0,,,2,,,
263,4,7313,3,,,1,,,
264,1,7313,45,,6.0,1,1.0,4.0,45.0
264,2,7313,37,15.0,4.0,2,6.0,4.0,
264,3,7313,2,,,1,,,
264,4,7313,11,7.0,,2,,,
265,1,7306,52,,1.0,1,1.0,4.0,45.0
266,1,7303,22,15.0,1.0,1,1.0,4.0,25.0
266,2,7303,20,15.0,1.0,1,1.0,4.0,15.0
267,1,7322,84,,,2,6.0,4.0,
267,2,7322,88,,,1,6.0,4.0,
268,1,7301,49,,1.0,2,1.0,4.0,36.0
269,1,7316,71,15.0,2.0,1,6.0,2.0,
269,2,7316,61,,2.0,2,1.0,4.0,40.0
270,1,7311,41,,1.0,1,1.0,4.0,40.0
270,2,7311,39,,1.0,2,1.0,4.0,40.0
270,3,7311,7,3.0,,1,,,
270,4,7311,4,,,2,,,
271,1,7322,81,,,1,6.0,4.0,
271,2,7322,66,,1.0,2,1.0,4.0,30.0
272,1,7301,52,,1.0,1,1.0,2.0,40.0
272,2,7301,51,,3.0,2,1.0,4.0,21.0
272,3,7301,26,16.0,1.0,1,1.0,4.0,40.0
272,4,7301,77,,,2,6.0,4.0,
273,1,7304,59,,7.0,2,1.0,4.0,35.0
273,2,7304,51,,1.0,1,3.0,4.0,40.0
273,3,7304,24,15.0,1.0,1,3.0,4.0,15.0
273,4,7304,22,15.0,1.0,2,1.0,4.0,12.0
273,5,7304,89,,,1,6.0,2.0,
273,6,7304,87,,,2,6.0,4.0,
274,1,7301,78,,,1,6.0,2.0,
275,1,7311,67,,7.0,2,6.0,4.0,
275,2,7311,68,,7.0,1,1.0,4.0,40.0
276,1,7305,37,,2.0,1,1.0,4.0,36.0
276,2,7305,37,,2.0,2,1.0,4.0,24.0
276,3,7305,6,2.0,,1,,,
276,4,7305,1,,,2,,,
277,1,7314,68,,1.0,1,6.0,2.0,
277,2,7314,68,,,2,6.0,4.0,
278,1,7311,42,,1.0,2,1.0,4.0,40.0
278,2,7311,43,,1.0,1,1.0,4.0,40.0
278,3,7311,16,12.0,,2,6.0,,
278,4,7311,10,6.0,,2,,,
279,1,7312,22,15.0,1.0,1,6.0,4.0,
280,1,7309,86,,,2,6.0,4.0,
281,1,7322,44,,2.0,1,1.0,4.0,40.0
281,2,7322,45,15.0,1.0,2,6.0,4.0,
281,3,7322,17,14.0,,2,6.0,4.0,
281,4,7322,12,9.0,,2,,,
281,5,7322,10,7.0,,1,,,
282,1,7304,69,,,1,6.0,4.0,
282,2,7304,72,,,2,6.0,4.0,
283,1,7313,54,,3.0,1,1.0,4.0,40.0
283,2,7313,55,15.0,1.0,2,1.0,4.0,40.0
284,1,7313,28,,7.0,2,1.0,4.0,45.0
284,2,7313,28,,1.0,1,1.0,4.0,45.0
285,1,7310,75,,,1,6.0,2.0,
285,2,7310,65,,6.0,2,1.0,4.0,24.0
286,1,7310,63,,,1,6.0,4.0,
286,2,7310,75,,,2,6.0,4.0,
287,1,7311,35,,5.0,1,1.0,4.0,48.0
287,2,7311,32,,4.0,1,1.0,4.0,50.0
287,3,7311,33,16.0,1.0,2,6.0,4.0,36.0
288,1,7317,57,,,2,6.0,4.0,
289,1,7309,63,,7.0,2,1.0,4.0,15.0
289,2,7309,72,,7.0,1,6.0,4.0,
290,1,7305,60,,1.0,1,1.0,2.0,40.0
290,2,7305,58,,1.0,2,1.0,4.0,40.0
290,3,7305,31,,1.0,1,1.0,4.0,40.0
290,4,7305,21,15.0,1.0,2,1.0,4.0,30.0
291,1,7303,41,,1.0,1,1.0,4.0,40.0
291,2,7303,45,,1.0,2,1.0,4.0,40.0
291,3,7303,42,,1.0,2,1.0,4.0,40.0
291,4,7303,88,,,1,6.0,4.0,
291,5,7303,69,,,2,6.0,4.0,
292,1,7315,79,,,2,6.0,4.0,
293,1,7312,67,,1.0,2,6.0,4.0,5.0
294,1,7303,38,16.0,1.0,1,1.0,4.0,40.0
295,1,7322,59,,3.0,2,1.0,4.0,15.0
295,2,7322,60,,3.0,1,1.0,4.0,40.0
295,3,7322,31,,1.0,2,1.0,4.0,38.0
296,1,7319,52,,1.0,1,1.0,4.0,55.0
296,2,7319,55,,3.0,2,1.0,4.0,40.0
296,3,7319,14,11.0,,2,,,
296,4,7319,9,6.0,,2,,,
297,1,7314,65,,7.0,1,1.0,4.0,60.0
297,2,7314,64,,1.0,2,1.0,4.0,20.0
298,1,7301,27,,3.0,2,2.0,4.0,40.0
298,2,7301,9,5.0,,2,,,
298,3,7301,5,1.0,,2,,,
299,1,7308,61,,5.0,1,1.0,2.0,40.0
300,1,7304,64,,4.0,1,6.0,4.0,
300,2,7304,63,,,2,6.0,4.0,
301,1,7301,44,,2.0,1,1.0,4.0,40.0
301,2,7301,48,,2.0,2,1.0,4.0,35.0
301,3,7301,67,,3.0,2,6.0,4.0,
301,4,7301,44,,1.0,1,1.0,4.0,40.0
301,5,7301,39,,6.0,1,1.0,4.0,35.0
302,1,7310,69,,2.0,1,1.0,4.0,30.0
302,2,7310,65,,3.0,2,6.0,4.0,40.0
303,1,7301,71,,,2,6.0,4.0,
304,1,7311,27,,1.0,1,1.0,4.0,40.0
304,2,7311,27,,1.0,2,1.0,4.0,50.0
305,1,7310,33,,1.0,1,1.0,4.0,50.0
306,1,7322,25,,2.0,2,1.0,4.0,40.0
306,2,7322,26,,1.0,1,1.0,4.0,40.0
307,1,7321,72,,,2,6.0,4.0,
308,1,7316,52,,2.0,1,1.0,4.0,40.0
308,2,7316,47,,1.0,1,1.0,2.0,60.0
309,1,7302,60,,1.0,1,1.0,4.0,40.0
309,2,7302,59,,1.0,2,6.0,4.0,
310,1,7302,61,,3.0,1,1.0,4.0,40.0
310,2,7302,61,,1.0,2,1.0,4.0,60.0
310,3,7302,23,15.0,1.0,2,1.0,4.0,30.0
311,1,7306,53,,,2,6.0,4.0,
311,2,7306,21,,1.0,2,1.0,4.0,30.0
311,3,7306,14,10.0,,2,,,
312,1,7307,63,,6.0,2,1.0,4.0,50.0
312,2,7307,73,,6.0,1,1.0,4.0,20.0
313,1,7309,37,,2.0,2,1.0,4.0,24.0
313,2,7309,38,,1.0,1,1.0,4.0,50.0
313,3,7309,5,2.0,,1,,,
313,4,7309,2,,,1,,,
314,1,7309,64,,1.0,1,6.0,4.0,
314,2,7309,58,,,2,6.0,4.0,
315,1,7301,79,,,2,6.0,4.0,
315,2,7301,54,,1.0,1,3.0,4.0,37.0
316,1,7306,51,,6.0,1,1.0,4.0,18.0
316,2,7306,53,,1.0,2,1.0,4.0,40.0
317,1,7304,62,,1.0,1,1.0,4.0,40.0
318,1,7314,49,,1.0,2,1.0,4.0,40.0
318,2,7314,49,,1.0,1,1.0,4.0,60.0
318,3,7314,36,,1.0,2,1.0,4.0,40.0
319,1,7316,34,,1.0,2,6.0,4.0,40.0
319,2,7316,35,,1.0,1,1.0,4.0,40.0
319,3,7316,14,9.0,,2,,,
320,1,7316,34,,1.0,2,1.0,4.0,40.0
321,1,7316,63,,1.0,1,1.0,4.0,40.0
321,2,7316,58,,1.0,2,1.0,4.0,40.0
322,1,7310,77,,,2,6.0,4.0,
322,2,7310,30,,1.0,1,1.0,4.0,25.0
323,1,7317,46,,3.0,1,1.0,4.0,40.0
323,2,7317,43,,6.0,2,1.0,4.0,30.0
323,3,7317,16,13.0,,1,6.0,,
323,4,7317,9,5.0,,2,,,
324,1,7308,52,,5.0,1,1.0,2.0,44.0
324,2,7308,52,,1.0,2,1.0,4.0,15.0
324,3,7308,13,9.0,,2,,,
324,4,7308,11,7.0,,1,,,
325,1,7316,25,,2.0,2,1.0,4.0,50.0
326,1,7306,74,,,1,6.0,4.0,
326,2,7306,76,,1.0,2,6.0,4.0,
327,1,7316,50,,4.0,1,1.0,4.0,45.0
328,1,7302,24,,1.0,1,1.0,2.0,40.0
328,2,7302,27,,1.0,2,1.0,4.0,38.0
329,1,7301,44,15.0,1.0,2,3.0,4.0,40.0
329,2,7301,44,,1.0,1,1.0,4.0,60.0
329,3,7301,15,12.0,,2,,,
330,1,7310,64,,1.0,1,1.0,4.0,50.0
330,2,7310,65,,,2,6.0,4.0,
331,1,7313,60,,,1,6.0,4.0,
332,1,7316,39,,1.0,1,1.0,4.0,50.0
333,1,7309,25,,1.0,2,1.0,4.0,50.0
333,2,7309,25,,1.0,1,1.0,4.0,40.0
334,1,7307,59,,1.0,2,1.0,4.0,30.0
334,2,7307,56,,1.0,1,1.0,4.0,40.0
335,1,7316,39,,4.0,1,1.0,4.0,60.0
336,1,7320,42,,1.0,1,1.0,4.0,40.0
336,2,7320,38,,1.0,2,1.0,4.0,40.0
337,1,7307,59,,7.0,2,1.0,4.0,40.0
337,2,7307,67,,7.0,1,1.0,4.0,40.0
337,3,7307,28,16.0,1.0,2,6.0,4.0,
337,4,7307,7,4.0,,2,,,
338,1,7312,22,15.0,1.0,1,6.0,4.0,40.0
338,2,7312,22,15.0,1.0,1,6.0,4.0,40.0
338,3,7312,22,15.0,,1,6.0,4.0,
338,4,7312,21,15.0,4.0,1,1.0,4.0,30.0
339,1,7316,50,,2.0,1,1.0,4.0,50.0
340,1,7310,52,,6.0,2,1.0,4.0,12.0
340,2,7310,50,,6.0,1,1.0,4.0,65.0
340,3,7310,17,14.0,,2,6.0,4.0,
340,4,7310,14,10.0,,1,,,
341,1,7317,67,,1.0,1,6.0,2.0,
341,2,7317,60,,,2,6.0,4.0,
342,1,7309,59,,1.0,1,1.0,4.0,50.0
343,1,7305,78,,,1,6.0,2.0,
343,2,7305,72,,,2,6.0,4.0,
343,3,7305,52,,,2,6.0,4.0,
343,4,7305,37,,4.0,2,1.0,4.0,23.0
344,1,7301,38,,2.0,1,1.0,4.0,40.0
344,2,7301,41,,1.0,2,1.0,4.0,40.0
345,1,7315,42,,1.0,1,1.0,4.0,40.0
345,2,7315,40,,1.0,2,1.0,4.0,15.0
345,3,7315,13,10.0,,1,,,
345,4,7315,11,8.0,,2,,,
345,5,7315,9,6.0,,1,,,
346,1,7305,43,,1.0,2,1.0,4.0,40.0
346,2,7305,51,,1.0,1,1.0,4.0,45.0
346,3,7305,10,6.0,,2,,,
347,1,7315,39,,6.0,1,1.0,4.0,40.0
347,2,7315,38,,6.0,2,1.0,4.0,20.0
347,3,7315,8,5.0,,2,,,
348,1,7318,60,14.0,1.0,2,1.0,4.0,48.0
349,1,7314,42,,1.0,1,1.0,4.0,50.0
349,2,7314,39,,1.0,2,6.0,4.0,
349,3,7314,2,,,1,,,
349,4,7314,1,,,2,,,
350,1,7309,59,,1.0,1,1.0,4.0,50.0
350,2,7309,57,,1.0,2,1.0,4.0,25.0
351,1,7308,47,,1.0,2,1.0,4.0,40.0
351,2,7308,50,,6.0,1,1.0,4.0,40.0
351,3,7308,5,2.0,,1,,,
352,1,7321,58,,1.0,1,1.0,4.0,40.0
352,2,7321,57,,1.0,2,1.0,4.0,24.0
353,1,7307,46,,3.0,2,1.0,4.0,40.0
353,2,7307,46,,3.0,1,1.0,2.0,40.0
353,3,7307,14,11.0,,1,,,
353,4,7307,9,5.0,,2,,,
353,5,7307,6,2.0,,2,,,
354,1,7305,65,,1.0,2,1.0,4.0,50.0
354,2,7305,34,,4.0,2,1.0,4.0,36.0
354,3,7305,9,6.0,,1,,,
355,1,7321,62,,5.0,1,1.0,3.0,40.0
355,2,7321,57,,,2,6.0,4.0,
355,3,7321,21,,1.0,2,1.0,4.0,40.0
355,4,7321,19,,9.0,2,3.0,4.0,
356,1,7305,66,,1.0,1,1.0,4.0,40.0
356,2,7305,66,,1.0,1,1.0,4.0,40.0
357,1,7312,55,,,1,6.0,2.0,
357,2,7312,56,,1.0,2,1.0,4.0,40.0
358,1,7314,49,,1.0,1,6.0,4.0,40.0
358,2,7314,55,,6.0,1,1.0,4.0,40.0
359,1,7306,83,,,2,6.0,4.0,
359,2,7306,71,,,1,6.0,2.0,
360,1,7308,55,,2.0,1,1.0,2.0,40.0
360,2,7308,59,,1.0,2,1.0,4.0,40.0
360,3,7308,17,13.0,,1,6.0,4.0,
361,1,7320,79,,1.0,2,1.0,4.0,60.0
361,2,7320,44,,2.0,2,1.0,4.0,40.0
362,1,7315,32,,2.0,1,1.0,4.0,50.0
362,2,7315,35,,7.0,2,1.0,4.0,40.0
362,3,7315,0,,,1,,,
363,1,7322,45,15.0,,1,6.0,2.0,
363,2,7322,40,,3.0,2,1.0,4.0,40.0
363,3,7322,16,12.0,,1,6.0,,
363,4,7322,6,2.0,,2,,,
364,1,7310,64,,7.0,2,1.0,4.0,55.0
365,1,7318,29,15.0,9.0,1,3.0,4.0,
365,2,7318,50,,1.0,2,1.0,4.0,40.0
366,1,7314,66,,6.0,1,1.0,4.0,20.0
366,2,7314,62,,,2,6.0,4.0,
367,1,7305,65,,6.0,1,1.0,2.0,40.0
367,2,7305,65,,,2,6.0,4.0,
368,1,7317,74,,,1,6.0,4.0,
368,2,7317,56,,1.0,1,1.0,4.0,40.0
369,1,7302,53,,6.0,1,1.0,4.0,60.0
369,2,7302,46,,3.0,2,1.0,4.0,30.0
369,3,7302,14,11.0,,2,,,
370,1,7314,65,,6.0,2,1.0,4.0,20.0
370,2,7314,94,,,2,6.0,4.0,
370,3,7314,28,,,2,6.0,4.0,
370,4,7314,25,,6.0,2,1.0,4.0,20.0
371,1,7319,58,,1.0,2,1.0,4.0,35.0
371,2,7319,23,,1.0,2,6.0,4.0,28.0
372,1,7316,46,,1.0,1,1.0,4.0,35.0
372,2,7316,45,,,2,6.0,4.0,
372,3,7316,11,8.0,,2,,,
373,1,7302,54,,,2,6.0,4.0,
374,1,7301,31,,1.0,2,1.0,4.0,30.0
374,2,7301,30,,1.0,1,1.0,4.0,45.0
375,1,7304,76,,,1,6.0,4.0,
375,2,7304,76,,,2,6.0,4.0,
376,1,7301,70,,3.0,2,6.0,4.0,
376,2,7301,62,,1.0,2,1.0,4.0,35.0
377,1,7319,35,,1.0,1,1.0,4.0,40.0
377,2,7319,32,,,2,6.0,4.0,
377,3,7319,8,4.0,,1,,,
377,4,7319,5,3.0,,2,,,
378,1,7303,35,,1.0,2,2.0,4.0,15.0
379,1,7321,37,,2.0,1,1.0,4.0,40.0
379,2,7321,37,,2.0,2,1.0,4.0,24.0
380,1,7309,55,,1.0,2,1.0,4.0,40.0
380,2,7309,54,,1.0,1,1.0,4.0,40.0
380,3,7309,18,14.0,,2,6.0,4.0,
381,1,7317,70,,1.0,1,6.0,4.0,
381,2,7317,62,,3.0,2,1.0,4.0,40.0
382,1,7316,28,,,1,6.0,4.0,
383,1,7314,82,,,2,6.0,4.0,
383,2,7314,85,,,1,6.0,4.0,
384,1,7314,70,,,1,6.0,4.0,
384,2,7314,66,,,2,6.0,4.0,
385,1,7306,72,,,2,6.0,2.0,
386,1,7316,48,,6.0,2,1.0,4.0,50.0
387,1,7316,31,,1.0,2,1.0,4.0,37.0
388,1,7314,37,,7.0,1,1.0,4.0,40.0
388,2,7314,36,,3.0,2,1.0,4.0,43.0
388,3,7314,12,9.0,,1,,,
388,4,7314,10,7.0,,2,,,
388,5,7314,8,5.0,,2,,,
388,6,7314,7,3.0,,1,,,
389,1,7309,50,,,2,6.0,4.0,
389,2,7309,16,13.0,7.0,1,1.0,,30.0
389,3,7309,12,9.0,,1,,,
390,1,7310,59,,1.0,2,1.0,4.0,55.0
390,2,7310,68,,7.0,2,6.0,4.0,50.0
391,1,7321,58,,4.0,1,1.0,4.0,40.0
391,2,7321,57,,1.0,2,1.0,4.0,40.0
391,3,7321,29,,,2,6.0,4.0,
391,4,7321,11,7.0,,2,,,
391,5,7321,6,3.0,,1,,,
391,6,7321,4,2.0,,1,,,
391,7,7321,28,,1.0,1,1.0,4.0,40.0
392,1,7313,50,,1.0,2,1.0,4.0,40.0
392,2,7313,54,,2.0,1,1.0,4.0,45.0
392,3,7313,26,,1.0,2,1.0,4.0,40.0
392,4,7313,13,10.0,,2,,,
393,1,7321,30,,1.0,2,1.0,4.0,40.0
393,2,7321,31,,1.0,1,1.0,4.0,36.0
394,1,7317,56,,5.0,2,6.0,4.0,
394,2,7317,61,,1.0,1,1.0,4.0,40.0
395,1,7322,64,,1.0,1,1.0,2.0,40.0
395,2,7322,64,,,2,6.0,4.0,
395,3,7322,66,,,2,6.0,4.0,
396,1,7316,75,,,1,6.0,2.0,
397,1,7317,46,,1.0,1,1.0,4.0,60.0
397,2,7317,51,16.0,2.0,2,6.0,4.0,40.0
398,1,7301,63,,4.0,2,6.0,4.0,40.0
398,2,7301,62,,1.0,1,1.0,4.0,40.0
399,1,7308,62,,1.0,1,1.0,4.0,50.0
399,2,7308,57,,1.0,2,1.0,4.0,40.0
399,3,7308,29,16.0,1.0,2,6.0,4.0,
399,4,7308,81,,,2,6.0,4.0,
400,1,7318,43,,3.0,2,1.0,4.0,40.0
400,2,7318,23,,1.0,1,1.0,4.0,40.0
400,3,7318,20,,1.0,2,1.0,4.0,40.0
400,4,7318,13,11.0,,2,,,
400,5,7318,11,9.0,,1,,,
401,1,7312,51,16.0,1.0,2,1.0,4.0,40.0
402,1,7313,62,,2.0,2,1.0,4.0,40.0
403,1,7320,42,,2.0,2,1.0,4.0,50.0
403,2,7320,46,,1.0,1,1.0,4.0,55.0
404,1,7315,40,,6.0,2,1.0,4.0,40.0
404,2,7315,44,,1.0,2,1.0,4.0,35.0
405,1,7320,55,,1.0,2,1.0,4.0,50.0
405,2,7320,30,,1.0,1,1.0,4.0,40.0
406,1,7317,56,,6.0,1,1.0,4.0,40.0
406,2,7317,55,,3.0,2,1.0,4.0,40.0
406,3,7317,29,,1.0,1,1.0,4.0,40.0
406,4,7317,28,,1.0,2,1.0,4.0,40.0
407,1,7306,20,15.0,1.0,2,1.0,4.0,41.0
407,2,7306,22,,1.0,1,1.0,4.0,40.0
408,1,7319,43,,1.0,2,1.0,4.0,40.0
408,2,7319,48,,1.0,1,1.0,4.0,35.0
408,3,7319,21,15.0,,1,6.0,4.0,
408,4,7319,19,15.0,1.0,2,1.0,4.0,24.0
408,5,7319,12,9.0,,1,,,
409,1,7316,68,,1.0,2,1.0,2.0,45.0
409,2,7316,67,,7.0,1,1.0,4.0,10.0
410,1,7302,73,,,1,6.0,2.0,
410,2,7302,72,,1.0,2,1.0,4.0,40.0
411,1,7316,30,,6.0,1,1.0,4.0,40.0
411,2,7316,35,,6.0,2,1.0,4.0,40.0
412,1,7321,66,,1.0,2,1.0,4.0,40.0
412,2,7321,37,,,2,6.0,4.0,
412,3,7321,34,,,1,6.0,4.0,
412,4,7321,20,,9.0,1,3.0,4.0,
412,5,7321,7,4.0,,2,,,
413,1,7314,25,,5.0,1,4.0,1.0,40.0
413,2,7314,23,,1.0,2,1.0,4.0,30.0
414,1,7321,56,,2.0,2,1.0,4.0,36.0
414,2,7321,66,,2.0,1,1.0,4.0,40.0
415,1,7314,41,,1.0,1,1.0,4.0,45.0
415,2,7314,32,,1.0,2,6.0,4.0,38.0
415,3,7314,1,,,2,,,
416,1,7319,51,,,1,6.0,4.0,
416,2,7319,32,,9.0,1,3.0,4.0,
417,1,7315,54,,1.0,1,1.0,4.0,55.0
418,1,7305,41,16.0,4.0,1,1.0,4.0,60.0
418,2,7305,39,,3.0,2,1.0,4.0,60.0
419,1,7314,73,,,1,6.0,4.0,
419,2,7314,73,,,2,6.0,4.0,
420,1,7310,24,,1.0,1,1.0,4.0,45.0
420,2,7310,24,,1.0,2,1.0,4.0,40.0
421,1,7310,50,,5.0,1,1.0,4.0,40.0
422,1,7313,57,,3.0,2,1.0,4.0,52.0
422,2,7313,24,15.0,1.0,1,1.0,4.0,40.0
422,3,7313,22,15.0,5.0,1,1.0,4.0,16.0
422,4,7313,57,,1.0,2,1.0,4.0,30.0
422,5,7313,22,,1.0,2,1.0,4.0,40.0
423,1,7322,74,,,2,6.0,4.0,
423,2,7322,89,,,1,6.0,4.0,
424,1,7301,60,,1.0,2,1.0,4.0,40.0
424,2,7301,63,,1.0,1,1.0,4.0,45.0
424,3,7301,29,,,2,6.0,4.0,
425,1,7304,46,,1.0,2,6.0,4.0,32.0
425,2,7304,25,15.0,1.0,2,3.0,4.0,40.0
425,3,7304,17,14.0,,1,6.0,4.0,
425,4,7304,15,12.0,,2,,,
425,5,7304,8,5.0,,1,,,
426,1,7317,60,,1.0,2,1.0,4.0,12.0
426,2,7317,29,,1.0,2,1.0,4.0,37.0
427,1,7304,56,,1.0,1,1.0,2.0,45.0
427,2,7304,54,,,2,6.0,4.0,
427,3,7304,21,,1.0,2,1.0,4.0,20.0
428,1,7301,73,,1.0,1,1.0,2.0,16.0
429,1,7301,31,,1.0,1,1.0,4.0,40.0
429,2,7301,27,,1.0,2,1.0,3.0,40.0
430,1,7305,31,,1.0,2,1.0,4.0,8.0
430,2,7305,33,,1.0,1,1.0,4.0,8.0
430,3,7305,11,7.0,,1,,,
431,1,7301,58,,6.0,2,1.0,4.0,50.0
432,1,7321,56,,3.0,2,6.0,4.0,
432,2,7321,68,,4.0,2,1.0,4.0,30.0
433,1,7306,57,,,2,6.0,4.0,
434,1,7306,61,,1.0,1,6.0,4.0,
434,2,7306,55,,1.0,2,1.0,4.0,50.0
434,3,7306,32,,1.0,2,1.0,2.0,48.0
434,4,7306,9,5.0,,2,,,
435,1,7305,36,,3.0,2,1.0,4.0,37.0
435,2,7305,41,,1.0,1,1.0,4.0,40.0
435,3,7305,72,,6.0,1,1.0,4.0,60.0
435,4,7305,71,,,2,6.0,4.0,
