region,job_1,job_2,job_3,job_4,job_5,job_6,job_7,job_8,job_9,job_10,job_11,job_12,job_13,job_14,lfp_black,lfp_hispanic,lfp_other,lfp_white
1,100741,62446,10693,299711,155792,134198,187303,102018,132796,161712,46109,16998,133148,77628,55801,538256,327614,637174
